[1650, 1275]
[sub-section-title, [435.0, 248.0, 417.0, 36.0], HvIcNbTiuI, 5704576]
[paragraph, [141.0, 447.0, 993.0, 36.0], shoonya_1sG76LM623IU6X, 5704576]
[paragraph, [141.0, 483.0, 993.0, 36.0], shoonya_1sG76LM623IU6X, 5704576]
[paragraph, [141.0, 519.0, 993.0, 36.0], shoonya_1sG76LM623IU6X, 5704576]
[paragraph, [141.0, 555.0, 993.0, 36.0], shoonya_1sG76LM623IU6X, 5704576]
[paragraph, [141.0, 591.0, 993.0, 36.0], shoonya_1sG76LM623IU6X, 5704576]
[paragraph, [141.0, 627.0, 993.0, 36.0], shoonya_1sG76LM623IU6X, 5704576]
[paragraph, [141.0, 663.0, 993.0, 36.0], shoonya_1sG76LM623IU6X, 5704576]
[paragraph, [141.0, 699.0, 993.0, 36.0], shoonya_1sG76LM623IU6X, 5704576]
[paragraph, [141.0, 735.0, 993.0, 36.0], shoonya_1sG76LM623IU6X, 5704576]
[paragraph, [141.0, 771.0, 993.0, 36.0], shoonya_1sG76LM623IU6X, 5704576]
[paragraph, [141.0, 807.0, 993.0, 36.0], shoonya_1sG76LM623IU6X, 5704576]
[paragraph, [141.0, 843.0, 993.0, 36.0], shoonya_1sG76LM623IU6X, 5704576]
[paragraph, [141.0, 879.0, 993.0, 36.0], shoonya_1sG76LM623IU6X, 5704576]
[paragraph, [141.0, 915.0, 993.0, 36.0], shoonya_1sG76LM623IU6X, 5704576]
[paragraph, [141.0, 951.0, 993.0, 36.0], shoonya_1sG76LM623IU6X, 5704576]
[paragraph, [141.0, 987.0, 993.0, 36.0], shoonya_1sG76LM623IU6X, 5704576]
[paragraph, [141.0, 1023.0, 993.0, 36.0], shoonya_1sG76LM623IU6X, 5704576]
[paragraph, [141.0, 1059.0, 993.0, 36.0], shoonya_1sG76LM623IU6X, 5704576]
[paragraph, [141.0, 1095.0, 993.0, 36.0], shoonya_1sG76LM623IU6X, 5704576]
[paragraph, [141.0, 1131.0, 993.0, 36.0], shoonya_1sG76LM623IU6X, 5704576]
[paragraph, [140.0, 1237.0, 992.0, 36.0], shoonya_0s88PLQXIC2QEW, 5704576]
[paragraph, [140.0, 1273.0, 992.0, 36.0], shoonya_0s88PLQXIC2QEW, 5704576]
[paragraph, [140.0, 1309.0, 992.0, 36.0], shoonya_0s88PLQXIC2QEW, 5704576]
[paragraph, [140.0, 1345.0, 992.0, 36.0], shoonya_0s88PLQXIC2QEW, 5704576]
[paragraph, [140.0, 1381.0, 992.0, 36.0], shoonya_0s88PLQXIC2QEW, 5704576]
[paragraph, [140.0, 1417.0, 992.0, 36.0], shoonya_0s88PLQXIC2QEW, 5704576]
