[1754, 1241]
[placeholder-text, [120.0, 152.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 170.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 188.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 206.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 224.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 242.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 260.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 278.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 296.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 314.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 332.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 350.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 368.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 386.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 404.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 422.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 440.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 458.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 476.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 494.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 512.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 530.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 548.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 566.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 584.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 602.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 620.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 638.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 656.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 674.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 692.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 710.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 728.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 746.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 764.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 782.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 800.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 818.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 836.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 854.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 872.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 890.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 908.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 926.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 944.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 962.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 980.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 998.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 1016.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 1034.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 1052.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 1070.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 1088.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 1106.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 1124.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 1142.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 1160.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 1178.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 1196.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 1214.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 1232.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 1250.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 1268.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 1286.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 1304.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 1322.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 1340.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 1358.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 1376.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 1394.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 1412.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 1430.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 1448.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 1466.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 1484.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 1502.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 1520.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 1538.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 1556.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 1574.0, 997.0, 18.0], g2B6LznzrI, 5718811]
[placeholder-text, [120.0, 1592.0, 997.0, 18.0], g2B6LznzrI, 5718811]
