[1566, 1152]
[paragraph, [738.0, 123.0, 318.0, 36.0], shoonya_2sFXP2OX7JDM5F, 5712441]
[paragraph, [738.0, 159.0, 318.0, 36.0], shoonya_2sFXP2OX7JDM5F, 5712441]
[paragraph, [738.0, 195.0, 318.0, 36.0], shoonya_2sFXP2OX7JDM5F, 5712441]
[paragraph, [738.0, 231.0, 318.0, 36.0], shoonya_2sFXP2OX7JDM5F, 5712441]
[paragraph, [738.0, 267.0, 318.0, 36.0], shoonya_2sFXP2OX7JDM5F, 5712441]
[paragraph, [738.0, 303.0, 318.0, 36.0], shoonya_2sFXP2OX7JDM5F, 5712441]
[paragraph, [738.0, 339.0, 318.0, 36.0], shoonya_2sFXP2OX7JDM5F, 5712441]
[paragraph, [420.0, 126.0, 315.0, 36.0], shoonya_7sEIEHI515AQC2, 5712441]
[paragraph, [420.0, 162.0, 315.0, 36.0], shoonya_7sEIEHI515AQC2, 5712441]
[paragraph, [102.0, 129.0, 315.0, 36.0], shoonya_1sOERE825H7PMT, 5712441]
[paragraph, [102.0, 165.0, 315.0, 36.0], shoonya_1sOERE825H7PMT, 5712441]
[paragraph, [102.0, 201.0, 315.0, 36.0], shoonya_1sOERE825H7PMT, 5712441]
[paragraph, [102.0, 237.0, 315.0, 36.0], shoonya_1sOERE825H7PMT, 5712441]
[paragraph, [102.0, 273.0, 315.0, 36.0], shoonya_1sOERE825H7PMT, 5712441]
[paragraph, [102.0, 309.0, 315.0, 36.0], shoonya_1sOERE825H7PMT, 5712441]
[paragraph, [102.0, 345.0, 315.0, 36.0], shoonya_1sOERE825H7PMT, 5712441]
[paragraph, [102.0, 381.0, 315.0, 36.0], shoonya_1sOERE825H7PMT, 5712441]
[paragraph, [102.0, 417.0, 315.0, 36.0], shoonya_1sOERE825H7PMT, 5712441]
[paragraph, [102.0, 453.0, 315.0, 36.0], shoonya_1sOERE825H7PMT, 5712441]
[paragraph, [102.0, 489.0, 315.0, 36.0], shoonya_1sOERE825H7PMT, 5712441]
[paragraph, [102.0, 525.0, 315.0, 36.0], shoonya_1sOERE825H7PMT, 5712441]
[paragraph, [102.0, 561.0, 315.0, 36.0], shoonya_1sOERE825H7PMT, 5712441]
[paragraph, [102.0, 597.0, 315.0, 36.0], shoonya_1sOERE825H7PMT, 5712441]
[paragraph, [102.0, 633.0, 315.0, 36.0], shoonya_1sOERE825H7PMT, 5712441]
[paragraph, [102.0, 669.0, 315.0, 36.0], shoonya_1sOERE825H7PMT, 5712441]
[paragraph, [416.0, 216.0, 320.0, 36.0], shoonya_3s4YLVPVAT8N3B, 5712441]
[paragraph, [416.0, 252.0, 320.0, 36.0], shoonya_3s4YLVPVAT8N3B, 5712441]
[paragraph, [416.0, 288.0, 320.0, 36.0], shoonya_3s4YLVPVAT8N3B, 5712441]
[paragraph, [416.0, 324.0, 320.0, 36.0], shoonya_3s4YLVPVAT8N3B, 5712441]
[paragraph, [416.0, 360.0, 320.0, 36.0], shoonya_3s4YLVPVAT8N3B, 5712441]
[paragraph, [416.0, 396.0, 320.0, 36.0], shoonya_3s4YLVPVAT8N3B, 5712441]
[paragraph, [416.0, 432.0, 320.0, 36.0], shoonya_3s4YLVPVAT8N3B, 5712441]
[paragraph, [416.0, 468.0, 320.0, 36.0], shoonya_3s4YLVPVAT8N3B, 5712441]
[paragraph, [416.0, 504.0, 320.0, 36.0], shoonya_3s4YLVPVAT8N3B, 5712441]
[paragraph, [416.0, 540.0, 320.0, 36.0], shoonya_3s4YLVPVAT8N3B, 5712441]
[paragraph, [734.0, 372.0, 324.0, 36.0], shoonya_6sE7AWEAWXJ15H, 5712441]
[paragraph, [734.0, 408.0, 324.0, 36.0], shoonya_6sE7AWEAWXJ15H, 5712441]
[paragraph, [734.0, 444.0, 324.0, 36.0], shoonya_6sE7AWEAWXJ15H, 5712441]
[paragraph, [734.0, 480.0, 324.0, 36.0], shoonya_6sE7AWEAWXJ15H, 5712441]
[paragraph, [734.0, 516.0, 324.0, 36.0], shoonya_6sE7AWEAWXJ15H, 5712441]
[paragraph, [734.0, 552.0, 324.0, 36.0], shoonya_6sE7AWEAWXJ15H, 5712441]
[paragraph, [734.0, 588.0, 324.0, 36.0], shoonya_6sE7AWEAWXJ15H, 5712441]
[paragraph, [734.0, 624.0, 324.0, 36.0], shoonya_6sE7AWEAWXJ15H, 5712441]
[paragraph, [734.0, 660.0, 324.0, 36.0], shoonya_6sE7AWEAWXJ15H, 5712441]
[paragraph, [734.0, 696.0, 324.0, 36.0], shoonya_6sE7AWEAWXJ15H, 5712441]
[paragraph, [734.0, 732.0, 324.0, 36.0], shoonya_6sE7AWEAWXJ15H, 5712441]
[paragraph, [417.0, 584.0, 323.0, 36.0], shoonya_5sC13EJZPKMFSD, 5712441]
[paragraph, [417.0, 620.0, 323.0, 36.0], shoonya_5sC13EJZPKMFSD, 5712441]
[paragraph, [417.0, 656.0, 323.0, 36.0], shoonya_5sC13EJZPKMFSD, 5712441]
[paragraph, [417.0, 692.0, 323.0, 36.0], shoonya_5sC13EJZPKMFSD, 5712441]
[paragraph, [417.0, 728.0, 323.0, 36.0], shoonya_5sC13EJZPKMFSD, 5712441]
[paragraph, [417.0, 764.0, 323.0, 36.0], shoonya_5sC13EJZPKMFSD, 5712441]
[paragraph, [417.0, 800.0, 323.0, 36.0], shoonya_5sC13EJZPKMFSD, 5712441]
[paragraph, [417.0, 836.0, 323.0, 36.0], shoonya_5sC13EJZPKMFSD, 5712441]
[paragraph, [417.0, 872.0, 323.0, 36.0], shoonya_5sC13EJZPKMFSD, 5712441]
[paragraph, [417.0, 908.0, 323.0, 36.0], shoonya_5sC13EJZPKMFSD, 5712441]
[paragraph, [417.0, 944.0, 323.0, 36.0], shoonya_5sC13EJZPKMFSD, 5712441]
[paragraph, [417.0, 980.0, 323.0, 36.0], shoonya_5sC13EJZPKMFSD, 5712441]
[paragraph, [417.0, 1016.0, 323.0, 36.0], shoonya_5sC13EJZPKMFSD, 5712441]
[paragraph, [417.0, 1052.0, 323.0, 36.0], shoonya_5sC13EJZPKMFSD, 5712441]
[paragraph, [417.0, 1088.0, 323.0, 36.0], shoonya_5sC13EJZPKMFSD, 5712441]
[paragraph, [417.0, 1124.0, 323.0, 36.0], shoonya_5sC13EJZPKMFSD, 5712441]
[paragraph, [417.0, 1160.0, 323.0, 36.0], shoonya_5sC13EJZPKMFSD, 5712441]
[paragraph, [417.0, 1196.0, 323.0, 36.0], shoonya_5sC13EJZPKMFSD, 5712441]
[paragraph, [417.0, 1232.0, 323.0, 36.0], shoonya_5sC13EJZPKMFSD, 5712441]
[paragraph, [417.0, 1268.0, 323.0, 36.0], shoonya_5sC13EJZPKMFSD, 5712441]
[paragraph, [417.0, 1304.0, 323.0, 36.0], shoonya_5sC13EJZPKMFSD, 5712441]
[paragraph, [102.0, 735.0, 315.0, 36.0], shoonya_0sI6L57U14CUEE, 5712441]
[paragraph, [102.0, 771.0, 315.0, 36.0], shoonya_0sI6L57U14CUEE, 5712441]
[paragraph, [102.0, 807.0, 315.0, 36.0], shoonya_0sI6L57U14CUEE, 5712441]
[paragraph, [102.0, 843.0, 315.0, 36.0], shoonya_0sI6L57U14CUEE, 5712441]
[paragraph, [102.0, 879.0, 315.0, 36.0], shoonya_0sI6L57U14CUEE, 5712441]
[paragraph, [102.0, 915.0, 315.0, 36.0], shoonya_0sI6L57U14CUEE, 5712441]
[paragraph, [102.0, 951.0, 315.0, 36.0], shoonya_0sI6L57U14CUEE, 5712441]
[paragraph, [102.0, 987.0, 315.0, 36.0], shoonya_0sI6L57U14CUEE, 5712441]
[paragraph, [102.0, 1023.0, 315.0, 36.0], shoonya_0sI6L57U14CUEE, 5712441]
[paragraph, [102.0, 1059.0, 315.0, 36.0], shoonya_0sI6L57U14CUEE, 5712441]
[paragraph, [102.0, 1095.0, 315.0, 36.0], shoonya_0sI6L57U14CUEE, 5712441]
[paragraph, [738.0, 802.0, 324.0, 36.0], shoonya_8sO1WJRPJMBNW8, 5712441]
[paragraph, [738.0, 838.0, 324.0, 36.0], shoonya_8sO1WJRPJMBNW8, 5712441]
[paragraph, [738.0, 874.0, 324.0, 36.0], shoonya_8sO1WJRPJMBNW8, 5712441]
[paragraph, [738.0, 910.0, 324.0, 36.0], shoonya_8sO1WJRPJMBNW8, 5712441]
[paragraph, [738.0, 946.0, 324.0, 36.0], shoonya_8sO1WJRPJMBNW8, 5712441]
[paragraph, [738.0, 982.0, 324.0, 36.0], shoonya_8sO1WJRPJMBNW8, 5712441]
[paragraph, [738.0, 1018.0, 324.0, 36.0], shoonya_8sO1WJRPJMBNW8, 5712441]
[paragraph, [738.0, 1054.0, 324.0, 36.0], shoonya_8sO1WJRPJMBNW8, 5712441]
[paragraph, [738.0, 1090.0, 324.0, 36.0], shoonya_8sO1WJRPJMBNW8, 5712441]
[paragraph, [738.0, 1126.0, 324.0, 36.0], shoonya_8sO1WJRPJMBNW8, 5712441]
[paragraph, [100.0, 1128.0, 319.0, 36.0], shoonya_9s6WVXEM9TWDCS, 5712441]
[paragraph, [100.0, 1164.0, 319.0, 36.0], shoonya_9s6WVXEM9TWDCS, 5712441]
[paragraph, [100.0, 1200.0, 319.0, 36.0], shoonya_9s6WVXEM9TWDCS, 5712441]
[paragraph, [100.0, 1236.0, 319.0, 36.0], shoonya_9s6WVXEM9TWDCS, 5712441]
[paragraph, [100.0, 1272.0, 319.0, 36.0], shoonya_9s6WVXEM9TWDCS, 5712441]
[paragraph, [100.0, 1308.0, 319.0, 36.0], shoonya_9s6WVXEM9TWDCS, 5712441]
[paragraph, [100.0, 1344.0, 319.0, 36.0], shoonya_9s6WVXEM9TWDCS, 5712441]
[paragraph, [100.0, 1380.0, 319.0, 36.0], shoonya_9s6WVXEM9TWDCS, 5712441]
[paragraph, [737.0, 1196.0, 326.0, 36.0], OHCp_0XFRF, 5712441]
[paragraph, [737.0, 1232.0, 326.0, 36.0], OHCp_0XFRF, 5712441]
[paragraph, [737.0, 1268.0, 326.0, 36.0], OHCp_0XFRF, 5712441]
[paragraph, [737.0, 1304.0, 326.0, 36.0], OHCp_0XFRF, 5712441]
[paragraph, [737.0, 1340.0, 326.0, 36.0], OHCp_0XFRF, 5712441]
[paragraph, [737.0, 1376.0, 326.0, 36.0], OHCp_0XFRF, 5712441]
[paragraph, [422.0, 1344.0, 313.0, 36.0], nOZuTuksus, 5712441]
[paragraph, [422.0, 1380.0, 313.0, 36.0], nOZuTuksus, 5712441]
