[595, 420]
[contact-info, [153.0, 166.0, 114.0, 18.0], shoonya_0sSMP7X2Y2LS2O, 5744819]
[contact-info, [153.0, 184.0, 114.0, 18.0], shoonya_0sSMP7X2Y2LS2O, 5744819]
[contact-info, [133.0, 229.0, 171.0, 18.0], shoonya_9sPQNKHMO1SJ2U, 5744819]
[contact-info, [133.0, 247.0, 171.0, 18.0], shoonya_9sPQNKHMO1SJ2U, 5744819]
[contact-info, [133.0, 265.0, 171.0, 18.0], shoonya_9sPQNKHMO1SJ2U, 5744819]
[contact-info, [86.0, 307.0, 248.0, 18.0], shoonya_4s95FJPENERH9G, 5744819]
[contact-info, [86.0, 325.0, 248.0, 18.0], shoonya_4s95FJPENERH9G, 5744819]
[contact-info, [107.0, 367.0, 208.0, 18.0], xBN3Tij5q4, 5744819]
[contact-info, [107.0, 385.0, 208.0, 18.0], xBN3Tij5q4, 5744819]
[contact-info, [137.0, 425.0, 158.0, 18.0], shoonya_3sV784NUF2XTJD, 5744819]
[contact-info, [137.0, 443.0, 158.0, 18.0], shoonya_3sV784NUF2XTJD, 5744819]
[contact-info, [137.0, 461.0, 158.0, 18.0], shoonya_3sV784NUF2XTJD, 5744819]
