[872, 605]
[section-title, [265.0, 34.0, 81.0, 30.0], nv6PSD-qfy, 6456842]
[folio, [444.0, 39.0, 114.0, 18.0], SRH2sEWBAl, 6456842]
[paragraph, [44.0, 78.0, 262.0, 18.0], fX2BlTCbSp, 6456842]
[paragraph, [44.0, 96.0, 262.0, 18.0], fX2BlTCbSp, 6456842]
[paragraph, [44.0, 114.0, 262.0, 18.0], fX2BlTCbSp, 6456842]
[paragraph, [44.0, 132.0, 262.0, 18.0], fX2BlTCbSp, 6456842]
[paragraph, [306.0, 78.0, 253.0, 18.0], 3IkpdrUGVX, 6456842]
[paragraph, [306.0, 96.0, 253.0, 18.0], 3IkpdrUGVX, 6456842]
[paragraph, [306.0, 114.0, 253.0, 18.0], 3IkpdrUGVX, 6456842]
[paragraph, [306.0, 132.0, 253.0, 18.0], 3IkpdrUGVX, 6456842]
[paragraph, [306.0, 150.0, 253.0, 18.0], 3IkpdrUGVX, 6456842]
[paragraph, [306.0, 165.0, 256.0, 18.0], wWNjYwtZ6I, 6456842]
[paragraph, [42.0, 167.0, 261.0, 18.0], q4W5Vk-_M3, 6456842]
[paragraph, [42.0, 185.0, 261.0, 18.0], q4W5Vk-_M3, 6456842]
[paragraph, [42.0, 203.0, 261.0, 18.0], q4W5Vk-_M3, 6456842]
[paragraph, [303.0, 203.0, 251.0, 18.0], iPyldsvy1E, 6456842]
[paragraph, [303.0, 239.0, 230.0, 18.0], U4fwK3cOqs, 6456842]
[paragraph, [303.0, 257.0, 230.0, 18.0], U4fwK3cOqs, 6456842]
[paragraph, [49.0, 256.0, 231.0, 18.0], qEql_aBIPu, 6456842]
[paragraph, [49.0, 274.0, 231.0, 18.0], qEql_aBIPu, 6456842]
[paragraph, [301.0, 274.0, 248.0, 18.0], rbG8fW-ei4, 6456842]
[paragraph, [301.0, 292.0, 248.0, 18.0], rbG8fW-ei4, 6456842]
[paragraph, [46.0, 308.0, 256.0, 18.0], VbdhSGIOFn, 6456842]
[paragraph, [46.0, 326.0, 256.0, 18.0], VbdhSGIOFn, 6456842]
[paragraph, [46.0, 344.0, 256.0, 18.0], VbdhSGIOFn, 6456842]
[paragraph, [46.0, 362.0, 256.0, 18.0], VbdhSGIOFn, 6456842]
[paragraph, [46.0, 380.0, 256.0, 18.0], VbdhSGIOFn, 6456842]
[paragraph, [306.0, 313.0, 248.0, 18.0], s0y3EdN9ta, 6456842]
[paragraph, [306.0, 331.0, 248.0, 18.0], s0y3EdN9ta, 6456842]
[paragraph, [304.0, 372.0, 254.0, 18.0], P38i8UvCQz, 6456842]
[paragraph, [304.0, 390.0, 254.0, 18.0], P38i8UvCQz, 6456842]
[paragraph, [304.0, 408.0, 254.0, 18.0], P38i8UvCQz, 6456842]
[paragraph, [304.0, 426.0, 254.0, 18.0], P38i8UvCQz, 6456842]
[paragraph, [304.0, 444.0, 254.0, 18.0], P38i8UvCQz, 6456842]
[paragraph, [304.0, 462.0, 254.0, 18.0], P38i8UvCQz, 6456842]
[paragraph, [304.0, 480.0, 254.0, 18.0], P38i8UvCQz, 6456842]
[paragraph, [304.0, 498.0, 254.0, 18.0], P38i8UvCQz, 6456842]
[paragraph, [304.0, 516.0, 254.0, 18.0], P38i8UvCQz, 6456842]
[paragraph, [304.0, 534.0, 254.0, 18.0], P38i8UvCQz, 6456842]
[paragraph, [48.0, 410.0, 255.0, 18.0], ulFdCGHn1T, 6456842]
[paragraph, [61.0, 446.0, 103.0, 18.0], xn2fdKb9ns, 6456842]
[paragraph, [44.0, 463.0, 242.0, 18.0], 01LE405IfB, 6456842]
[paragraph, [47.0, 479.0, 202.0, 18.0], JS-utrYNo5, 6456842]
[paragraph, [42.0, 497.0, 256.0, 18.0], _Jynl1EfO_, 6456842]
[paragraph, [42.0, 515.0, 256.0, 18.0], _Jynl1EfO_, 6456842]
[paragraph, [42.0, 533.0, 256.0, 18.0], _Jynl1EfO_, 6456842]
[paragraph, [42.0, 551.0, 256.0, 18.0], _Jynl1EfO_, 6456842]
[paragraph, [302.0, 559.0, 255.0, 18.0], V-h1xOrzy2, 6456842]
[paragraph, [302.0, 577.0, 255.0, 18.0], V-h1xOrzy2, 6456842]
[paragraph, [41.0, 568.0, 261.0, 18.0], RVQOnUT10U, 6456842]
[paragraph, [41.0, 586.0, 261.0, 18.0], RVQOnUT10U, 6456842]
[paragraph, [302.0, 608.0, 254.0, 18.0], 9UOYywXVPr, 6456842]
[paragraph, [302.0, 626.0, 254.0, 18.0], 9UOYywXVPr, 6456842]
[paragraph, [302.0, 644.0, 254.0, 18.0], 9UOYywXVPr, 6456842]
[paragraph, [45.0, 651.0, 251.0, 18.0], N3vcC17_0T, 6456842]
[paragraph, [45.0, 669.0, 251.0, 18.0], N3vcC17_0T, 6456842]
[paragraph, [301.0, 662.0, 256.0, 18.0], xrAnu-SLNM, 6456842]
[reference, [47.0, 692.0, 255.0, 18.0], XBjN4u36rb, 6456842]
[reference, [47.0, 710.0, 255.0, 18.0], XBjN4u36rb, 6456842]
[reference, [47.0, 728.0, 255.0, 18.0], XBjN4u36rb, 6456842]
[reference, [47.0, 746.0, 255.0, 18.0], XBjN4u36rb, 6456842]
[reference, [47.0, 764.0, 255.0, 18.0], XBjN4u36rb, 6456842]
[reference, [47.0, 782.0, 255.0, 18.0], XBjN4u36rb, 6456842]
[reference, [47.0, 800.0, 255.0, 18.0], XBjN4u36rb, 6456842]
[paragraph, [302.0, 694.0, 255.0, 18.0], ykb2GKHtAL, 6456842]
[paragraph, [302.0, 712.0, 255.0, 18.0], ykb2GKHtAL, 6456842]
[paragraph, [302.0, 730.0, 255.0, 18.0], ykb2GKHtAL, 6456842]
[reference, [303.0, 752.0, 254.0, 18.0], LLqo_LPrbw, 6456842]
[reference, [303.0, 770.0, 254.0, 18.0], LLqo_LPrbw, 6456842]
[reference, [303.0, 788.0, 254.0, 18.0], LLqo_LPrbw, 6456842]
[reference, [303.0, 806.0, 254.0, 18.0], LLqo_LPrbw, 6456842]
