[1818, 1374]
[folio, [646.0, 224.0, 98.0, 36.0], shoonya_0s5A3LYUU6R2D2, 5682294]
[paragraph, [105.0, 308.0, 574.0, 36.0], shoonya_3s2JF8I5CS49UG, 5682294]
[paragraph, [105.0, 344.0, 574.0, 36.0], shoonya_3s2JF8I5CS49UG, 5682294]
[paragraph, [105.0, 380.0, 574.0, 36.0], shoonya_3s2JF8I5CS49UG, 5682294]
[paragraph, [105.0, 416.0, 574.0, 36.0], shoonya_3s2JF8I5CS49UG, 5682294]
[paragraph, [105.0, 452.0, 574.0, 36.0], shoonya_3s2JF8I5CS49UG, 5682294]
[paragraph, [105.0, 488.0, 574.0, 36.0], shoonya_3s2JF8I5CS49UG, 5682294]
[paragraph, [105.0, 524.0, 574.0, 36.0], shoonya_3s2JF8I5CS49UG, 5682294]
[paragraph, [105.0, 560.0, 574.0, 36.0], shoonya_3s2JF8I5CS49UG, 5682294]
[paragraph, [105.0, 596.0, 574.0, 36.0], shoonya_3s2JF8I5CS49UG, 5682294]
[paragraph, [105.0, 632.0, 574.0, 36.0], shoonya_3s2JF8I5CS49UG, 5682294]
[paragraph, [105.0, 668.0, 574.0, 36.0], shoonya_3s2JF8I5CS49UG, 5682294]
[paragraph, [105.0, 704.0, 574.0, 36.0], shoonya_3s2JF8I5CS49UG, 5682294]
[paragraph, [105.0, 740.0, 574.0, 36.0], shoonya_3s2JF8I5CS49UG, 5682294]
[paragraph, [105.0, 776.0, 574.0, 36.0], shoonya_3s2JF8I5CS49UG, 5682294]
[paragraph, [105.0, 812.0, 574.0, 36.0], shoonya_3s2JF8I5CS49UG, 5682294]
[paragraph, [105.0, 848.0, 574.0, 36.0], shoonya_3s2JF8I5CS49UG, 5682294]
[paragraph, [105.0, 884.0, 574.0, 36.0], shoonya_3s2JF8I5CS49UG, 5682294]
[paragraph, [105.0, 920.0, 574.0, 36.0], shoonya_3s2JF8I5CS49UG, 5682294]
[paragraph, [105.0, 956.0, 574.0, 36.0], shoonya_3s2JF8I5CS49UG, 5682294]
[paragraph, [105.0, 992.0, 574.0, 36.0], shoonya_3s2JF8I5CS49UG, 5682294]
[paragraph, [105.0, 1028.0, 574.0, 36.0], shoonya_3s2JF8I5CS49UG, 5682294]
[paragraph, [105.0, 1064.0, 574.0, 36.0], shoonya_3s2JF8I5CS49UG, 5682294]
[paragraph, [105.0, 1100.0, 574.0, 36.0], shoonya_3s2JF8I5CS49UG, 5682294]
[paragraph, [105.0, 1136.0, 574.0, 36.0], shoonya_3s2JF8I5CS49UG, 5682294]
[paragraph, [105.0, 1172.0, 574.0, 36.0], shoonya_3s2JF8I5CS49UG, 5682294]
[paragraph, [105.0, 1208.0, 574.0, 36.0], shoonya_3s2JF8I5CS49UG, 5682294]
[paragraph, [105.0, 1244.0, 574.0, 36.0], shoonya_3s2JF8I5CS49UG, 5682294]
[paragraph, [105.0, 1280.0, 574.0, 36.0], shoonya_3s2JF8I5CS49UG, 5682294]
[paragraph, [105.0, 1316.0, 574.0, 36.0], shoonya_3s2JF8I5CS49UG, 5682294]
[paragraph, [105.0, 1352.0, 574.0, 36.0], shoonya_3s2JF8I5CS49UG, 5682294]
[paragraph, [105.0, 1388.0, 574.0, 36.0], shoonya_3s2JF8I5CS49UG, 5682294]
[paragraph, [105.0, 1424.0, 574.0, 36.0], shoonya_3s2JF8I5CS49UG, 5682294]
[paragraph, [694.0, 314.0, 572.0, 36.0], shoonya_7sPUO7LAPE7048, 5682294]
[paragraph, [694.0, 350.0, 572.0, 36.0], shoonya_7sPUO7LAPE7048, 5682294]
[paragraph, [694.0, 386.0, 572.0, 36.0], shoonya_7sPUO7LAPE7048, 5682294]
[paragraph, [694.0, 422.0, 572.0, 36.0], shoonya_7sPUO7LAPE7048, 5682294]
[paragraph, [694.0, 458.0, 572.0, 36.0], shoonya_7sPUO7LAPE7048, 5682294]
[paragraph, [694.0, 494.0, 572.0, 36.0], shoonya_7sPUO7LAPE7048, 5682294]
