[1763, 1275]
[chapter-title, [644.0, 1.0, 567.0, 58.5], shoonya_7sD3FN81PVHSGS, 5712351]
[chapter-title, [644.0, 59.5, 567.0, 58.5], shoonya_7sD3FN81PVHSGS, 5712351]
[chapter-title, [644.0, 118.0, 567.0, 58.5], shoonya_7sD3FN81PVHSGS, 5712351]
[chapter-title, [644.0, 176.5, 567.0, 58.5], shoonya_7sD3FN81PVHSGS, 5712351]
[chapter-title, [644.0, 235.0, 567.0, 58.5], shoonya_7sD3FN81PVHSGS, 5712351]
[paragraph, [32.0, 122.0, 586.0, 36.0], shoonya_13sTGDJP0VRM2O, 5712351]
[paragraph, [32.0, 158.0, 586.0, 36.0], shoonya_13sTGDJP0VRM2O, 5712351]
[paragraph, [32.0, 194.0, 586.0, 36.0], shoonya_13sTGDJP0VRM2O, 5712351]
[paragraph, [32.0, 230.0, 586.0, 36.0], shoonya_13sTGDJP0VRM2O, 5712351]
[paragraph, [33.0, 295.0, 380.0, 36.0], shoonya_14sD11DUC7QX3L, 5712351]
[paragraph, [33.0, 331.0, 380.0, 36.0], shoonya_14sD11DUC7QX3L, 5712351]
[paragraph, [33.0, 367.0, 380.0, 36.0], shoonya_14sD11DUC7QX3L, 5712351]
[paragraph, [33.0, 403.0, 380.0, 36.0], shoonya_14sD11DUC7QX3L, 5712351]
[paragraph, [33.0, 439.0, 380.0, 36.0], shoonya_14sD11DUC7QX3L, 5712351]
[paragraph, [836.0, 324.0, 396.0, 36.0], shoonya_3sQCTLQL0MPAXP, 5712351]
[paragraph, [836.0, 360.0, 396.0, 36.0], shoonya_3sQCTLQL0MPAXP, 5712351]
[paragraph, [836.0, 396.0, 396.0, 36.0], shoonya_3sQCTLQL0MPAXP, 5712351]
[paragraph, [828.0, 504.0, 398.0, 36.0], shoonya_2sGC1QQ9LSRV9V, 5712351]
[paragraph, [828.0, 540.0, 398.0, 36.0], shoonya_2sGC1QQ9LSRV9V, 5712351]
[paragraph, [828.0, 576.0, 398.0, 36.0], shoonya_2sGC1QQ9LSRV9V, 5712351]
[paragraph, [828.0, 612.0, 398.0, 36.0], shoonya_2sGC1QQ9LSRV9V, 5712351]
[paragraph, [828.0, 648.0, 398.0, 36.0], shoonya_2sGC1QQ9LSRV9V, 5712351]
[paragraph, [828.0, 684.0, 398.0, 36.0], shoonya_2sGC1QQ9LSRV9V, 5712351]
[paragraph, [828.0, 720.0, 398.0, 36.0], shoonya_2sGC1QQ9LSRV9V, 5712351]
[paragraph, [828.0, 756.0, 398.0, 36.0], shoonya_2sGC1QQ9LSRV9V, 5712351]
[paragraph, [31.0, 540.0, 381.0, 36.0], shoonya_10sRHOCWAKNB8J, 5712351]
[paragraph, [31.0, 576.0, 381.0, 36.0], shoonya_10sRHOCWAKNB8J, 5712351]
[paragraph, [31.0, 612.0, 381.0, 36.0], shoonya_10sRHOCWAKNB8J, 5712351]
[paragraph, [31.0, 648.0, 381.0, 36.0], shoonya_10sRHOCWAKNB8J, 5712351]
[paragraph, [31.0, 684.0, 381.0, 36.0], shoonya_10sRHOCWAKNB8J, 5712351]
[paragraph, [31.0, 720.0, 381.0, 36.0], shoonya_10sRHOCWAKNB8J, 5712351]
[paragraph, [31.0, 756.0, 381.0, 36.0], shoonya_10sRHOCWAKNB8J, 5712351]
[paragraph, [639.0, 799.0, 579.0, 36.0], shoonya_4sGOGX7TABM56W, 5712351]
[paragraph, [639.0, 835.0, 579.0, 36.0], shoonya_4sGOGX7TABM56W, 5712351]
[paragraph, [639.0, 871.0, 579.0, 36.0], shoonya_4sGOGX7TABM56W, 5712351]
[paragraph, [27.0, 807.0, 591.0, 36.0], shoonya_15sCUI196E4P2Z, 5712351]
[paragraph, [27.0, 843.0, 591.0, 36.0], shoonya_15sCUI196E4P2Z, 5712351]
[paragraph, [27.0, 879.0, 591.0, 36.0], shoonya_15sCUI196E4P2Z, 5712351]
[paragraph, [637.0, 1019.0, 544.0, 36.0], shoonya_8s8IIRPRYB56NM, 5712351]
[paragraph, [637.0, 1055.0, 544.0, 36.0], shoonya_8s8IIRPRYB56NM, 5712351]
[paragraph, [628.0, 1114.0, 561.0, 36.0], shoonya_12s6TTA6T480QM, 5712351]
