[2427, 1815]
[section-title, [1240.0, 206.0, 501.0, 52.5], wneKCwIFIm, 5694520]
[paragraph, [745.0, 319.0, 598.0, 36.0], shoonya_2s65C6WRI64942, 5694520]
[paragraph, [745.0, 355.0, 598.0, 36.0], shoonya_2s65C6WRI64942, 5694520]
[paragraph, [745.0, 391.0, 598.0, 36.0], shoonya_2s65C6WRI64942, 5694520]
[paragraph, [745.0, 427.0, 598.0, 36.0], shoonya_2s65C6WRI64942, 5694520]
[paragraph, [745.0, 463.0, 598.0, 36.0], shoonya_2s65C6WRI64942, 5694520]
[paragraph, [745.0, 499.0, 598.0, 36.0], shoonya_2s65C6WRI64942, 5694520]
[paragraph, [745.0, 535.0, 598.0, 36.0], shoonya_2s65C6WRI64942, 5694520]
[paragraph, [747.0, 602.0, 594.0, 36.0], shoonya_5sBJKTCUKFKLZ8, 5694520]
[paragraph, [747.0, 638.0, 594.0, 36.0], shoonya_5sBJKTCUKFKLZ8, 5694520]
[paragraph, [752.0, 681.0, 587.0, 36.0], shoonya_4s0Q33LJ9ZZO1S, 5694520]
[paragraph, [752.0, 717.0, 587.0, 36.0], shoonya_4s0Q33LJ9ZZO1S, 5694520]
[paragraph, [746.0, 761.0, 598.0, 36.0], shoonya_6sBGJXC83TKCSL, 5694520]
[paragraph, [746.0, 797.0, 598.0, 36.0], shoonya_6sBGJXC83TKCSL, 5694520]
[paragraph, [746.0, 833.0, 598.0, 36.0], shoonya_6sBGJXC83TKCSL, 5694520]
[paragraph, [790.0, 880.0, 400.0, 36.0], shoonya_9s7FVEXGTJCW76, 5694520]
[paragraph, [756.0, 964.0, 576.0, 36.0], shoonya_1sRYZINMIP66JO, 5694520]
[paragraph, [756.0, 1000.0, 576.0, 36.0], shoonya_1sRYZINMIP66JO, 5694520]
[paragraph, [756.0, 1036.0, 576.0, 36.0], shoonya_1sRYZINMIP66JO, 5694520]
[paragraph, [756.0, 1072.0, 576.0, 36.0], shoonya_1sRYZINMIP66JO, 5694520]
[paragraph, [756.0, 1108.0, 576.0, 36.0], shoonya_1sRYZINMIP66JO, 5694520]
[paragraph, [756.0, 1144.0, 576.0, 36.0], shoonya_1sRYZINMIP66JO, 5694520]
[paragraph, [756.0, 1180.0, 576.0, 36.0], shoonya_1sRYZINMIP66JO, 5694520]
[paragraph, [756.0, 1216.0, 576.0, 36.0], shoonya_1sRYZINMIP66JO, 5694520]
[paragraph, [756.0, 1252.0, 576.0, 36.0], shoonya_1sRYZINMIP66JO, 5694520]
[sidebar, [1341.0, 1089.0, 272.0, 36.0], 0_J-SzV9Sp, 5694520]
[sidebar, [1341.0, 1125.0, 272.0, 36.0], 0_J-SzV9Sp, 5694520]
[sidebar, [1341.0, 1161.0, 272.0, 36.0], 0_J-SzV9Sp, 5694520]
[sidebar, [1341.0, 1197.0, 272.0, 36.0], 0_J-SzV9Sp, 5694520]
[sidebar, [1341.0, 1233.0, 272.0, 36.0], 0_J-SzV9Sp, 5694520]
[sidebar, [1341.0, 1269.0, 272.0, 36.0], 0_J-SzV9Sp, 5694520]
[sidebar, [1341.0, 1305.0, 272.0, 36.0], 0_J-SzV9Sp, 5694520]
