[1818, 1374]
[folio, [641.0, 103.0, 88.0, 36.0], shoonya_0sDS8GOTSVBQ2N, 5683034]
[paragraph, [103.0, 176.0, 574.0, 36.0], shoonya_2sMSRB6MP2H2MY, 5683034]
[paragraph, [103.0, 212.0, 574.0, 36.0], shoonya_2sMSRB6MP2H2MY, 5683034]
[paragraph, [692.0, 180.0, 571.0, 36.0], BqJx0Z_Nq7, 5683034]
[paragraph, [692.0, 216.0, 571.0, 36.0], BqJx0Z_Nq7, 5683034]
[paragraph, [692.0, 252.0, 571.0, 36.0], BqJx0Z_Nq7, 5683034]
[paragraph, [692.0, 288.0, 571.0, 36.0], BqJx0Z_Nq7, 5683034]
[paragraph, [692.0, 324.0, 571.0, 36.0], BqJx0Z_Nq7, 5683034]
[paragraph, [692.0, 360.0, 571.0, 36.0], BqJx0Z_Nq7, 5683034]
[paragraph, [692.0, 396.0, 571.0, 36.0], BqJx0Z_Nq7, 5683034]
[paragraph, [692.0, 432.0, 571.0, 36.0], BqJx0Z_Nq7, 5683034]
[paragraph, [692.0, 468.0, 571.0, 36.0], BqJx0Z_Nq7, 5683034]
[paragraph, [104.0, 264.0, 570.0, 36.0], RUT_rOROmd, 5683034]
[paragraph, [104.0, 300.0, 570.0, 36.0], RUT_rOROmd, 5683034]
[paragraph, [104.0, 336.0, 570.0, 36.0], RUT_rOROmd, 5683034]
[paragraph, [104.0, 389.0, 568.0, 36.0], yZ3115U1I2, 5683034]
[paragraph, [104.0, 425.0, 568.0, 36.0], yZ3115U1I2, 5683034]
[paragraph, [104.0, 461.0, 568.0, 36.0], yZ3115U1I2, 5683034]
[paragraph, [104.0, 497.0, 568.0, 36.0], yZ3115U1I2, 5683034]
[paragraph, [693.0, 521.0, 573.0, 36.0], kybG_VF5-X, 5683034]
[paragraph, [693.0, 557.0, 573.0, 36.0], kybG_VF5-X, 5683034]
[paragraph, [693.0, 593.0, 573.0, 36.0], kybG_VF5-X, 5683034]
[paragraph, [693.0, 629.0, 573.0, 36.0], kybG_VF5-X, 5683034]
[paragraph, [693.0, 665.0, 573.0, 36.0], kybG_VF5-X, 5683034]
[paragraph, [693.0, 701.0, 573.0, 36.0], kybG_VF5-X, 5683034]
[paragraph, [693.0, 737.0, 573.0, 36.0], kybG_VF5-X, 5683034]
[paragraph, [693.0, 773.0, 573.0, 36.0], kybG_VF5-X, 5683034]
[paragraph, [693.0, 809.0, 573.0, 36.0], kybG_VF5-X, 5683034]
[paragraph, [693.0, 845.0, 573.0, 36.0], kybG_VF5-X, 5683034]
[paragraph, [693.0, 881.0, 573.0, 36.0], kybG_VF5-X, 5683034]
[paragraph, [693.0, 917.0, 573.0, 36.0], kybG_VF5-X, 5683034]
[paragraph, [693.0, 953.0, 573.0, 36.0], kybG_VF5-X, 5683034]
[paragraph, [693.0, 989.0, 573.0, 36.0], kybG_VF5-X, 5683034]
[paragraph, [693.0, 1025.0, 573.0, 36.0], kybG_VF5-X, 5683034]
[paragraph, [693.0, 1061.0, 573.0, 36.0], kybG_VF5-X, 5683034]
[paragraph, [693.0, 1097.0, 573.0, 36.0], kybG_VF5-X, 5683034]
[paragraph, [693.0, 1133.0, 573.0, 36.0], kybG_VF5-X, 5683034]
[paragraph, [693.0, 1169.0, 573.0, 36.0], kybG_VF5-X, 5683034]
[paragraph, [693.0, 1205.0, 573.0, 36.0], kybG_VF5-X, 5683034]
[paragraph, [693.0, 1241.0, 573.0, 36.0], kybG_VF5-X, 5683034]
[paragraph, [693.0, 1277.0, 573.0, 36.0], kybG_VF5-X, 5683034]
[paragraph, [693.0, 1313.0, 573.0, 36.0], kybG_VF5-X, 5683034]
[paragraph, [693.0, 1349.0, 573.0, 36.0], kybG_VF5-X, 5683034]
[paragraph, [693.0, 1385.0, 573.0, 36.0], kybG_VF5-X, 5683034]
[paragraph, [693.0, 1421.0, 573.0, 36.0], kybG_VF5-X, 5683034]
[paragraph, [693.0, 1457.0, 573.0, 36.0], kybG_VF5-X, 5683034]
[paragraph, [693.0, 1493.0, 573.0, 36.0], kybG_VF5-X, 5683034]
[paragraph, [693.0, 1529.0, 573.0, 36.0], kybG_VF5-X, 5683034]
[paragraph, [693.0, 1565.0, 573.0, 36.0], kybG_VF5-X, 5683034]
[paragraph, [693.0, 1601.0, 573.0, 36.0], kybG_VF5-X, 5683034]
[paragraph, [693.0, 1637.0, 573.0, 36.0], kybG_VF5-X, 5683034]
[paragraph, [693.0, 1673.0, 573.0, 36.0], kybG_VF5-X, 5683034]
[paragraph, [104.0, 566.0, 571.0, 36.0], 8MeZTOiJpR, 5683034]
[paragraph, [104.0, 602.0, 571.0, 36.0], 8MeZTOiJpR, 5683034]
[paragraph, [104.0, 638.0, 571.0, 36.0], 8MeZTOiJpR, 5683034]
[paragraph, [108.0, 691.0, 568.0, 36.0], EIvciyiR6V, 5683034]
[paragraph, [108.0, 727.0, 568.0, 36.0], EIvciyiR6V, 5683034]
[paragraph, [108.0, 763.0, 568.0, 36.0], EIvciyiR6V, 5683034]
[paragraph, [108.0, 799.0, 568.0, 36.0], EIvciyiR6V, 5683034]
[paragraph, [108.0, 835.0, 568.0, 36.0], EIvciyiR6V, 5683034]
[paragraph, [108.0, 871.0, 568.0, 36.0], EIvciyiR6V, 5683034]
[paragraph, [108.0, 907.0, 568.0, 36.0], EIvciyiR6V, 5683034]
[paragraph, [108.0, 943.0, 568.0, 36.0], EIvciyiR6V, 5683034]
[paragraph, [108.0, 979.0, 568.0, 36.0], EIvciyiR6V, 5683034]
[paragraph, [108.0, 1015.0, 568.0, 36.0], EIvciyiR6V, 5683034]
[paragraph, [108.0, 1051.0, 568.0, 36.0], EIvciyiR6V, 5683034]
[paragraph, [103.0, 1117.0, 573.0, 36.0], tXx__GReRW, 5683034]
[paragraph, [103.0, 1153.0, 573.0, 36.0], tXx__GReRW, 5683034]
[paragraph, [103.0, 1189.0, 573.0, 36.0], tXx__GReRW, 5683034]
[paragraph, [103.0, 1225.0, 573.0, 36.0], tXx__GReRW, 5683034]
[paragraph, [103.0, 1261.0, 573.0, 36.0], tXx__GReRW, 5683034]
[paragraph, [103.0, 1297.0, 573.0, 36.0], tXx__GReRW, 5683034]
[paragraph, [103.0, 1333.0, 573.0, 36.0], tXx__GReRW, 5683034]
[paragraph, [104.0, 1376.0, 571.0, 36.0], o5h37yo3W4, 5683034]
[paragraph, [104.0, 1412.0, 571.0, 36.0], o5h37yo3W4, 5683034]
[paragraph, [104.0, 1448.0, 571.0, 36.0], o5h37yo3W4, 5683034]
[paragraph, [104.0, 1484.0, 571.0, 36.0], o5h37yo3W4, 5683034]
[paragraph, [104.0, 1520.0, 571.0, 36.0], o5h37yo3W4, 5683034]
[paragraph, [104.0, 1556.0, 571.0, 36.0], o5h37yo3W4, 5683034]
[paragraph, [104.0, 1592.0, 571.0, 36.0], o5h37yo3W4, 5683034]
[paragraph, [104.0, 1628.0, 571.0, 36.0], o5h37yo3W4, 5683034]
[paragraph, [104.0, 1664.0, 571.0, 36.0], o5h37yo3W4, 5683034]
