[2339, 1653]
[paragraph, [144.0, 145.0, 1367.0, 36.0], shoonya_0sJMQK8UVYKTJ3, 5752431]
[paragraph, [144.0, 181.0, 1367.0, 36.0], shoonya_0sJMQK8UVYKTJ3, 5752431]
[paragraph, [144.0, 217.0, 1367.0, 36.0], shoonya_0sJMQK8UVYKTJ3, 5752431]
[paragraph, [144.0, 253.0, 1367.0, 36.0], shoonya_0sJMQK8UVYKTJ3, 5752431]
[paragraph, [145.0, 349.0, 1364.0, 36.0], shoonya_1s8HT2XAVL0C03, 5752431]
[paragraph, [145.0, 385.0, 1364.0, 36.0], shoonya_1s8HT2XAVL0C03, 5752431]
[paragraph, [145.0, 421.0, 1364.0, 36.0], shoonya_1s8HT2XAVL0C03, 5752431]
[paragraph, [145.0, 457.0, 1364.0, 36.0], shoonya_1s8HT2XAVL0C03, 5752431]
[paragraph, [145.0, 493.0, 1364.0, 36.0], shoonya_1s8HT2XAVL0C03, 5752431]
[paragraph, [145.0, 529.0, 1364.0, 36.0], shoonya_1s8HT2XAVL0C03, 5752431]
[paragraph, [145.0, 565.0, 1364.0, 36.0], shoonya_1s8HT2XAVL0C03, 5752431]
[paragraph, [145.0, 601.0, 1364.0, 36.0], shoonya_1s8HT2XAVL0C03, 5752431]
[paragraph, [139.0, 715.0, 1376.0, 36.0], shoonya_3sCWSKJR2Z55CZ, 5752431]
[paragraph, [139.0, 751.0, 1376.0, 36.0], shoonya_3sCWSKJR2Z55CZ, 5752431]
[paragraph, [139.0, 787.0, 1376.0, 36.0], shoonya_3sCWSKJR2Z55CZ, 5752431]
[paragraph, [139.0, 823.0, 1376.0, 36.0], shoonya_3sCWSKJR2Z55CZ, 5752431]
[paragraph, [139.0, 859.0, 1376.0, 36.0], shoonya_3sCWSKJR2Z55CZ, 5752431]
[paragraph, [139.0, 895.0, 1376.0, 36.0], shoonya_3sCWSKJR2Z55CZ, 5752431]
[paragraph, [139.0, 931.0, 1376.0, 36.0], shoonya_3sCWSKJR2Z55CZ, 5752431]
[paragraph, [139.0, 967.0, 1376.0, 36.0], shoonya_3sCWSKJR2Z55CZ, 5752431]
[paragraph, [139.0, 1003.0, 1376.0, 36.0], shoonya_3sCWSKJR2Z55CZ, 5752431]
[paragraph, [139.0, 1039.0, 1376.0, 36.0], shoonya_3sCWSKJR2Z55CZ, 5752431]
[paragraph, [139.0, 1075.0, 1376.0, 36.0], shoonya_3sCWSKJR2Z55CZ, 5752431]
[paragraph, [139.0, 1111.0, 1376.0, 36.0], shoonya_3sCWSKJR2Z55CZ, 5752431]
[paragraph, [139.0, 1147.0, 1376.0, 36.0], shoonya_3sCWSKJR2Z55CZ, 5752431]
[paragraph, [139.0, 1183.0, 1376.0, 36.0], shoonya_3sCWSKJR2Z55CZ, 5752431]
[paragraph, [139.0, 1219.0, 1376.0, 36.0], shoonya_3sCWSKJR2Z55CZ, 5752431]
[paragraph, [139.0, 1255.0, 1376.0, 36.0], shoonya_3sCWSKJR2Z55CZ, 5752431]
[paragraph, [139.0, 1291.0, 1376.0, 36.0], shoonya_3sCWSKJR2Z55CZ, 5752431]
[paragraph, [139.0, 1327.0, 1376.0, 36.0], shoonya_3sCWSKJR2Z55CZ, 5752431]
[paragraph, [139.0, 1363.0, 1376.0, 36.0], shoonya_3sCWSKJR2Z55CZ, 5752431]
[paragraph, [139.0, 1399.0, 1376.0, 36.0], shoonya_3sCWSKJR2Z55CZ, 5752431]
[paragraph, [139.0, 1435.0, 1376.0, 36.0], shoonya_3sCWSKJR2Z55CZ, 5752431]
[paragraph, [139.0, 1471.0, 1376.0, 36.0], shoonya_3sCWSKJR2Z55CZ, 5752431]
[paragraph, [139.0, 1507.0, 1376.0, 36.0], shoonya_3sCWSKJR2Z55CZ, 5752431]
[paragraph, [146.0, 1588.0, 1363.0, 36.0], _Xq_j-ciNJ, 5752431]
[paragraph, [146.0, 1624.0, 1363.0, 36.0], _Xq_j-ciNJ, 5752431]
[paragraph, [146.0, 1660.0, 1363.0, 36.0], _Xq_j-ciNJ, 5752431]
[paragraph, [146.0, 1696.0, 1363.0, 36.0], _Xq_j-ciNJ, 5752431]
[paragraph, [146.0, 1732.0, 1363.0, 36.0], _Xq_j-ciNJ, 5752431]
[paragraph, [146.0, 1768.0, 1363.0, 36.0], _Xq_j-ciNJ, 5752431]
[paragraph, [146.0, 1804.0, 1363.0, 36.0], _Xq_j-ciNJ, 5752431]
[paragraph, [140.0, 1878.0, 989.0, 36.0], CfN0NDmYUu, 5752431]
[paragraph, [140.0, 1914.0, 989.0, 36.0], CfN0NDmYUu, 5752431]
