[872, 605]
[section-title, [260.0, 40.0, 86.0, 30.0], CZd_q-6E1z, 6457161]
[folio, [34.0, 41.0, 85.0, 18.0], mThc_Ig967, 6457161]
[paragraph, [36.0, 71.0, 264.0, 18.0], shoonya_0sA7TXQU513PPM, 6457161]
[paragraph, [36.0, 89.0, 264.0, 18.0], shoonya_0sA7TXQU513PPM, 6457161]
[paragraph, [36.0, 107.0, 264.0, 18.0], shoonya_0sA7TXQU513PPM, 6457161]
[paragraph, [36.0, 125.0, 264.0, 18.0], shoonya_0sA7TXQU513PPM, 6457161]
[paragraph, [36.0, 143.0, 264.0, 18.0], shoonya_0sA7TXQU513PPM, 6457161]
[paragraph, [36.0, 161.0, 264.0, 18.0], shoonya_0sA7TXQU513PPM, 6457161]
[paragraph, [36.0, 179.0, 264.0, 18.0], shoonya_0sA7TXQU513PPM, 6457161]
[paragraph, [36.0, 197.0, 264.0, 18.0], shoonya_0sA7TXQU513PPM, 6457161]
[paragraph, [36.0, 215.0, 264.0, 18.0], shoonya_0sA7TXQU513PPM, 6457161]
[paragraph, [36.0, 233.0, 264.0, 18.0], shoonya_0sA7TXQU513PPM, 6457161]
[paragraph, [36.0, 251.0, 264.0, 18.0], shoonya_0sA7TXQU513PPM, 6457161]
[paragraph, [36.0, 269.0, 264.0, 18.0], shoonya_0sA7TXQU513PPM, 6457161]
[paragraph, [36.0, 287.0, 264.0, 18.0], shoonya_0sA7TXQU513PPM, 6457161]
[paragraph, [36.0, 305.0, 264.0, 18.0], shoonya_0sA7TXQU513PPM, 6457161]
[paragraph, [36.0, 323.0, 264.0, 18.0], shoonya_0sA7TXQU513PPM, 6457161]
[paragraph, [36.0, 341.0, 264.0, 18.0], shoonya_0sA7TXQU513PPM, 6457161]
[paragraph, [36.0, 359.0, 264.0, 18.0], shoonya_0sA7TXQU513PPM, 6457161]
[paragraph, [36.0, 377.0, 264.0, 18.0], shoonya_0sA7TXQU513PPM, 6457161]
[paragraph, [317.0, 75.0, 126.0, 18.0], G5js7wXfeS, 6457161]
[paragraph, [301.0, 95.0, 250.0, 18.0], p4kgBxuhj3, 6457161]
[paragraph, [301.0, 113.0, 253.0, 18.0], Ar-4UEobue, 6457161]
[paragraph, [302.0, 130.0, 256.0, 18.0], CZ6SI_QOJM, 6457161]
[paragraph, [302.0, 148.0, 256.0, 18.0], CZ6SI_QOJM, 6457161]
[paragraph, [302.0, 166.0, 256.0, 18.0], CZ6SI_QOJM, 6457161]
[paragraph, [302.0, 184.0, 256.0, 18.0], CZ6SI_QOJM, 6457161]
[paragraph, [302.0, 202.0, 256.0, 18.0], CZ6SI_QOJM, 6457161]
