[1818, 1374]
[folio, [628.0, 177.0, 116.0, 36.0], ZC0fEClqQG, 5683344]
[paragraph, [111.0, 235.0, 557.0, 36.0], shoonya_2s5CT69MO3236P, 5683344]
[paragraph, [111.0, 271.0, 557.0, 36.0], shoonya_2s5CT69MO3236P, 5683344]
[paragraph, [111.0, 307.0, 557.0, 36.0], shoonya_2s5CT69MO3236P, 5683344]
[paragraph, [111.0, 343.0, 557.0, 36.0], shoonya_2s5CT69MO3236P, 5683344]
[paragraph, [111.0, 379.0, 557.0, 36.0], shoonya_2s5CT69MO3236P, 5683344]
[paragraph, [111.0, 415.0, 557.0, 36.0], shoonya_2s5CT69MO3236P, 5683344]
[paragraph, [111.0, 451.0, 557.0, 36.0], shoonya_2s5CT69MO3236P, 5683344]
[paragraph, [111.0, 487.0, 557.0, 36.0], shoonya_2s5CT69MO3236P, 5683344]
[paragraph, [111.0, 523.0, 557.0, 36.0], shoonya_2s5CT69MO3236P, 5683344]
[paragraph, [111.0, 559.0, 557.0, 36.0], shoonya_2s5CT69MO3236P, 5683344]
[paragraph, [111.0, 595.0, 557.0, 36.0], shoonya_2s5CT69MO3236P, 5683344]
[paragraph, [111.0, 631.0, 557.0, 36.0], shoonya_2s5CT69MO3236P, 5683344]
[paragraph, [111.0, 667.0, 557.0, 36.0], shoonya_2s5CT69MO3236P, 5683344]
[paragraph, [693.0, 243.0, 569.0, 36.0], shoonya_4s7MN3DB5OGQ4I, 5683344]
[paragraph, [693.0, 279.0, 569.0, 36.0], shoonya_4s7MN3DB5OGQ4I, 5683344]
[paragraph, [693.0, 315.0, 569.0, 36.0], shoonya_4s7MN3DB5OGQ4I, 5683344]
[paragraph, [693.0, 351.0, 569.0, 36.0], shoonya_4s7MN3DB5OGQ4I, 5683344]
[paragraph, [693.0, 387.0, 569.0, 36.0], shoonya_4s7MN3DB5OGQ4I, 5683344]
[paragraph, [693.0, 423.0, 569.0, 36.0], shoonya_4s7MN3DB5OGQ4I, 5683344]
[paragraph, [693.0, 459.0, 569.0, 36.0], shoonya_4s7MN3DB5OGQ4I, 5683344]
[paragraph, [693.0, 495.0, 569.0, 36.0], shoonya_4s7MN3DB5OGQ4I, 5683344]
[paragraph, [693.0, 531.0, 569.0, 36.0], shoonya_4s7MN3DB5OGQ4I, 5683344]
[paragraph, [693.0, 567.0, 569.0, 36.0], shoonya_4s7MN3DB5OGQ4I, 5683344]
[paragraph, [693.0, 603.0, 569.0, 36.0], shoonya_4s7MN3DB5OGQ4I, 5683344]
[paragraph, [693.0, 639.0, 569.0, 36.0], shoonya_4s7MN3DB5OGQ4I, 5683344]
[paragraph, [693.0, 675.0, 569.0, 36.0], shoonya_4s7MN3DB5OGQ4I, 5683344]
[paragraph, [693.0, 711.0, 569.0, 36.0], shoonya_4s7MN3DB5OGQ4I, 5683344]
[paragraph, [729.0, 772.0, 485.0, 36.0], B3hGaiPbcs, 5683344]
[paragraph, [690.0, 813.0, 571.0, 36.0], EKx19LIFWW, 5683344]
[paragraph, [690.0, 849.0, 571.0, 36.0], EKx19LIFWW, 5683344]
[paragraph, [690.0, 885.0, 571.0, 36.0], EKx19LIFWW, 5683344]
[paragraph, [110.0, 847.0, 564.0, 36.0], shoonya_0s3LB6BCIDIZ2B, 5683344]
[paragraph, [110.0, 883.0, 564.0, 36.0], shoonya_0s3LB6BCIDIZ2B, 5683344]
[paragraph, [110.0, 919.0, 564.0, 36.0], shoonya_0s3LB6BCIDIZ2B, 5683344]
[paragraph, [110.0, 955.0, 564.0, 36.0], shoonya_0s3LB6BCIDIZ2B, 5683344]
[paragraph, [110.0, 991.0, 564.0, 36.0], shoonya_0s3LB6BCIDIZ2B, 5683344]
[paragraph, [110.0, 1027.0, 564.0, 36.0], shoonya_0s3LB6BCIDIZ2B, 5683344]
[paragraph, [110.0, 1063.0, 564.0, 36.0], shoonya_0s3LB6BCIDIZ2B, 5683344]
[paragraph, [110.0, 1099.0, 564.0, 36.0], shoonya_0s3LB6BCIDIZ2B, 5683344]
[paragraph, [110.0, 1135.0, 564.0, 36.0], shoonya_0s3LB6BCIDIZ2B, 5683344]
[paragraph, [110.0, 1171.0, 564.0, 36.0], shoonya_0s3LB6BCIDIZ2B, 5683344]
[paragraph, [110.0, 1207.0, 564.0, 36.0], shoonya_0s3LB6BCIDIZ2B, 5683344]
[paragraph, [110.0, 1243.0, 564.0, 36.0], shoonya_0s3LB6BCIDIZ2B, 5683344]
[paragraph, [110.0, 1279.0, 564.0, 36.0], shoonya_0s3LB6BCIDIZ2B, 5683344]
[paragraph, [110.0, 1315.0, 564.0, 36.0], shoonya_0s3LB6BCIDIZ2B, 5683344]
[paragraph, [110.0, 1351.0, 564.0, 36.0], shoonya_0s3LB6BCIDIZ2B, 5683344]
[paragraph, [110.0, 1387.0, 564.0, 36.0], shoonya_0s3LB6BCIDIZ2B, 5683344]
[paragraph, [110.0, 1423.0, 564.0, 36.0], shoonya_0s3LB6BCIDIZ2B, 5683344]
[paragraph, [110.0, 1459.0, 564.0, 36.0], shoonya_0s3LB6BCIDIZ2B, 5683344]
[paragraph, [110.0, 1495.0, 564.0, 36.0], shoonya_0s3LB6BCIDIZ2B, 5683344]
[paragraph, [110.0, 1531.0, 564.0, 36.0], shoonya_0s3LB6BCIDIZ2B, 5683344]
[paragraph, [110.0, 1567.0, 564.0, 36.0], shoonya_0s3LB6BCIDIZ2B, 5683344]
[paragraph, [110.0, 1603.0, 564.0, 36.0], shoonya_0s3LB6BCIDIZ2B, 5683344]
[paragraph, [110.0, 1639.0, 564.0, 36.0], shoonya_0s3LB6BCIDIZ2B, 5683344]
[paragraph, [734.0, 932.0, 149.0, 36.0], zV79nL4Mlf, 5683344]
[paragraph, [693.0, 975.0, 568.0, 36.0], shoonya_3s6RY81WTU8ALO, 5683344]
[paragraph, [693.0, 1011.0, 568.0, 36.0], shoonya_3s6RY81WTU8ALO, 5683344]
[paragraph, [693.0, 1047.0, 568.0, 36.0], shoonya_3s6RY81WTU8ALO, 5683344]
[paragraph, [693.0, 1083.0, 568.0, 36.0], shoonya_3s6RY81WTU8ALO, 5683344]
[paragraph, [693.0, 1119.0, 568.0, 36.0], shoonya_3s6RY81WTU8ALO, 5683344]
[paragraph, [737.0, 1176.0, 297.0, 36.0], shoonya_1sKR3RDQ44JT6E, 5683344]
[paragraph, [691.0, 1217.0, 571.0, 36.0], S99d7N9fr_, 5683344]
[paragraph, [691.0, 1253.0, 571.0, 36.0], S99d7N9fr_, 5683344]
[paragraph, [691.0, 1289.0, 571.0, 36.0], S99d7N9fr_, 5683344]
[paragraph, [691.0, 1325.0, 571.0, 36.0], S99d7N9fr_, 5683344]
[paragraph, [694.0, 1379.0, 575.0, 36.0], Dbf4hkYdEI, 5683344]
[paragraph, [694.0, 1415.0, 575.0, 36.0], Dbf4hkYdEI, 5683344]
[paragraph, [694.0, 1451.0, 575.0, 36.0], Dbf4hkYdEI, 5683344]
[paragraph, [694.0, 1487.0, 575.0, 36.0], Dbf4hkYdEI, 5683344]
[paragraph, [694.0, 1523.0, 575.0, 36.0], Dbf4hkYdEI, 5683344]
[paragraph, [694.0, 1559.0, 575.0, 36.0], Dbf4hkYdEI, 5683344]
[paragraph, [694.0, 1595.0, 575.0, 36.0], Dbf4hkYdEI, 5683344]
[paragraph, [694.0, 1631.0, 575.0, 36.0], Dbf4hkYdEI, 5683344]
[paragraph, [694.0, 1667.0, 575.0, 36.0], Dbf4hkYdEI, 5683344]
