[2339, 1653]
[folio, [1314.0, 367.0, 134.0, 36.0], f5Fu6EEN1x, 5735562]
[paragraph, [203.0, 422.0, 614.0, 36.0], shoonya_6sUKVZ92MWR7EC, 5735562]
[paragraph, [203.0, 458.0, 614.0, 36.0], shoonya_6sUKVZ92MWR7EC, 5735562]
[paragraph, [203.0, 494.0, 614.0, 36.0], shoonya_6sUKVZ92MWR7EC, 5735562]
[paragraph, [203.0, 530.0, 614.0, 36.0], shoonya_6sUKVZ92MWR7EC, 5735562]
[paragraph, [203.0, 566.0, 614.0, 36.0], shoonya_6sUKVZ92MWR7EC, 5735562]
[paragraph, [837.0, 474.0, 165.0, 36.0], FFw3EyBR1d, 5735562]
[paragraph, [1111.0, 569.0, 336.0, 36.0], shoonya_7sQLZQL58Y765K, 5735562]
[paragraph, [1111.0, 605.0, 336.0, 36.0], shoonya_7sQLZQL58Y765K, 5735562]
[paragraph, [1111.0, 641.0, 336.0, 36.0], shoonya_7sQLZQL58Y765K, 5735562]
[paragraph, [1111.0, 677.0, 336.0, 36.0], shoonya_7sQLZQL58Y765K, 5735562]
[paragraph, [1111.0, 713.0, 336.0, 36.0], shoonya_7sQLZQL58Y765K, 5735562]
[paragraph, [1111.0, 749.0, 336.0, 36.0], shoonya_7sQLZQL58Y765K, 5735562]
[paragraph, [1111.0, 785.0, 336.0, 36.0], shoonya_7sQLZQL58Y765K, 5735562]
[paragraph, [1111.0, 821.0, 336.0, 36.0], shoonya_7sQLZQL58Y765K, 5735562]
[paragraph, [1111.0, 857.0, 336.0, 36.0], shoonya_7sQLZQL58Y765K, 5735562]
[paragraph, [1111.0, 893.0, 336.0, 36.0], shoonya_7sQLZQL58Y765K, 5735562]
[paragraph, [204.0, 610.0, 611.0, 36.0], shoonya_0sHJFS22ZJSUZ3, 5735562]
[paragraph, [204.0, 646.0, 611.0, 36.0], shoonya_0sHJFS22ZJSUZ3, 5735562]
[paragraph, [204.0, 682.0, 611.0, 36.0], shoonya_0sHJFS22ZJSUZ3, 5735562]
[paragraph, [204.0, 718.0, 611.0, 36.0], shoonya_0sHJFS22ZJSUZ3, 5735562]
[paragraph, [204.0, 754.0, 611.0, 36.0], shoonya_0sHJFS22ZJSUZ3, 5735562]
[paragraph, [204.0, 790.0, 611.0, 36.0], shoonya_0sHJFS22ZJSUZ3, 5735562]
[paragraph, [204.0, 826.0, 611.0, 36.0], shoonya_0sHJFS22ZJSUZ3, 5735562]
[paragraph, [204.0, 862.0, 611.0, 36.0], shoonya_0sHJFS22ZJSUZ3, 5735562]
[paragraph, [204.0, 898.0, 611.0, 36.0], shoonya_0sHJFS22ZJSUZ3, 5735562]
[paragraph, [204.0, 939.0, 612.0, 36.0], shoonya_1sRLII2IS7PZXW, 5735562]
[paragraph, [204.0, 975.0, 612.0, 36.0], shoonya_1sRLII2IS7PZXW, 5735562]
[paragraph, [204.0, 1011.0, 612.0, 36.0], shoonya_1sRLII2IS7PZXW, 5735562]
[paragraph, [204.0, 1047.0, 612.0, 36.0], shoonya_1sRLII2IS7PZXW, 5735562]
[paragraph, [204.0, 1083.0, 612.0, 36.0], shoonya_1sRLII2IS7PZXW, 5735562]
[paragraph, [204.0, 1119.0, 612.0, 36.0], shoonya_1sRLII2IS7PZXW, 5735562]
[paragraph, [204.0, 1155.0, 612.0, 36.0], shoonya_1sRLII2IS7PZXW, 5735562]
[paragraph, [204.0, 1191.0, 612.0, 36.0], shoonya_1sRLII2IS7PZXW, 5735562]
[paragraph, [204.0, 1227.0, 612.0, 36.0], shoonya_1sRLII2IS7PZXW, 5735562]
[paragraph, [204.0, 1263.0, 612.0, 36.0], shoonya_1sRLII2IS7PZXW, 5735562]
[paragraph, [204.0, 1299.0, 612.0, 36.0], shoonya_1sRLII2IS7PZXW, 5735562]
[paragraph, [204.0, 1335.0, 612.0, 36.0], shoonya_1sRLII2IS7PZXW, 5735562]
[paragraph, [204.0, 1371.0, 612.0, 36.0], shoonya_1sRLII2IS7PZXW, 5735562]
