[4767, 3325]
[folio, [315.0, 249.0, 540.0, 52.5], CGOFS3w5np, 5709987]
[folio, [315.0, 301.5, 540.0, 52.5], CGOFS3w5np, 5709987]
[paragraph, [270.0, 407.0, 2506.0, 52.5], e1DXXdGBet, 5709987]
[paragraph, [270.0, 459.5, 2506.0, 52.5], e1DXXdGBet, 5709987]
[paragraph, [270.0, 512.0, 2506.0, 52.5], e1DXXdGBet, 5709987]
[paragraph, [270.0, 564.5, 2506.0, 52.5], e1DXXdGBet, 5709987]
[paragraph, [270.0, 617.0, 2506.0, 52.5], e1DXXdGBet, 5709987]
[paragraph, [270.0, 669.5, 2506.0, 52.5], e1DXXdGBet, 5709987]
[paragraph, [270.0, 722.0, 2506.0, 52.5], e1DXXdGBet, 5709987]
[paragraph, [270.0, 774.5, 2506.0, 52.5], e1DXXdGBet, 5709987]
[paragraph, [270.0, 827.0, 2506.0, 52.5], e1DXXdGBet, 5709987]
[paragraph, [270.0, 879.5, 2506.0, 52.5], e1DXXdGBet, 5709987]
[paragraph, [261.0, 989.0, 2522.0, 52.5], 6fH30IWn8c, 5709987]
[paragraph, [261.0, 1041.5, 2522.0, 52.5], 6fH30IWn8c, 5709987]
[paragraph, [261.0, 1094.0, 2522.0, 52.5], 6fH30IWn8c, 5709987]
[paragraph, [261.0, 1146.5, 2522.0, 52.5], 6fH30IWn8c, 5709987]
[paragraph, [261.0, 1199.0, 2522.0, 52.5], 6fH30IWn8c, 5709987]
[paragraph, [261.0, 1251.5, 2522.0, 52.5], 6fH30IWn8c, 5709987]
[paragraph, [261.0, 1304.0, 2522.0, 52.5], 6fH30IWn8c, 5709987]
[paragraph, [261.0, 1356.5, 2522.0, 52.5], 6fH30IWn8c, 5709987]
[paragraph, [261.0, 1409.0, 2522.0, 52.5], 6fH30IWn8c, 5709987]
[paragraph, [261.0, 1461.5, 2522.0, 52.5], 6fH30IWn8c, 5709987]
[paragraph, [261.0, 1514.0, 2522.0, 52.5], 6fH30IWn8c, 5709987]
[paragraph, [261.0, 1566.5, 2522.0, 52.5], 6fH30IWn8c, 5709987]
[paragraph, [261.0, 1619.0, 2522.0, 52.5], 6fH30IWn8c, 5709987]
[paragraph, [261.0, 1671.5, 2522.0, 52.5], 6fH30IWn8c, 5709987]
[paragraph, [261.0, 1724.0, 2522.0, 52.5], 6fH30IWn8c, 5709987]
[paragraph, [261.0, 1776.5, 2522.0, 52.5], 6fH30IWn8c, 5709987]
[paragraph, [261.0, 1829.0, 2522.0, 52.5], 6fH30IWn8c, 5709987]
[paragraph, [261.0, 1881.5, 2522.0, 52.5], 6fH30IWn8c, 5709987]
[paragraph, [282.0, 1986.0, 2489.0, 52.5], xNmvNmsyl2, 5709987]
[paragraph, [282.0, 2038.5, 2489.0, 52.5], xNmvNmsyl2, 5709987]
[paragraph, [282.0, 2091.0, 2489.0, 52.5], xNmvNmsyl2, 5709987]
[paragraph, [282.0, 2143.5, 2489.0, 52.5], xNmvNmsyl2, 5709987]
[paragraph, [282.0, 2196.0, 2489.0, 52.5], xNmvNmsyl2, 5709987]
[paragraph, [282.0, 2248.5, 2489.0, 52.5], xNmvNmsyl2, 5709987]
[paragraph, [282.0, 2301.0, 2489.0, 52.5], xNmvNmsyl2, 5709987]
[paragraph, [282.0, 2353.5, 2489.0, 52.5], xNmvNmsyl2, 5709987]
[paragraph, [282.0, 2406.0, 2489.0, 52.5], xNmvNmsyl2, 5709987]
[paragraph, [282.0, 2458.5, 2489.0, 52.5], xNmvNmsyl2, 5709987]
[paragraph, [282.0, 2511.0, 2489.0, 52.5], xNmvNmsyl2, 5709987]
[paragraph, [282.0, 2610.0, 2464.0, 52.5], DHyskM9pnr, 5709987]
[paragraph, [282.0, 2662.5, 2464.0, 52.5], DHyskM9pnr, 5709987]
[paragraph, [282.0, 2715.0, 2464.0, 52.5], DHyskM9pnr, 5709987]
[paragraph, [282.0, 2767.5, 2464.0, 52.5], DHyskM9pnr, 5709987]
[paragraph, [282.0, 2820.0, 2464.0, 52.5], DHyskM9pnr, 5709987]
[paragraph, [282.0, 2872.5, 2464.0, 52.5], DHyskM9pnr, 5709987]
[paragraph, [290.0, 2963.0, 2443.0, 52.5], X_X4ClZo0w, 5709987]
[paragraph, [290.0, 3015.5, 2443.0, 52.5], X_X4ClZo0w, 5709987]
[paragraph, [290.0, 3068.0, 2443.0, 52.5], X_X4ClZo0w, 5709987]
[paragraph, [290.0, 3120.5, 2443.0, 52.5], X_X4ClZo0w, 5709987]
[paragraph, [290.0, 3173.0, 2443.0, 52.5], X_X4ClZo0w, 5709987]
[paragraph, [290.0, 3225.5, 2443.0, 52.5], X_X4ClZo0w, 5709987]
[paragraph, [290.0, 3278.0, 2443.0, 52.5], X_X4ClZo0w, 5709987]
[paragraph, [290.0, 3330.5, 2443.0, 52.5], X_X4ClZo0w, 5709987]
[paragraph, [290.0, 3383.0, 2443.0, 52.5], X_X4ClZo0w, 5709987]
[paragraph, [290.0, 3435.5, 2443.0, 52.5], X_X4ClZo0w, 5709987]
[paragraph, [290.0, 3488.0, 2443.0, 52.5], X_X4ClZo0w, 5709987]
[paragraph, [290.0, 3540.5, 2443.0, 52.5], X_X4ClZo0w, 5709987]
[paragraph, [290.0, 3593.0, 2443.0, 52.5], X_X4ClZo0w, 5709987]
[paragraph, [290.0, 3645.5, 2443.0, 52.5], X_X4ClZo0w, 5709987]
[paragraph, [290.0, 3698.0, 2443.0, 52.5], X_X4ClZo0w, 5709987]
[paragraph, [290.0, 3750.5, 2443.0, 52.5], X_X4ClZo0w, 5709987]
[paragraph, [290.0, 3803.0, 2443.0, 52.5], X_X4ClZo0w, 5709987]
[paragraph, [290.0, 3855.5, 2443.0, 52.5], X_X4ClZo0w, 5709987]
[paragraph, [290.0, 3908.0, 2443.0, 52.5], X_X4ClZo0w, 5709987]
[paragraph, [290.0, 3960.5, 2443.0, 52.5], X_X4ClZo0w, 5709987]
[paragraph, [290.0, 4013.0, 2443.0, 52.5], X_X4ClZo0w, 5709987]
