[2070, 1531]
[folio, [53.0, 28.0, 219.0, 36.0], 0I7NzsLayG, 5712395]
[paragraph, [63.0, 88.0, 722.0, 36.0], shoonya_2s3A0E9LWJX80T, 5712395]
[paragraph, [63.0, 124.0, 722.0, 36.0], shoonya_2s3A0E9LWJX80T, 5712395]
[paragraph, [63.0, 160.0, 722.0, 36.0], shoonya_2s3A0E9LWJX80T, 5712395]
[paragraph, [63.0, 196.0, 722.0, 36.0], shoonya_2s3A0E9LWJX80T, 5712395]
[paragraph, [63.0, 232.0, 722.0, 36.0], shoonya_2s3A0E9LWJX80T, 5712395]
[paragraph, [777.0, 142.0, 726.0, 36.0], shoonya_10sI9ZLRR4EVV5, 5712395]
[paragraph, [777.0, 178.0, 726.0, 36.0], shoonya_10sI9ZLRR4EVV5, 5712395]
[paragraph, [777.0, 214.0, 726.0, 36.0], shoonya_10sI9ZLRR4EVV5, 5712395]
[paragraph, [777.0, 250.0, 726.0, 36.0], shoonya_10sI9ZLRR4EVV5, 5712395]
[paragraph, [777.0, 286.0, 726.0, 36.0], shoonya_10sI9ZLRR4EVV5, 5712395]
[paragraph, [777.0, 322.0, 726.0, 36.0], shoonya_10sI9ZLRR4EVV5, 5712395]
[paragraph, [777.0, 358.0, 726.0, 36.0], shoonya_10sI9ZLRR4EVV5, 5712395]
[paragraph, [777.0, 394.0, 726.0, 36.0], shoonya_10sI9ZLRR4EVV5, 5712395]
[paragraph, [777.0, 430.0, 726.0, 36.0], shoonya_10sI9ZLRR4EVV5, 5712395]
[paragraph, [777.0, 466.0, 726.0, 36.0], shoonya_10sI9ZLRR4EVV5, 5712395]
[paragraph, [777.0, 502.0, 726.0, 36.0], shoonya_10sI9ZLRR4EVV5, 5712395]
[paragraph, [777.0, 538.0, 726.0, 36.0], shoonya_10sI9ZLRR4EVV5, 5712395]
[paragraph, [55.0, 337.0, 725.0, 36.0], shoonya_3s2E22NQOH0E64, 5712395]
[paragraph, [55.0, 373.0, 725.0, 36.0], shoonya_3s2E22NQOH0E64, 5712395]
[paragraph, [55.0, 409.0, 725.0, 36.0], shoonya_3s2E22NQOH0E64, 5712395]
[paragraph, [55.0, 445.0, 725.0, 36.0], shoonya_3s2E22NQOH0E64, 5712395]
[paragraph, [55.0, 481.0, 725.0, 36.0], shoonya_3s2E22NQOH0E64, 5712395]
[paragraph, [55.0, 517.0, 725.0, 36.0], shoonya_3s2E22NQOH0E64, 5712395]
[paragraph, [55.0, 553.0, 725.0, 36.0], shoonya_3s2E22NQOH0E64, 5712395]
[paragraph, [55.0, 589.0, 725.0, 36.0], shoonya_3s2E22NQOH0E64, 5712395]
[paragraph, [55.0, 625.0, 725.0, 36.0], shoonya_3s2E22NQOH0E64, 5712395]
[paragraph, [55.0, 661.0, 725.0, 36.0], shoonya_3s2E22NQOH0E64, 5712395]
[paragraph, [55.0, 697.0, 725.0, 36.0], shoonya_3s2E22NQOH0E64, 5712395]
[paragraph, [55.0, 733.0, 725.0, 36.0], shoonya_3s2E22NQOH0E64, 5712395]
[paragraph, [772.0, 575.0, 731.0, 36.0], shoonya_6s8I24FMGHOS99, 5712395]
[paragraph, [772.0, 611.0, 731.0, 36.0], shoonya_6s8I24FMGHOS99, 5712395]
[paragraph, [772.0, 647.0, 731.0, 36.0], shoonya_6s8I24FMGHOS99, 5712395]
[paragraph, [772.0, 683.0, 731.0, 36.0], shoonya_6s8I24FMGHOS99, 5712395]
[paragraph, [778.0, 742.0, 725.0, 36.0], shoonya_7sGXDPJSDC81Y2, 5712395]
[paragraph, [778.0, 778.0, 725.0, 36.0], shoonya_7sGXDPJSDC81Y2, 5712395]
[paragraph, [778.0, 814.0, 725.0, 36.0], shoonya_7sGXDPJSDC81Y2, 5712395]
[paragraph, [778.0, 850.0, 725.0, 36.0], shoonya_7sGXDPJSDC81Y2, 5712395]
[paragraph, [778.0, 886.0, 725.0, 36.0], shoonya_7sGXDPJSDC81Y2, 5712395]
[paragraph, [778.0, 922.0, 725.0, 36.0], shoonya_7sGXDPJSDC81Y2, 5712395]
[paragraph, [778.0, 958.0, 725.0, 36.0], shoonya_7sGXDPJSDC81Y2, 5712395]
[paragraph, [778.0, 994.0, 725.0, 36.0], shoonya_7sGXDPJSDC81Y2, 5712395]
[paragraph, [778.0, 1030.0, 725.0, 36.0], shoonya_7sGXDPJSDC81Y2, 5712395]
[paragraph, [778.0, 1066.0, 725.0, 36.0], shoonya_7sGXDPJSDC81Y2, 5712395]
[paragraph, [778.0, 1102.0, 725.0, 36.0], shoonya_7sGXDPJSDC81Y2, 5712395]
[paragraph, [778.0, 1138.0, 725.0, 36.0], shoonya_7sGXDPJSDC81Y2, 5712395]
[paragraph, [778.0, 1174.0, 725.0, 36.0], shoonya_7sGXDPJSDC81Y2, 5712395]
[paragraph, [778.0, 1210.0, 725.0, 36.0], shoonya_7sGXDPJSDC81Y2, 5712395]
[paragraph, [50.0, 763.0, 733.0, 36.0], shoonya_1s5CGGXZRRZXSZ, 5712395]
[paragraph, [50.0, 799.0, 733.0, 36.0], shoonya_1s5CGGXZRRZXSZ, 5712395]
[paragraph, [50.0, 835.0, 733.0, 36.0], shoonya_1s5CGGXZRRZXSZ, 5712395]
[paragraph, [50.0, 871.0, 733.0, 36.0], shoonya_1s5CGGXZRRZXSZ, 5712395]
