[2339, 1653]
[folio, [276.0, 192.0, 229.0, 36.0], zfIk7Yj14M, 5655107]
[folio, [276.0, 228.0, 229.0, 36.0], zfIk7Yj14M, 5655107]
[paragraph, [272.0, 301.0, 1112.0, 36.0], shoonya_1sQNQYL3TK2567, 5655107]
[paragraph, [272.0, 337.0, 1112.0, 36.0], shoonya_1sQNQYL3TK2567, 5655107]
[paragraph, [272.0, 373.0, 1112.0, 36.0], shoonya_1sQNQYL3TK2567, 5655107]
[paragraph, [272.0, 409.0, 1112.0, 36.0], shoonya_1sQNQYL3TK2567, 5655107]
[paragraph, [272.0, 445.0, 1112.0, 36.0], shoonya_1sQNQYL3TK2567, 5655107]
[paragraph, [272.0, 481.0, 1112.0, 36.0], shoonya_1sQNQYL3TK2567, 5655107]
[paragraph, [272.0, 517.0, 1112.0, 36.0], shoonya_1sQNQYL3TK2567, 5655107]
[paragraph, [272.0, 553.0, 1112.0, 36.0], shoonya_1sQNQYL3TK2567, 5655107]
[paragraph, [272.0, 589.0, 1112.0, 36.0], shoonya_1sQNQYL3TK2567, 5655107]
[paragraph, [273.0, 666.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 702.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 738.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 774.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 810.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 846.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 882.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 918.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 954.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 990.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 1026.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 1062.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 1098.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 1134.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 1170.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 1206.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 1242.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 1278.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 1314.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 1350.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 1386.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 1422.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 1458.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 1494.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 1530.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 1566.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 1602.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 1638.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 1674.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 1710.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 1746.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 1782.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 1818.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 1854.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 1890.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 1926.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 1962.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 1998.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
[paragraph, [273.0, 2034.0, 1107.0, 36.0], shoonya_0sYVYMUH09X231, 5655107]
