[1033, 668]
[paragraph, [41.0, 51.0, 566.0, 18.0], shoonya_4sX2RKZB3AV1UU, 5690955]
[paragraph, [41.0, 69.0, 566.0, 18.0], shoonya_4sX2RKZB3AV1UU, 5690955]
[paragraph, [41.0, 87.0, 566.0, 18.0], shoonya_4sX2RKZB3AV1UU, 5690955]
[paragraph, [41.0, 105.0, 566.0, 18.0], shoonya_4sX2RKZB3AV1UU, 5690955]
[paragraph, [39.0, 128.0, 567.0, 18.0], shoonya_1sM0HYT1HOD4PA, 5690955]
[paragraph, [39.0, 146.0, 567.0, 18.0], shoonya_1sM0HYT1HOD4PA, 5690955]
[paragraph, [39.0, 164.0, 567.0, 18.0], shoonya_1sM0HYT1HOD4PA, 5690955]
[paragraph, [39.0, 182.0, 567.0, 18.0], shoonya_1sM0HYT1HOD4PA, 5690955]
[paragraph, [39.0, 200.0, 567.0, 18.0], shoonya_1sM0HYT1HOD4PA, 5690955]
[paragraph, [39.0, 218.0, 567.0, 18.0], shoonya_1sM0HYT1HOD4PA, 5690955]
[paragraph, [39.0, 236.0, 567.0, 18.0], shoonya_1sM0HYT1HOD4PA, 5690955]
[paragraph, [39.0, 254.0, 567.0, 18.0], shoonya_1sM0HYT1HOD4PA, 5690955]
[paragraph, [39.0, 272.0, 567.0, 18.0], shoonya_1sM0HYT1HOD4PA, 5690955]
[paragraph, [39.0, 290.0, 567.0, 18.0], shoonya_1sM0HYT1HOD4PA, 5690955]
[paragraph, [39.0, 308.0, 567.0, 18.0], shoonya_1sM0HYT1HOD4PA, 5690955]
[paragraph, [39.0, 326.0, 567.0, 18.0], shoonya_1sM0HYT1HOD4PA, 5690955]
[paragraph, [36.0, 360.0, 564.0, 18.0], shoonya_2sM1KOHCCGRHVI, 5690955]
[paragraph, [36.0, 378.0, 564.0, 18.0], shoonya_2sM1KOHCCGRHVI, 5690955]
[paragraph, [36.0, 396.0, 564.0, 18.0], shoonya_2sM1KOHCCGRHVI, 5690955]
[paragraph, [36.0, 414.0, 564.0, 18.0], shoonya_2sM1KOHCCGRHVI, 5690955]
[paragraph, [36.0, 432.0, 564.0, 18.0], shoonya_2sM1KOHCCGRHVI, 5690955]
[paragraph, [36.0, 450.0, 564.0, 18.0], shoonya_2sM1KOHCCGRHVI, 5690955]
[paragraph, [31.0, 474.0, 568.0, 18.0], shoonya_0sSXELV6U4RK8S, 5690955]
[paragraph, [31.0, 492.0, 568.0, 18.0], shoonya_0sSXELV6U4RK8S, 5690955]
[paragraph, [31.0, 510.0, 568.0, 18.0], shoonya_0sSXELV6U4RK8S, 5690955]
[paragraph, [31.0, 528.0, 568.0, 18.0], shoonya_0sSXELV6U4RK8S, 5690955]
[paragraph, [31.0, 546.0, 568.0, 18.0], shoonya_0sSXELV6U4RK8S, 5690955]
[paragraph, [31.0, 564.0, 568.0, 18.0], shoonya_0sSXELV6U4RK8S, 5690955]
[paragraph, [31.0, 582.0, 568.0, 18.0], shoonya_0sSXELV6U4RK8S, 5690955]
[paragraph, [31.0, 600.0, 568.0, 18.0], shoonya_0sSXELV6U4RK8S, 5690955]
[paragraph, [31.0, 618.0, 568.0, 18.0], shoonya_0sSXELV6U4RK8S, 5690955]
[paragraph, [31.0, 636.0, 568.0, 18.0], shoonya_0sSXELV6U4RK8S, 5690955]
[paragraph, [31.0, 654.0, 568.0, 18.0], shoonya_0sSXELV6U4RK8S, 5690955]
[paragraph, [31.0, 672.0, 568.0, 18.0], shoonya_0sSXELV6U4RK8S, 5690955]
[paragraph, [31.0, 690.0, 568.0, 18.0], shoonya_0sSXELV6U4RK8S, 5690955]
[paragraph, [31.0, 708.0, 568.0, 18.0], shoonya_0sSXELV6U4RK8S, 5690955]
[paragraph, [31.0, 726.0, 568.0, 18.0], shoonya_0sSXELV6U4RK8S, 5690955]
[paragraph, [31.0, 744.0, 568.0, 18.0], shoonya_0sSXELV6U4RK8S, 5690955]
[paragraph, [31.0, 762.0, 568.0, 18.0], shoonya_0sSXELV6U4RK8S, 5690955]
[paragraph, [31.0, 780.0, 568.0, 18.0], shoonya_0sSXELV6U4RK8S, 5690955]
[paragraph, [31.0, 798.0, 568.0, 18.0], shoonya_0sSXELV6U4RK8S, 5690955]
[paragraph, [31.0, 816.0, 568.0, 18.0], shoonya_0sSXELV6U4RK8S, 5690955]
[paragraph, [31.0, 834.0, 568.0, 18.0], shoonya_0sSXELV6U4RK8S, 5690955]
[paragraph, [31.0, 852.0, 568.0, 18.0], shoonya_0sSXELV6U4RK8S, 5690955]
[paragraph, [31.0, 870.0, 568.0, 18.0], shoonya_0sSXELV6U4RK8S, 5690955]
[paragraph, [72.0, 897.0, 520.0, 18.0], shoonya_5sCZBJSF3A3HMW, 5690955]
[paragraph, [72.0, 915.0, 520.0, 18.0], shoonya_5sCZBJSF3A3HMW, 5690955]
