[2200, 1700]
[paragraph, [373.0, 109.0, 1134.0, 36.0], shoonya_1sR3GFHEX5RZ36, 5734018]
[paragraph, [373.0, 145.0, 1134.0, 36.0], shoonya_1sR3GFHEX5RZ36, 5734018]
[paragraph, [373.0, 181.0, 1134.0, 36.0], shoonya_1sR3GFHEX5RZ36, 5734018]
[paragraph, [373.0, 217.0, 1134.0, 36.0], shoonya_1sR3GFHEX5RZ36, 5734018]
[paragraph, [373.0, 253.0, 1134.0, 36.0], shoonya_1sR3GFHEX5RZ36, 5734018]
[paragraph, [373.0, 289.0, 1134.0, 36.0], shoonya_1sR3GFHEX5RZ36, 5734018]
[paragraph, [373.0, 325.0, 1134.0, 36.0], shoonya_1sR3GFHEX5RZ36, 5734018]
[paragraph, [373.0, 361.0, 1134.0, 36.0], shoonya_1sR3GFHEX5RZ36, 5734018]
[paragraph, [373.0, 397.0, 1134.0, 36.0], shoonya_1sR3GFHEX5RZ36, 5734018]
[paragraph, [373.0, 433.0, 1134.0, 36.0], shoonya_1sR3GFHEX5RZ36, 5734018]
[paragraph, [373.0, 469.0, 1134.0, 36.0], shoonya_1sR3GFHEX5RZ36, 5734018]
[paragraph, [373.0, 505.0, 1134.0, 36.0], shoonya_1sR3GFHEX5RZ36, 5734018]
[paragraph, [373.0, 541.0, 1134.0, 36.0], shoonya_1sR3GFHEX5RZ36, 5734018]
[paragraph, [373.0, 577.0, 1134.0, 36.0], shoonya_1sR3GFHEX5RZ36, 5734018]
[paragraph, [373.0, 613.0, 1134.0, 36.0], shoonya_1sR3GFHEX5RZ36, 5734018]
[paragraph, [373.0, 649.0, 1134.0, 36.0], shoonya_1sR3GFHEX5RZ36, 5734018]
[paragraph, [373.0, 685.0, 1134.0, 36.0], shoonya_1sR3GFHEX5RZ36, 5734018]
[paragraph, [373.0, 721.0, 1134.0, 36.0], shoonya_1sR3GFHEX5RZ36, 5734018]
[paragraph, [373.0, 757.0, 1134.0, 36.0], shoonya_1sR3GFHEX5RZ36, 5734018]
[paragraph, [373.0, 793.0, 1134.0, 36.0], shoonya_1sR3GFHEX5RZ36, 5734018]
[paragraph, [373.0, 829.0, 1134.0, 36.0], shoonya_1sR3GFHEX5RZ36, 5734018]
[paragraph, [373.0, 865.0, 1134.0, 36.0], shoonya_1sR3GFHEX5RZ36, 5734018]
[paragraph, [373.0, 901.0, 1134.0, 36.0], shoonya_1sR3GFHEX5RZ36, 5734018]
[paragraph, [373.0, 937.0, 1134.0, 36.0], shoonya_1sR3GFHEX5RZ36, 5734018]
[paragraph, [376.0, 1027.0, 1136.0, 36.0], shoonya_0sAVGLSSOWDKDJ, 5734018]
[paragraph, [376.0, 1063.0, 1136.0, 36.0], shoonya_0sAVGLSSOWDKDJ, 5734018]
[paragraph, [376.0, 1099.0, 1136.0, 36.0], shoonya_0sAVGLSSOWDKDJ, 5734018]
[paragraph, [376.0, 1135.0, 1136.0, 36.0], shoonya_0sAVGLSSOWDKDJ, 5734018]
[paragraph, [376.0, 1171.0, 1136.0, 36.0], shoonya_0sAVGLSSOWDKDJ, 5734018]
[paragraph, [376.0, 1207.0, 1136.0, 36.0], shoonya_0sAVGLSSOWDKDJ, 5734018]
[paragraph, [376.0, 1243.0, 1136.0, 36.0], shoonya_0sAVGLSSOWDKDJ, 5734018]
[paragraph, [376.0, 1279.0, 1136.0, 36.0], shoonya_0sAVGLSSOWDKDJ, 5734018]
[paragraph, [376.0, 1315.0, 1136.0, 36.0], shoonya_0sAVGLSSOWDKDJ, 5734018]
[paragraph, [376.0, 1351.0, 1136.0, 36.0], shoonya_0sAVGLSSOWDKDJ, 5734018]
[paragraph, [376.0, 1387.0, 1136.0, 36.0], shoonya_0sAVGLSSOWDKDJ, 5734018]
[paragraph, [376.0, 1423.0, 1136.0, 36.0], shoonya_0sAVGLSSOWDKDJ, 5734018]
[paragraph, [376.0, 1459.0, 1136.0, 36.0], shoonya_0sAVGLSSOWDKDJ, 5734018]
[paragraph, [376.0, 1495.0, 1136.0, 36.0], shoonya_0sAVGLSSOWDKDJ, 5734018]
[paragraph, [376.0, 1531.0, 1136.0, 36.0], shoonya_0sAVGLSSOWDKDJ, 5734018]
[paragraph, [376.0, 1567.0, 1136.0, 36.0], shoonya_0sAVGLSSOWDKDJ, 5734018]
[paragraph, [376.0, 1603.0, 1136.0, 36.0], shoonya_0sAVGLSSOWDKDJ, 5734018]
[paragraph, [376.0, 1639.0, 1136.0, 36.0], shoonya_0sAVGLSSOWDKDJ, 5734018]
[paragraph, [376.0, 1675.0, 1136.0, 36.0], shoonya_0sAVGLSSOWDKDJ, 5734018]
