[2339, 1656]
[paragraph, [823.0, 89.0, 702.0, 36.0], shoonya_4s54LJSU1N3SXE, 5749583]
[paragraph, [823.0, 125.0, 702.0, 36.0], shoonya_4s54LJSU1N3SXE, 5749583]
[paragraph, [349.0, 97.0, 184.0, 36.0], TRstnzR3D_, 5749583]
[paragraph, [349.0, 133.0, 184.0, 36.0], TRstnzR3D_, 5749583]
[paragraph, [349.0, 169.0, 184.0, 36.0], TRstnzR3D_, 5749583]
[paragraph, [349.0, 205.0, 184.0, 36.0], TRstnzR3D_, 5749583]
[paragraph, [822.0, 198.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 234.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 270.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 306.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 342.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 378.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 414.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 450.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 486.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 522.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 558.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 594.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 630.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 666.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 702.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 738.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 774.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 810.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 846.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 882.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 918.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 954.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 990.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 1026.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 1062.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 1098.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 1134.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 1170.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 1206.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 1242.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 1278.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 1314.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 1350.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 1386.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 1422.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 1458.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 1494.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 1530.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 1566.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 1602.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 1638.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 1674.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 1710.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 1746.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 1782.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 1818.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 1854.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 1890.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 1926.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 1962.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 1998.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [822.0, 2034.0, 716.0, 36.0], shoonya_2sKMIH0K6YL8EO, 5749583]
[paragraph, [82.0, 262.0, 711.0, 36.0], shoonya_0s3P72KOCSAQ4N, 5749583]
[paragraph, [82.0, 298.0, 711.0, 36.0], shoonya_0s3P72KOCSAQ4N, 5749583]
[paragraph, [82.0, 334.0, 711.0, 36.0], shoonya_0s3P72KOCSAQ4N, 5749583]
[paragraph, [82.0, 370.0, 711.0, 36.0], shoonya_0s3P72KOCSAQ4N, 5749583]
[paragraph, [82.0, 406.0, 711.0, 36.0], shoonya_0s3P72KOCSAQ4N, 5749583]
[paragraph, [82.0, 442.0, 711.0, 36.0], shoonya_0s3P72KOCSAQ4N, 5749583]
[paragraph, [82.0, 478.0, 711.0, 36.0], shoonya_0s3P72KOCSAQ4N, 5749583]
[paragraph, [82.0, 514.0, 711.0, 36.0], shoonya_0s3P72KOCSAQ4N, 5749583]
[paragraph, [82.0, 550.0, 711.0, 36.0], shoonya_0s3P72KOCSAQ4N, 5749583]
[paragraph, [82.0, 586.0, 711.0, 36.0], shoonya_0s3P72KOCSAQ4N, 5749583]
[paragraph, [82.0, 622.0, 711.0, 36.0], shoonya_0s3P72KOCSAQ4N, 5749583]
[paragraph, [86.0, 694.0, 707.0, 36.0], shoonya_1sWHJPVUKMWUSV, 5749583]
[paragraph, [86.0, 730.0, 707.0, 36.0], shoonya_1sWHJPVUKMWUSV, 5749583]
[paragraph, [86.0, 766.0, 707.0, 36.0], shoonya_1sWHJPVUKMWUSV, 5749583]
[paragraph, [86.0, 802.0, 707.0, 36.0], shoonya_1sWHJPVUKMWUSV, 5749583]
[paragraph, [86.0, 838.0, 707.0, 36.0], shoonya_1sWHJPVUKMWUSV, 5749583]
[paragraph, [86.0, 874.0, 707.0, 36.0], shoonya_1sWHJPVUKMWUSV, 5749583]
[paragraph, [86.0, 910.0, 707.0, 36.0], shoonya_1sWHJPVUKMWUSV, 5749583]
[paragraph, [86.0, 946.0, 707.0, 36.0], shoonya_1sWHJPVUKMWUSV, 5749583]
[paragraph, [86.0, 982.0, 707.0, 36.0], shoonya_1sWHJPVUKMWUSV, 5749583]
[paragraph, [86.0, 1018.0, 707.0, 36.0], shoonya_1sWHJPVUKMWUSV, 5749583]
[paragraph, [86.0, 1054.0, 707.0, 36.0], shoonya_1sWHJPVUKMWUSV, 5749583]
[paragraph, [86.0, 1090.0, 707.0, 36.0], shoonya_1sWHJPVUKMWUSV, 5749583]
[paragraph, [86.0, 1126.0, 707.0, 36.0], shoonya_1sWHJPVUKMWUSV, 5749583]
[paragraph, [86.0, 1162.0, 707.0, 36.0], shoonya_1sWHJPVUKMWUSV, 5749583]
[paragraph, [86.0, 1198.0, 707.0, 36.0], shoonya_1sWHJPVUKMWUSV, 5749583]
[paragraph, [86.0, 1234.0, 707.0, 36.0], shoonya_1sWHJPVUKMWUSV, 5749583]
[paragraph, [86.0, 1270.0, 707.0, 36.0], shoonya_1sWHJPVUKMWUSV, 5749583]
[paragraph, [86.0, 1306.0, 707.0, 36.0], shoonya_1sWHJPVUKMWUSV, 5749583]
[paragraph, [86.0, 1342.0, 707.0, 36.0], shoonya_1sWHJPVUKMWUSV, 5749583]
[paragraph, [86.0, 1378.0, 707.0, 36.0], shoonya_1sWHJPVUKMWUSV, 5749583]
[paragraph, [86.0, 1414.0, 707.0, 36.0], shoonya_1sWHJPVUKMWUSV, 5749583]
[paragraph, [86.0, 1450.0, 707.0, 36.0], shoonya_1sWHJPVUKMWUSV, 5749583]
[paragraph, [85.0, 1653.0, 711.0, 36.0], shoonya_3s9ACE2GATABNK, 5749583]
[paragraph, [85.0, 1689.0, 711.0, 36.0], shoonya_3s9ACE2GATABNK, 5749583]
[paragraph, [85.0, 1725.0, 711.0, 36.0], shoonya_3s9ACE2GATABNK, 5749583]
[paragraph, [85.0, 1761.0, 711.0, 36.0], shoonya_3s9ACE2GATABNK, 5749583]
[paragraph, [85.0, 1797.0, 711.0, 36.0], shoonya_3s9ACE2GATABNK, 5749583]
[paragraph, [85.0, 1833.0, 711.0, 36.0], shoonya_3s9ACE2GATABNK, 5749583]
[paragraph, [85.0, 1869.0, 711.0, 36.0], shoonya_3s9ACE2GATABNK, 5749583]
[paragraph, [85.0, 1905.0, 711.0, 36.0], shoonya_3s9ACE2GATABNK, 5749583]
[paragraph, [85.0, 1941.0, 711.0, 36.0], shoonya_3s9ACE2GATABNK, 5749583]
[paragraph, [85.0, 1977.0, 711.0, 36.0], shoonya_3s9ACE2GATABNK, 5749583]
[paragraph, [85.0, 2013.0, 711.0, 36.0], shoonya_3s9ACE2GATABNK, 5749583]
