[1326, 829]
[folio, [346.0, 78.0, 180.0, 18.0], ELWmflNZtm, 5770102]
[folio, [346.0, 96.0, 180.0, 18.0], ELWmflNZtm, 5770102]
[paragraph, [70.0, 136.0, 344.0, 18.0], znQ7wtr_4U, 5770102]
[paragraph, [70.0, 154.0, 344.0, 18.0], znQ7wtr_4U, 5770102]
[paragraph, [70.0, 172.0, 344.0, 18.0], znQ7wtr_4U, 5770102]
[paragraph, [70.0, 190.0, 344.0, 18.0], znQ7wtr_4U, 5770102]
[paragraph, [70.0, 208.0, 344.0, 18.0], znQ7wtr_4U, 5770102]
[paragraph, [70.0, 226.0, 344.0, 18.0], znQ7wtr_4U, 5770102]
[paragraph, [70.0, 244.0, 344.0, 18.0], znQ7wtr_4U, 5770102]
[paragraph, [70.0, 262.0, 344.0, 18.0], znQ7wtr_4U, 5770102]
[paragraph, [70.0, 280.0, 344.0, 18.0], znQ7wtr_4U, 5770102]
[ordered-list, [422.0, 140.0, 348.0, 18.0], zD2pxGwrvd, 5770102]
[ordered-list, [422.0, 158.0, 348.0, 18.0], zD2pxGwrvd, 5770102]
[ordered-list, [422.0, 176.0, 348.0, 18.0], zD2pxGwrvd, 5770102]
[ordered-list, [422.0, 194.0, 348.0, 18.0], zD2pxGwrvd, 5770102]
[ordered-list, [422.0, 212.0, 348.0, 18.0], zD2pxGwrvd, 5770102]
[ordered-list, [422.0, 230.0, 348.0, 18.0], zD2pxGwrvd, 5770102]
[ordered-list, [422.0, 248.0, 348.0, 18.0], zD2pxGwrvd, 5770102]
[ordered-list, [422.0, 266.0, 348.0, 18.0], zD2pxGwrvd, 5770102]
[ordered-list, [422.0, 284.0, 348.0, 18.0], zD2pxGwrvd, 5770102]
[ordered-list, [422.0, 302.0, 348.0, 18.0], zD2pxGwrvd, 5770102]
[ordered-list, [422.0, 320.0, 348.0, 18.0], zD2pxGwrvd, 5770102]
[ordered-list, [422.0, 338.0, 348.0, 18.0], zD2pxGwrvd, 5770102]
[ordered-list, [422.0, 356.0, 348.0, 18.0], zD2pxGwrvd, 5770102]
[ordered-list, [422.0, 374.0, 348.0, 18.0], zD2pxGwrvd, 5770102]
[ordered-list, [422.0, 392.0, 348.0, 18.0], zD2pxGwrvd, 5770102]
[ordered-list, [422.0, 410.0, 348.0, 18.0], zD2pxGwrvd, 5770102]
[ordered-list, [422.0, 428.0, 348.0, 18.0], zD2pxGwrvd, 5770102]
[ordered-list, [422.0, 446.0, 348.0, 18.0], zD2pxGwrvd, 5770102]
[ordered-list, [422.0, 464.0, 348.0, 18.0], zD2pxGwrvd, 5770102]
[ordered-list, [422.0, 482.0, 348.0, 18.0], zD2pxGwrvd, 5770102]
[ordered-list, [422.0, 500.0, 348.0, 18.0], zD2pxGwrvd, 5770102]
[ordered-list, [422.0, 518.0, 348.0, 18.0], zD2pxGwrvd, 5770102]
[ordered-list, [422.0, 536.0, 348.0, 18.0], zD2pxGwrvd, 5770102]
[ordered-list, [422.0, 554.0, 348.0, 18.0], zD2pxGwrvd, 5770102]
[ordered-list, [422.0, 572.0, 348.0, 18.0], zD2pxGwrvd, 5770102]
[ordered-list, [422.0, 590.0, 348.0, 18.0], zD2pxGwrvd, 5770102]
[ordered-list, [422.0, 608.0, 348.0, 18.0], zD2pxGwrvd, 5770102]
[ordered-list, [422.0, 626.0, 348.0, 18.0], zD2pxGwrvd, 5770102]
[ordered-list, [422.0, 644.0, 348.0, 18.0], zD2pxGwrvd, 5770102]
[ordered-list, [422.0, 662.0, 348.0, 18.0], zD2pxGwrvd, 5770102]
[ordered-list, [422.0, 680.0, 348.0, 18.0], zD2pxGwrvd, 5770102]
[ordered-list, [422.0, 698.0, 348.0, 18.0], zD2pxGwrvd, 5770102]
[ordered-list, [422.0, 716.0, 348.0, 18.0], zD2pxGwrvd, 5770102]
[ordered-list, [422.0, 734.0, 348.0, 18.0], zD2pxGwrvd, 5770102]
[ordered-list, [422.0, 752.0, 348.0, 18.0], zD2pxGwrvd, 5770102]
[ordered-list, [76.0, 300.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 318.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 336.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 354.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 372.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 390.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 408.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 426.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 444.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 462.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 480.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 498.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 516.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 534.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 552.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 570.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 588.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 606.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 624.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 642.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 660.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 678.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 696.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 714.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 732.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 750.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 768.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 786.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 804.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 822.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 840.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 858.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 876.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 894.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 912.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 930.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 948.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 966.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 984.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 1002.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 1020.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 1038.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 1056.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[ordered-list, [76.0, 1074.0, 339.0, 18.0], sjxQedVhAM, 5770102]
[paragraph, [423.0, 773.0, 340.0, 18.0], tLEEbsfgZ6, 5770102]
[paragraph, [423.0, 791.0, 340.0, 18.0], tLEEbsfgZ6, 5770102]
[paragraph, [423.0, 809.0, 340.0, 18.0], tLEEbsfgZ6, 5770102]
[paragraph, [423.0, 827.0, 340.0, 18.0], tLEEbsfgZ6, 5770102]
[paragraph, [425.0, 853.0, 336.0, 18.0], _DJwqxhbvL, 5770102]
[paragraph, [425.0, 871.0, 336.0, 18.0], _DJwqxhbvL, 5770102]
[paragraph, [425.0, 889.0, 336.0, 18.0], _DJwqxhbvL, 5770102]
[paragraph, [425.0, 907.0, 336.0, 18.0], _DJwqxhbvL, 5770102]
[paragraph, [425.0, 925.0, 336.0, 18.0], _DJwqxhbvL, 5770102]
[paragraph, [425.0, 943.0, 336.0, 18.0], _DJwqxhbvL, 5770102]
[paragraph, [425.0, 961.0, 336.0, 18.0], _DJwqxhbvL, 5770102]
[paragraph, [426.0, 991.0, 337.0, 18.0], GdjKat6LYD, 5770102]
[paragraph, [426.0, 1009.0, 337.0, 18.0], GdjKat6LYD, 5770102]
[paragraph, [426.0, 1027.0, 337.0, 18.0], GdjKat6LYD, 5770102]
[paragraph, [426.0, 1045.0, 337.0, 18.0], GdjKat6LYD, 5770102]
[paragraph, [426.0, 1063.0, 337.0, 18.0], GdjKat6LYD, 5770102]
[paragraph, [426.0, 1081.0, 337.0, 18.0], GdjKat6LYD, 5770102]
[section-title, [279.0, 1113.0, 286.0, 30.0], VuCLzzq7iF, 5770102]
[paragraph, [135.0, 1157.0, 557.0, 18.0], kXYv08v7n9, 5770102]
[paragraph, [135.0, 1175.0, 557.0, 18.0], kXYv08v7n9, 5770102]
[paragraph, [135.0, 1193.0, 557.0, 18.0], kXYv08v7n9, 5770102]
[paragraph, [135.0, 1211.0, 557.0, 18.0], kXYv08v7n9, 5770102]
[paragraph, [135.0, 1229.0, 557.0, 18.0], kXYv08v7n9, 5770102]
