[1350, 975]
[section-title, [108.0, 116.0, 351.0, 30.0], shoonya_2s15IG3ZWSHJ5F, 6473987]
[paragraph, [107.0, 183.0, 759.0, 18.0], shoonya_0sG1T6L2IS7V9K, 6473987]
[paragraph, [107.0, 201.0, 759.0, 18.0], shoonya_0sG1T6L2IS7V9K, 6473987]
[paragraph, [107.0, 219.0, 759.0, 18.0], shoonya_0sG1T6L2IS7V9K, 6473987]
[paragraph, [107.0, 237.0, 759.0, 18.0], shoonya_0sG1T6L2IS7V9K, 6473987]
[sub-section-title, [113.0, 281.0, 142.0, 25.5], shoonya_1s7GFCQ2GSA6UZ, 6473987]
[ordered-list, [107.0, 324.0, 778.0, 18.0], shoonya_4sBANO49LK53UK, 6473987]
[ordered-list, [107.0, 342.0, 778.0, 18.0], shoonya_4sBANO49LK53UK, 6473987]
[ordered-list, [107.0, 360.0, 778.0, 18.0], shoonya_4sBANO49LK53UK, 6473987]
[ordered-list, [107.0, 378.0, 778.0, 18.0], shoonya_4sBANO49LK53UK, 6473987]
[ordered-list, [107.0, 396.0, 778.0, 18.0], shoonya_4sBANO49LK53UK, 6473987]
[ordered-list, [107.0, 414.0, 778.0, 18.0], shoonya_4sBANO49LK53UK, 6473987]
[ordered-list, [107.0, 432.0, 778.0, 18.0], shoonya_4sBANO49LK53UK, 6473987]
[ordered-list, [107.0, 450.0, 778.0, 18.0], shoonya_4sBANO49LK53UK, 6473987]
[ordered-list, [107.0, 468.0, 778.0, 18.0], shoonya_4sBANO49LK53UK, 6473987]
[ordered-list, [107.0, 486.0, 778.0, 18.0], shoonya_4sBANO49LK53UK, 6473987]
[ordered-list, [107.0, 504.0, 778.0, 18.0], shoonya_4sBANO49LK53UK, 6473987]
[ordered-list, [107.0, 522.0, 778.0, 18.0], shoonya_4sBANO49LK53UK, 6473987]
[ordered-list, [107.0, 540.0, 778.0, 18.0], shoonya_4sBANO49LK53UK, 6473987]
[ordered-list, [107.0, 558.0, 778.0, 18.0], shoonya_4sBANO49LK53UK, 6473987]
[ordered-list, [107.0, 576.0, 778.0, 18.0], shoonya_4sBANO49LK53UK, 6473987]
[ordered-list, [107.0, 594.0, 778.0, 18.0], shoonya_4sBANO49LK53UK, 6473987]
[ordered-list, [107.0, 612.0, 778.0, 18.0], shoonya_4sBANO49LK53UK, 6473987]
[ordered-list, [107.0, 630.0, 778.0, 18.0], shoonya_4sBANO49LK53UK, 6473987]
[sub-section-title, [107.0, 679.0, 444.0, 25.5], X3QaZgzrmp, 6473987]
[subsub-section-title, [103.0, 738.0, 716.0, 15.0], 951zyEQUdg, 6473987]
[subsub-section-title, [103.0, 753.0, 716.0, 15.0], 951zyEQUdg, 6473987]
[ordered-list, [107.0, 782.0, 766.0, 18.0], 3qBnQ2MyQP, 6473987]
[ordered-list, [107.0, 800.0, 766.0, 18.0], 3qBnQ2MyQP, 6473987]
[ordered-list, [107.0, 818.0, 766.0, 18.0], 3qBnQ2MyQP, 6473987]
[ordered-list, [107.0, 836.0, 766.0, 18.0], 3qBnQ2MyQP, 6473987]
[ordered-list, [107.0, 854.0, 766.0, 18.0], 3qBnQ2MyQP, 6473987]
[ordered-list, [107.0, 872.0, 766.0, 18.0], 3qBnQ2MyQP, 6473987]
[ordered-list, [107.0, 890.0, 766.0, 18.0], 3qBnQ2MyQP, 6473987]
[ordered-list, [107.0, 908.0, 766.0, 18.0], 3qBnQ2MyQP, 6473987]
[ordered-list, [107.0, 926.0, 766.0, 18.0], 3qBnQ2MyQP, 6473987]
[ordered-list, [107.0, 944.0, 766.0, 18.0], 3qBnQ2MyQP, 6473987]
[ordered-list, [107.0, 962.0, 766.0, 18.0], 3qBnQ2MyQP, 6473987]
[ordered-list, [107.0, 980.0, 766.0, 18.0], 3qBnQ2MyQP, 6473987]
[ordered-list, [107.0, 998.0, 766.0, 18.0], 3qBnQ2MyQP, 6473987]
[ordered-list, [107.0, 1016.0, 766.0, 18.0], 3qBnQ2MyQP, 6473987]
[ordered-list, [107.0, 1034.0, 766.0, 18.0], 3qBnQ2MyQP, 6473987]
[ordered-list, [107.0, 1052.0, 766.0, 18.0], 3qBnQ2MyQP, 6473987]
[ordered-list, [107.0, 1070.0, 766.0, 18.0], 3qBnQ2MyQP, 6473987]
[ordered-list, [107.0, 1088.0, 766.0, 18.0], 3qBnQ2MyQP, 6473987]
[ordered-list, [107.0, 1106.0, 766.0, 18.0], 3qBnQ2MyQP, 6473987]
[ordered-list, [107.0, 1124.0, 766.0, 18.0], 3qBnQ2MyQP, 6473987]
[ordered-list, [107.0, 1142.0, 766.0, 18.0], 3qBnQ2MyQP, 6473987]
[ordered-list, [107.0, 1160.0, 766.0, 18.0], 3qBnQ2MyQP, 6473987]
[ordered-list, [107.0, 1178.0, 766.0, 18.0], 3qBnQ2MyQP, 6473987]
[ordered-list, [107.0, 1196.0, 766.0, 18.0], 3qBnQ2MyQP, 6473987]
[ordered-list, [107.0, 1214.0, 766.0, 18.0], 3qBnQ2MyQP, 6473987]
[ordered-list, [107.0, 1232.0, 766.0, 18.0], 3qBnQ2MyQP, 6473987]
