[3509, 2482]
[folio, [874.0, 232.0, 453.0, 52.5], F977RK56Vn, 5692217]
[paragraph, [226.0, 359.0, 1759.0, 52.5], hDX3wkxavy, 5692217]
[paragraph, [226.0, 411.5, 1759.0, 52.5], hDX3wkxavy, 5692217]
[paragraph, [226.0, 464.0, 1759.0, 52.5], hDX3wkxavy, 5692217]
[paragraph, [226.0, 516.5, 1759.0, 52.5], hDX3wkxavy, 5692217]
[paragraph, [232.0, 586.0, 1746.0, 52.5], QFEurE4Zu2, 5692217]
[paragraph, [232.0, 638.5, 1746.0, 52.5], QFEurE4Zu2, 5692217]
[paragraph, [232.0, 691.0, 1746.0, 52.5], QFEurE4Zu2, 5692217]
[paragraph, [232.0, 743.5, 1746.0, 52.5], QFEurE4Zu2, 5692217]
[paragraph, [232.0, 796.0, 1746.0, 52.5], QFEurE4Zu2, 5692217]
[paragraph, [241.0, 893.0, 1734.0, 52.5], QD1bs81mNY, 5692217]
[paragraph, [241.0, 945.5, 1734.0, 52.5], QD1bs81mNY, 5692217]
[paragraph, [241.0, 998.0, 1734.0, 52.5], QD1bs81mNY, 5692217]
[paragraph, [241.0, 1050.5, 1734.0, 52.5], QD1bs81mNY, 5692217]
[paragraph, [241.0, 1103.0, 1734.0, 52.5], QD1bs81mNY, 5692217]
[paragraph, [241.0, 1155.5, 1734.0, 52.5], QD1bs81mNY, 5692217]
[paragraph, [241.0, 1208.0, 1734.0, 52.5], QD1bs81mNY, 5692217]
[paragraph, [241.0, 1260.5, 1734.0, 52.5], QD1bs81mNY, 5692217]
[paragraph, [241.0, 1313.0, 1734.0, 52.5], QD1bs81mNY, 5692217]
[paragraph, [239.0, 1363.0, 1718.0, 52.5], shoonya_0sOXFSW0M9Y5SG, 5692217]
[paragraph, [239.0, 1415.5, 1718.0, 52.5], shoonya_0sOXFSW0M9Y5SG, 5692217]
[paragraph, [239.0, 1468.0, 1718.0, 52.5], shoonya_0sOXFSW0M9Y5SG, 5692217]
[paragraph, [239.0, 1520.5, 1718.0, 52.5], shoonya_0sOXFSW0M9Y5SG, 5692217]
[paragraph, [239.0, 1573.0, 1718.0, 52.5], shoonya_0sOXFSW0M9Y5SG, 5692217]
[paragraph, [239.0, 1625.5, 1718.0, 52.5], shoonya_0sOXFSW0M9Y5SG, 5692217]
[paragraph, [239.0, 1678.0, 1718.0, 52.5], shoonya_0sOXFSW0M9Y5SG, 5692217]
[paragraph, [239.0, 1730.5, 1718.0, 52.5], shoonya_0sOXFSW0M9Y5SG, 5692217]
[paragraph, [239.0, 1783.0, 1718.0, 52.5], shoonya_0sOXFSW0M9Y5SG, 5692217]
[paragraph, [239.0, 1835.5, 1718.0, 52.5], shoonya_0sOXFSW0M9Y5SG, 5692217]
[paragraph, [239.0, 1888.0, 1718.0, 52.5], shoonya_0sOXFSW0M9Y5SG, 5692217]
[paragraph, [239.0, 1940.5, 1718.0, 52.5], shoonya_0sOXFSW0M9Y5SG, 5692217]
[paragraph, [239.0, 1993.0, 1718.0, 52.5], shoonya_0sOXFSW0M9Y5SG, 5692217]
[paragraph, [239.0, 2045.5, 1718.0, 52.5], shoonya_0sOXFSW0M9Y5SG, 5692217]
[paragraph, [239.0, 2098.0, 1718.0, 52.5], shoonya_0sOXFSW0M9Y5SG, 5692217]
[paragraph, [239.0, 2150.5, 1718.0, 52.5], shoonya_0sOXFSW0M9Y5SG, 5692217]
[paragraph, [229.0, 2472.0, 1733.0, 52.5], shoonya_1s4YD2NIDT51DW, 5692217]
[paragraph, [229.0, 2524.5, 1733.0, 52.5], shoonya_1s4YD2NIDT51DW, 5692217]
[paragraph, [229.0, 2577.0, 1733.0, 52.5], shoonya_1s4YD2NIDT51DW, 5692217]
[paragraph, [229.0, 2629.5, 1733.0, 52.5], shoonya_1s4YD2NIDT51DW, 5692217]
[paragraph, [229.0, 2682.0, 1733.0, 52.5], shoonya_1s4YD2NIDT51DW, 5692217]
[paragraph, [229.0, 2734.5, 1733.0, 52.5], shoonya_1s4YD2NIDT51DW, 5692217]
[paragraph, [229.0, 2787.0, 1733.0, 52.5], shoonya_1s4YD2NIDT51DW, 5692217]
[paragraph, [229.0, 2839.5, 1733.0, 52.5], shoonya_1s4YD2NIDT51DW, 5692217]
[paragraph, [229.0, 2892.0, 1733.0, 52.5], shoonya_1s4YD2NIDT51DW, 5692217]
[paragraph, [229.0, 2944.5, 1733.0, 52.5], shoonya_1s4YD2NIDT51DW, 5692217]
[paragraph, [229.0, 2997.0, 1733.0, 52.5], shoonya_1s4YD2NIDT51DW, 5692217]
[paragraph, [229.0, 3049.5, 1733.0, 52.5], shoonya_1s4YD2NIDT51DW, 5692217]
[paragraph, [229.0, 3102.0, 1733.0, 52.5], shoonya_1s4YD2NIDT51DW, 5692217]
