[2339, 1653]
[paragraph, [119.0, 161.0, 1416.0, 36.0], shoonya_3sL5QSSP8TJ5E1, 5750384]
[paragraph, [119.0, 197.0, 1416.0, 36.0], shoonya_3sL5QSSP8TJ5E1, 5750384]
[paragraph, [119.0, 233.0, 1416.0, 36.0], shoonya_3sL5QSSP8TJ5E1, 5750384]
[paragraph, [119.0, 269.0, 1416.0, 36.0], shoonya_3sL5QSSP8TJ5E1, 5750384]
[paragraph, [119.0, 305.0, 1416.0, 36.0], shoonya_3sL5QSSP8TJ5E1, 5750384]
[paragraph, [119.0, 341.0, 1416.0, 36.0], shoonya_3sL5QSSP8TJ5E1, 5750384]
[paragraph, [119.0, 377.0, 1416.0, 36.0], shoonya_3sL5QSSP8TJ5E1, 5750384]
[paragraph, [119.0, 413.0, 1416.0, 36.0], shoonya_3sL5QSSP8TJ5E1, 5750384]
[paragraph, [119.0, 449.0, 1416.0, 36.0], shoonya_3sL5QSSP8TJ5E1, 5750384]
[paragraph, [119.0, 485.0, 1416.0, 36.0], shoonya_3sL5QSSP8TJ5E1, 5750384]
[paragraph, [119.0, 521.0, 1416.0, 36.0], shoonya_3sL5QSSP8TJ5E1, 5750384]
[paragraph, [119.0, 557.0, 1416.0, 36.0], shoonya_3sL5QSSP8TJ5E1, 5750384]
[paragraph, [119.0, 593.0, 1416.0, 36.0], shoonya_3sL5QSSP8TJ5E1, 5750384]
[paragraph, [120.0, 677.0, 1419.0, 36.0], shoonya_1sA7VJDLNDQNYV, 5750384]
[paragraph, [120.0, 713.0, 1419.0, 36.0], shoonya_1sA7VJDLNDQNYV, 5750384]
[paragraph, [120.0, 749.0, 1419.0, 36.0], shoonya_1sA7VJDLNDQNYV, 5750384]
[paragraph, [120.0, 785.0, 1419.0, 36.0], shoonya_1sA7VJDLNDQNYV, 5750384]
[paragraph, [120.0, 821.0, 1419.0, 36.0], shoonya_1sA7VJDLNDQNYV, 5750384]
[paragraph, [120.0, 857.0, 1419.0, 36.0], shoonya_1sA7VJDLNDQNYV, 5750384]
[paragraph, [120.0, 893.0, 1419.0, 36.0], shoonya_1sA7VJDLNDQNYV, 5750384]
[paragraph, [120.0, 929.0, 1419.0, 36.0], shoonya_1sA7VJDLNDQNYV, 5750384]
[paragraph, [120.0, 965.0, 1419.0, 36.0], shoonya_1sA7VJDLNDQNYV, 5750384]
[paragraph, [120.0, 1001.0, 1419.0, 36.0], shoonya_1sA7VJDLNDQNYV, 5750384]
[paragraph, [120.0, 1037.0, 1419.0, 36.0], shoonya_1sA7VJDLNDQNYV, 5750384]
[paragraph, [120.0, 1073.0, 1419.0, 36.0], shoonya_1sA7VJDLNDQNYV, 5750384]
[paragraph, [120.0, 1109.0, 1419.0, 36.0], shoonya_1sA7VJDLNDQNYV, 5750384]
[paragraph, [120.0, 1145.0, 1419.0, 36.0], shoonya_1sA7VJDLNDQNYV, 5750384]
[paragraph, [120.0, 1181.0, 1419.0, 36.0], shoonya_1sA7VJDLNDQNYV, 5750384]
[paragraph, [117.0, 1474.0, 1422.0, 36.0], shoonya_2sI9VLR47BBWWJ, 5750384]
[paragraph, [117.0, 1510.0, 1422.0, 36.0], shoonya_2sI9VLR47BBWWJ, 5750384]
[paragraph, [117.0, 1546.0, 1422.0, 36.0], shoonya_2sI9VLR47BBWWJ, 5750384]
[paragraph, [117.0, 1582.0, 1422.0, 36.0], shoonya_2sI9VLR47BBWWJ, 5750384]
[paragraph, [117.0, 1618.0, 1422.0, 36.0], shoonya_2sI9VLR47BBWWJ, 5750384]
[paragraph, [117.0, 1654.0, 1422.0, 36.0], shoonya_2sI9VLR47BBWWJ, 5750384]
[paragraph, [117.0, 1690.0, 1422.0, 36.0], shoonya_2sI9VLR47BBWWJ, 5750384]
[paragraph, [117.0, 1726.0, 1422.0, 36.0], shoonya_2sI9VLR47BBWWJ, 5750384]
[paragraph, [117.0, 1762.0, 1422.0, 36.0], shoonya_2sI9VLR47BBWWJ, 5750384]
[paragraph, [117.0, 1798.0, 1422.0, 36.0], shoonya_2sI9VLR47BBWWJ, 5750384]
[paragraph, [117.0, 1834.0, 1422.0, 36.0], shoonya_2sI9VLR47BBWWJ, 5750384]
[paragraph, [117.0, 1870.0, 1422.0, 36.0], shoonya_2sI9VLR47BBWWJ, 5750384]
[paragraph, [117.0, 1906.0, 1422.0, 36.0], shoonya_2sI9VLR47BBWWJ, 5750384]
[paragraph, [117.0, 1942.0, 1422.0, 36.0], shoonya_2sI9VLR47BBWWJ, 5750384]
[paragraph, [117.0, 1978.0, 1422.0, 36.0], shoonya_2sI9VLR47BBWWJ, 5750384]
