[1350, 900]
[folio, [505.0, 170.0, 201.0, 18.0], 1DLFiLiebY, 5760811]
[folio, [505.0, 188.0, 201.0, 18.0], 1DLFiLiebY, 5760811]
[paragraph, [158.0, 206.0, 571.0, 18.0], shoonya_0sETOTKXNGIAXQ, 5760811]
[paragraph, [158.0, 224.0, 571.0, 18.0], shoonya_0sETOTKXNGIAXQ, 5760811]
[paragraph, [158.0, 242.0, 571.0, 18.0], shoonya_0sETOTKXNGIAXQ, 5760811]
[paragraph, [158.0, 260.0, 571.0, 18.0], shoonya_0sETOTKXNGIAXQ, 5760811]
[paragraph, [158.0, 278.0, 571.0, 18.0], shoonya_0sETOTKXNGIAXQ, 5760811]
[paragraph, [158.0, 296.0, 571.0, 18.0], shoonya_0sETOTKXNGIAXQ, 5760811]
[paragraph, [158.0, 314.0, 571.0, 18.0], shoonya_0sETOTKXNGIAXQ, 5760811]
[paragraph, [158.0, 332.0, 571.0, 18.0], shoonya_0sETOTKXNGIAXQ, 5760811]
[paragraph, [158.0, 350.0, 571.0, 18.0], shoonya_0sETOTKXNGIAXQ, 5760811]
[paragraph, [158.0, 368.0, 571.0, 18.0], shoonya_0sETOTKXNGIAXQ, 5760811]
[paragraph, [158.0, 386.0, 571.0, 18.0], shoonya_0sETOTKXNGIAXQ, 5760811]
[paragraph, [158.0, 404.0, 571.0, 18.0], shoonya_0sETOTKXNGIAXQ, 5760811]
[paragraph, [158.0, 422.0, 571.0, 18.0], shoonya_0sETOTKXNGIAXQ, 5760811]
[paragraph, [158.0, 440.0, 571.0, 18.0], shoonya_0sETOTKXNGIAXQ, 5760811]
[paragraph, [158.0, 458.0, 571.0, 18.0], shoonya_0sETOTKXNGIAXQ, 5760811]
[paragraph, [158.0, 476.0, 571.0, 18.0], shoonya_0sETOTKXNGIAXQ, 5760811]
[paragraph, [158.0, 494.0, 571.0, 18.0], shoonya_0sETOTKXNGIAXQ, 5760811]
[paragraph, [158.0, 512.0, 571.0, 18.0], shoonya_0sETOTKXNGIAXQ, 5760811]
[paragraph, [158.0, 530.0, 571.0, 18.0], shoonya_0sETOTKXNGIAXQ, 5760811]
[paragraph, [158.0, 548.0, 571.0, 18.0], shoonya_0sETOTKXNGIAXQ, 5760811]
[paragraph, [158.0, 566.0, 571.0, 18.0], shoonya_0sETOTKXNGIAXQ, 5760811]
[paragraph, [158.0, 584.0, 571.0, 18.0], shoonya_0sETOTKXNGIAXQ, 5760811]
[paragraph, [158.0, 602.0, 571.0, 18.0], shoonya_0sETOTKXNGIAXQ, 5760811]
[paragraph, [158.0, 624.0, 572.0, 18.0], shoonya_1sS3X55WVQARRA, 5760811]
[paragraph, [158.0, 642.0, 572.0, 18.0], shoonya_1sS3X55WVQARRA, 5760811]
[paragraph, [158.0, 660.0, 572.0, 18.0], shoonya_1sS3X55WVQARRA, 5760811]
[paragraph, [158.0, 678.0, 572.0, 18.0], shoonya_1sS3X55WVQARRA, 5760811]
[paragraph, [158.0, 696.0, 572.0, 18.0], shoonya_1sS3X55WVQARRA, 5760811]
[paragraph, [158.0, 714.0, 572.0, 18.0], shoonya_1sS3X55WVQARRA, 5760811]
[paragraph, [158.0, 732.0, 572.0, 18.0], shoonya_1sS3X55WVQARRA, 5760811]
[paragraph, [158.0, 750.0, 572.0, 18.0], shoonya_1sS3X55WVQARRA, 5760811]
[paragraph, [158.0, 768.0, 572.0, 18.0], shoonya_1sS3X55WVQARRA, 5760811]
[paragraph, [158.0, 786.0, 572.0, 18.0], shoonya_1sS3X55WVQARRA, 5760811]
[paragraph, [158.0, 804.0, 572.0, 18.0], shoonya_1sS3X55WVQARRA, 5760811]
[paragraph, [158.0, 822.0, 572.0, 18.0], shoonya_1sS3X55WVQARRA, 5760811]
[paragraph, [158.0, 840.0, 572.0, 18.0], shoonya_1sS3X55WVQARRA, 5760811]
[paragraph, [158.0, 858.0, 572.0, 18.0], shoonya_1sS3X55WVQARRA, 5760811]
[paragraph, [158.0, 876.0, 572.0, 18.0], shoonya_1sS3X55WVQARRA, 5760811]
[paragraph, [158.0, 894.0, 572.0, 18.0], shoonya_1sS3X55WVQARRA, 5760811]
[paragraph, [155.0, 923.0, 572.0, 18.0], jovoOwtFH3, 5760811]
[paragraph, [155.0, 941.0, 572.0, 18.0], jovoOwtFH3, 5760811]
[paragraph, [155.0, 959.0, 572.0, 18.0], jovoOwtFH3, 5760811]
[paragraph, [155.0, 977.0, 572.0, 18.0], jovoOwtFH3, 5760811]
[paragraph, [158.0, 1023.0, 569.0, 18.0], wpcDyP-CKT, 5760811]
[paragraph, [158.0, 1041.0, 569.0, 18.0], wpcDyP-CKT, 5760811]
[paragraph, [158.0, 1059.0, 569.0, 18.0], wpcDyP-CKT, 5760811]
[paragraph, [158.0, 1077.0, 569.0, 18.0], wpcDyP-CKT, 5760811]
[paragraph, [158.0, 1095.0, 569.0, 18.0], wpcDyP-CKT, 5760811]
[paragraph, [158.0, 1113.0, 569.0, 18.0], wpcDyP-CKT, 5760811]
