[911, 559]
[paragraph, [14.0, 53.0, 517.0, 18.0], shoonya_2sV6CKKRG32LHQ, 5776663]
[paragraph, [14.0, 71.0, 517.0, 18.0], shoonya_2sV6CKKRG32LHQ, 5776663]
[paragraph, [14.0, 89.0, 517.0, 18.0], shoonya_2sV6CKKRG32LHQ, 5776663]
[paragraph, [14.0, 107.0, 517.0, 18.0], shoonya_2sV6CKKRG32LHQ, 5776663]
[paragraph, [14.0, 125.0, 517.0, 18.0], shoonya_2sV6CKKRG32LHQ, 5776663]
[paragraph, [14.0, 143.0, 517.0, 18.0], shoonya_2sV6CKKRG32LHQ, 5776663]
[paragraph, [14.0, 161.0, 517.0, 18.0], shoonya_2sV6CKKRG32LHQ, 5776663]
[paragraph, [14.0, 179.0, 517.0, 18.0], shoonya_2sV6CKKRG32LHQ, 5776663]
[paragraph, [14.0, 197.0, 517.0, 18.0], shoonya_2sV6CKKRG32LHQ, 5776663]
[paragraph, [14.0, 215.0, 517.0, 18.0], shoonya_2sV6CKKRG32LHQ, 5776663]
[paragraph, [14.0, 233.0, 517.0, 18.0], shoonya_2sV6CKKRG32LHQ, 5776663]
[paragraph, [14.0, 251.0, 517.0, 18.0], shoonya_2sV6CKKRG32LHQ, 5776663]
[paragraph, [14.0, 269.0, 517.0, 18.0], shoonya_2sV6CKKRG32LHQ, 5776663]
[paragraph, [14.0, 287.0, 517.0, 18.0], shoonya_2sV6CKKRG32LHQ, 5776663]
[paragraph, [19.0, 309.0, 511.0, 18.0], shoonya_1sT9NLYXSCT3JU, 5776663]
[paragraph, [19.0, 327.0, 511.0, 18.0], shoonya_1sT9NLYXSCT3JU, 5776663]
[paragraph, [19.0, 345.0, 511.0, 18.0], shoonya_1sT9NLYXSCT3JU, 5776663]
[paragraph, [19.0, 363.0, 511.0, 18.0], shoonya_1sT9NLYXSCT3JU, 5776663]
[paragraph, [19.0, 381.0, 511.0, 18.0], shoonya_1sT9NLYXSCT3JU, 5776663]
[paragraph, [19.0, 399.0, 511.0, 18.0], shoonya_1sT9NLYXSCT3JU, 5776663]
[paragraph, [19.0, 417.0, 511.0, 18.0], shoonya_1sT9NLYXSCT3JU, 5776663]
[paragraph, [19.0, 435.0, 511.0, 18.0], shoonya_1sT9NLYXSCT3JU, 5776663]
[paragraph, [22.0, 467.0, 510.0, 18.0], shoonya_0sIJRJYEVT7JGU, 5776663]
[paragraph, [22.0, 485.0, 510.0, 18.0], shoonya_0sIJRJYEVT7JGU, 5776663]
[paragraph, [22.0, 503.0, 510.0, 18.0], shoonya_0sIJRJYEVT7JGU, 5776663]
[paragraph, [22.0, 521.0, 510.0, 18.0], shoonya_0sIJRJYEVT7JGU, 5776663]
[paragraph, [22.0, 539.0, 510.0, 18.0], shoonya_0sIJRJYEVT7JGU, 5776663]
[paragraph, [22.0, 557.0, 510.0, 18.0], shoonya_0sIJRJYEVT7JGU, 5776663]
[paragraph, [22.0, 575.0, 510.0, 18.0], shoonya_0sIJRJYEVT7JGU, 5776663]
[paragraph, [22.0, 593.0, 510.0, 18.0], shoonya_0sIJRJYEVT7JGU, 5776663]
[paragraph, [22.0, 611.0, 510.0, 18.0], shoonya_0sIJRJYEVT7JGU, 5776663]
[paragraph, [22.0, 629.0, 510.0, 18.0], shoonya_0sIJRJYEVT7JGU, 5776663]
[paragraph, [22.0, 647.0, 510.0, 18.0], shoonya_0sIJRJYEVT7JGU, 5776663]
[paragraph, [22.0, 665.0, 510.0, 18.0], shoonya_0sIJRJYEVT7JGU, 5776663]
[paragraph, [22.0, 683.0, 510.0, 18.0], shoonya_0sIJRJYEVT7JGU, 5776663]
[paragraph, [22.0, 701.0, 510.0, 18.0], shoonya_0sIJRJYEVT7JGU, 5776663]
[paragraph, [22.0, 719.0, 510.0, 18.0], shoonya_0sIJRJYEVT7JGU, 5776663]
[paragraph, [25.0, 754.0, 506.0, 18.0], shoonya_3s6L8S24IYQM5U, 5776663]
[paragraph, [25.0, 772.0, 506.0, 18.0], shoonya_3s6L8S24IYQM5U, 5776663]
[paragraph, [25.0, 790.0, 506.0, 18.0], shoonya_3s6L8S24IYQM5U, 5776663]
[paragraph, [25.0, 808.0, 506.0, 18.0], shoonya_3s6L8S24IYQM5U, 5776663]
[paragraph, [25.0, 826.0, 506.0, 18.0], shoonya_3s6L8S24IYQM5U, 5776663]
[paragraph, [25.0, 844.0, 506.0, 18.0], shoonya_3s6L8S24IYQM5U, 5776663]
[paragraph, [25.0, 862.0, 506.0, 18.0], shoonya_3s6L8S24IYQM5U, 5776663]
