[2200, 1700]
[paragraph, [316.0, 76.0, 1090.0, 36.0], shoonya_3sFUFO2DU7KW7T, 5730888]
[paragraph, [316.0, 112.0, 1090.0, 36.0], shoonya_3sFUFO2DU7KW7T, 5730888]
[paragraph, [316.0, 148.0, 1090.0, 36.0], shoonya_3sFUFO2DU7KW7T, 5730888]
[paragraph, [316.0, 184.0, 1090.0, 36.0], shoonya_3sFUFO2DU7KW7T, 5730888]
[paragraph, [316.0, 220.0, 1090.0, 36.0], shoonya_3sFUFO2DU7KW7T, 5730888]
[paragraph, [316.0, 256.0, 1090.0, 36.0], shoonya_3sFUFO2DU7KW7T, 5730888]
[paragraph, [312.0, 313.0, 1093.0, 36.0], shoonya_2sHOX8QW6B9YXG, 5730888]
[paragraph, [312.0, 349.0, 1093.0, 36.0], shoonya_2sHOX8QW6B9YXG, 5730888]
[paragraph, [312.0, 385.0, 1093.0, 36.0], shoonya_2sHOX8QW6B9YXG, 5730888]
[paragraph, [312.0, 421.0, 1093.0, 36.0], shoonya_2sHOX8QW6B9YXG, 5730888]
[paragraph, [312.0, 457.0, 1093.0, 36.0], shoonya_2sHOX8QW6B9YXG, 5730888]
[paragraph, [312.0, 493.0, 1093.0, 36.0], shoonya_2sHOX8QW6B9YXG, 5730888]
[paragraph, [312.0, 529.0, 1093.0, 36.0], shoonya_2sHOX8QW6B9YXG, 5730888]
[paragraph, [312.0, 565.0, 1093.0, 36.0], shoonya_2sHOX8QW6B9YXG, 5730888]
[paragraph, [312.0, 601.0, 1093.0, 36.0], shoonya_2sHOX8QW6B9YXG, 5730888]
[paragraph, [312.0, 637.0, 1093.0, 36.0], shoonya_2sHOX8QW6B9YXG, 5730888]
[paragraph, [312.0, 673.0, 1093.0, 36.0], shoonya_2sHOX8QW6B9YXG, 5730888]
[paragraph, [312.0, 709.0, 1093.0, 36.0], shoonya_2sHOX8QW6B9YXG, 5730888]
[paragraph, [312.0, 745.0, 1093.0, 36.0], shoonya_2sHOX8QW6B9YXG, 5730888]
[paragraph, [312.0, 781.0, 1093.0, 36.0], shoonya_2sHOX8QW6B9YXG, 5730888]
[paragraph, [304.0, 826.0, 1100.0, 36.0], shoonya_1s67IREWUZXSZY, 5730888]
[paragraph, [304.0, 862.0, 1100.0, 36.0], shoonya_1s67IREWUZXSZY, 5730888]
[paragraph, [304.0, 898.0, 1100.0, 36.0], shoonya_1s67IREWUZXSZY, 5730888]
[paragraph, [304.0, 934.0, 1100.0, 36.0], shoonya_1s67IREWUZXSZY, 5730888]
[paragraph, [304.0, 970.0, 1100.0, 36.0], shoonya_1s67IREWUZXSZY, 5730888]
[paragraph, [304.0, 1006.0, 1100.0, 36.0], shoonya_1s67IREWUZXSZY, 5730888]
[paragraph, [304.0, 1042.0, 1100.0, 36.0], shoonya_1s67IREWUZXSZY, 5730888]
[paragraph, [304.0, 1078.0, 1100.0, 36.0], shoonya_1s67IREWUZXSZY, 5730888]
[paragraph, [304.0, 1114.0, 1100.0, 36.0], shoonya_1s67IREWUZXSZY, 5730888]
[paragraph, [304.0, 1150.0, 1100.0, 36.0], shoonya_1s67IREWUZXSZY, 5730888]
[paragraph, [304.0, 1186.0, 1100.0, 36.0], shoonya_1s67IREWUZXSZY, 5730888]
[paragraph, [304.0, 1222.0, 1100.0, 36.0], shoonya_1s67IREWUZXSZY, 5730888]
[paragraph, [299.0, 1278.0, 1095.0, 36.0], shoonya_0sEWIIB7HU8IQN, 5730888]
[paragraph, [299.0, 1314.0, 1095.0, 36.0], shoonya_0sEWIIB7HU8IQN, 5730888]
[paragraph, [299.0, 1350.0, 1095.0, 36.0], shoonya_0sEWIIB7HU8IQN, 5730888]
[paragraph, [299.0, 1386.0, 1095.0, 36.0], shoonya_0sEWIIB7HU8IQN, 5730888]
[paragraph, [299.0, 1422.0, 1095.0, 36.0], shoonya_0sEWIIB7HU8IQN, 5730888]
[paragraph, [299.0, 1458.0, 1095.0, 36.0], shoonya_0sEWIIB7HU8IQN, 5730888]
[paragraph, [299.0, 1494.0, 1095.0, 36.0], shoonya_0sEWIIB7HU8IQN, 5730888]
[paragraph, [299.0, 1530.0, 1095.0, 36.0], shoonya_0sEWIIB7HU8IQN, 5730888]
[paragraph, [299.0, 1566.0, 1095.0, 36.0], shoonya_0sEWIIB7HU8IQN, 5730888]
[paragraph, [299.0, 1602.0, 1095.0, 36.0], shoonya_0sEWIIB7HU8IQN, 5730888]
[paragraph, [299.0, 1638.0, 1095.0, 36.0], shoonya_0sEWIIB7HU8IQN, 5730888]
[paragraph, [299.0, 1674.0, 1095.0, 36.0], shoonya_0sEWIIB7HU8IQN, 5730888]
[paragraph, [299.0, 1710.0, 1095.0, 36.0], shoonya_0sEWIIB7HU8IQN, 5730888]
[paragraph, [299.0, 1746.0, 1095.0, 36.0], shoonya_0sEWIIB7HU8IQN, 5730888]
[paragraph, [299.0, 1782.0, 1095.0, 36.0], shoonya_0sEWIIB7HU8IQN, 5730888]
[paragraph, [299.0, 1818.0, 1095.0, 36.0], shoonya_0sEWIIB7HU8IQN, 5730888]
[paragraph, [299.0, 1854.0, 1095.0, 36.0], shoonya_0sEWIIB7HU8IQN, 5730888]
[paragraph, [299.0, 1890.0, 1095.0, 36.0], shoonya_0sEWIIB7HU8IQN, 5730888]
[paragraph, [299.0, 1926.0, 1095.0, 36.0], shoonya_0sEWIIB7HU8IQN, 5730888]
[folio, [942.0, 2038.0, 367.0, 36.0], 1eHPgD-G4U, 5730888]
