[2200, 1700]
[paragraph, [250.0, 198.0, 1100.0, 36.0], shoonya_0s2AAY4QY1DT3K, 5652175]
[paragraph, [250.0, 234.0, 1100.0, 36.0], shoonya_0s2AAY4QY1DT3K, 5652175]
[paragraph, [250.0, 270.0, 1100.0, 36.0], shoonya_0s2AAY4QY1DT3K, 5652175]
[paragraph, [250.0, 306.0, 1100.0, 36.0], shoonya_0s2AAY4QY1DT3K, 5652175]
[paragraph, [250.0, 342.0, 1100.0, 36.0], shoonya_0s2AAY4QY1DT3K, 5652175]
[paragraph, [250.0, 378.0, 1100.0, 36.0], shoonya_0s2AAY4QY1DT3K, 5652175]
[paragraph, [250.0, 414.0, 1100.0, 36.0], shoonya_0s2AAY4QY1DT3K, 5652175]
[paragraph, [250.0, 450.0, 1100.0, 36.0], shoonya_0s2AAY4QY1DT3K, 5652175]
[paragraph, [250.0, 486.0, 1100.0, 36.0], shoonya_0s2AAY4QY1DT3K, 5652175]
[paragraph, [250.0, 522.0, 1100.0, 36.0], shoonya_0s2AAY4QY1DT3K, 5652175]
[paragraph, [250.0, 558.0, 1100.0, 36.0], shoonya_0s2AAY4QY1DT3K, 5652175]
[paragraph, [250.0, 594.0, 1100.0, 36.0], shoonya_0s2AAY4QY1DT3K, 5652175]
[paragraph, [250.0, 630.0, 1100.0, 36.0], shoonya_0s2AAY4QY1DT3K, 5652175]
[paragraph, [250.0, 666.0, 1100.0, 36.0], shoonya_0s2AAY4QY1DT3K, 5652175]
[paragraph, [294.0, 710.0, 1004.0, 36.0], shoonya_2sWVZ52TF5QTRM, 5652175]
[paragraph, [294.0, 746.0, 1004.0, 36.0], shoonya_2sWVZ52TF5QTRM, 5652175]
[paragraph, [294.0, 782.0, 1004.0, 36.0], shoonya_2sWVZ52TF5QTRM, 5652175]
[paragraph, [294.0, 818.0, 1004.0, 36.0], shoonya_2sWVZ52TF5QTRM, 5652175]
[paragraph, [294.0, 854.0, 1004.0, 36.0], shoonya_2sWVZ52TF5QTRM, 5652175]
[paragraph, [385.0, 896.0, 914.0, 36.0], shoonya_5sL9QBE8RY288U, 5652175]
[paragraph, [298.0, 973.0, 169.0, 36.0], shoonya_6sRZTKKVBQG8MA, 5652175]
[paragraph, [288.0, 1017.0, 1013.0, 36.0], shoonya_1sLW9L80UBP9MA, 5652175]
[paragraph, [288.0, 1053.0, 1013.0, 36.0], shoonya_1sLW9L80UBP9MA, 5652175]
[paragraph, [288.0, 1089.0, 1013.0, 36.0], shoonya_1sLW9L80UBP9MA, 5652175]
[paragraph, [288.0, 1125.0, 1013.0, 36.0], shoonya_1sLW9L80UBP9MA, 5652175]
[paragraph, [288.0, 1161.0, 1013.0, 36.0], shoonya_1sLW9L80UBP9MA, 5652175]
[paragraph, [288.0, 1197.0, 1013.0, 36.0], shoonya_1sLW9L80UBP9MA, 5652175]
[paragraph, [288.0, 1233.0, 1013.0, 36.0], shoonya_1sLW9L80UBP9MA, 5652175]
[paragraph, [288.0, 1269.0, 1013.0, 36.0], shoonya_1sLW9L80UBP9MA, 5652175]
[paragraph, [293.0, 1328.0, 1005.0, 36.0], shoonya_4s2IJI9F9FM383, 5652175]
[paragraph, [293.0, 1364.0, 1005.0, 36.0], shoonya_4s2IJI9F9FM383, 5652175]
[paragraph, [293.0, 1400.0, 1005.0, 36.0], shoonya_4s2IJI9F9FM383, 5652175]
[paragraph, [293.0, 1436.0, 1005.0, 36.0], shoonya_4s2IJI9F9FM383, 5652175]
[paragraph, [293.0, 1472.0, 1005.0, 36.0], shoonya_4s2IJI9F9FM383, 5652175]
[paragraph, [262.0, 1516.0, 1122.0, 36.0], shoonya_3sP1IHTHMDPV43, 5652175]
[paragraph, [262.0, 1552.0, 1122.0, 36.0], shoonya_3sP1IHTHMDPV43, 5652175]
[paragraph, [262.0, 1588.0, 1122.0, 36.0], shoonya_3sP1IHTHMDPV43, 5652175]
[paragraph, [262.0, 1624.0, 1122.0, 36.0], shoonya_3sP1IHTHMDPV43, 5652175]
[paragraph, [262.0, 1660.0, 1122.0, 36.0], shoonya_3sP1IHTHMDPV43, 5652175]
[paragraph, [262.0, 1696.0, 1122.0, 36.0], shoonya_3sP1IHTHMDPV43, 5652175]
[paragraph, [262.0, 1732.0, 1122.0, 36.0], shoonya_3sP1IHTHMDPV43, 5652175]
[paragraph, [262.0, 1768.0, 1122.0, 36.0], shoonya_3sP1IHTHMDPV43, 5652175]
[paragraph, [262.0, 1804.0, 1122.0, 36.0], shoonya_3sP1IHTHMDPV43, 5652175]
[folio, [375.0, 1871.0, 109.0, 36.0], A2Gm6sw2Yp, 5652175]
