[590, 396]
[chapter-title, [65.0, 93.0, 65.0, 30.0], JOYgyzBByR, 6512830]
[paragraph, [67.0, 141.0, 298.0, 18.0], 31eZA7T-Li, 6512830]
[paragraph, [67.0, 159.0, 298.0, 18.0], 31eZA7T-Li, 6512830]
[paragraph, [66.0, 182.0, 298.0, 18.0], qUlEwr5yYj, 6512830]
[paragraph, [66.0, 200.0, 298.0, 18.0], qUlEwr5yYj, 6512830]
[paragraph, [66.0, 218.0, 298.0, 18.0], qUlEwr5yYj, 6512830]
[paragraph, [66.0, 236.0, 298.0, 18.0], qUlEwr5yYj, 6512830]
[paragraph, [66.0, 254.0, 298.0, 18.0], qUlEwr5yYj, 6512830]
[paragraph, [67.0, 276.0, 295.0, 18.0], 3eWYpTLrM6, 6512830]
[paragraph, [64.0, 315.0, 300.0, 18.0], cFPM1ZxIP-, 6512830]
[paragraph, [64.0, 333.0, 300.0, 18.0], cFPM1ZxIP-, 6512830]
[paragraph, [64.0, 351.0, 300.0, 18.0], cFPM1ZxIP-, 6512830]
[paragraph, [64.0, 369.0, 300.0, 18.0], cFPM1ZxIP-, 6512830]
[paragraph, [95.0, 408.0, 261.0, 18.0], 6K0Ze7-Mug, 6512830]
[folio, [315.0, 535.0, 30.0, 18.0], UzAFDrf1BB, 6512830]
