[975, 571]
[chapter-title, [131.0, 7.0, 281.0, 30.0], bcI0c8BbrF, 5776462]
[paragraph, [10.0, 42.0, 533.0, 18.0], shoonya_0s1U8NAFKXXF72, 5776462]
[paragraph, [10.0, 60.0, 533.0, 18.0], shoonya_0s1U8NAFKXXF72, 5776462]
[paragraph, [10.0, 78.0, 533.0, 18.0], shoonya_0s1U8NAFKXXF72, 5776462]
[paragraph, [10.0, 96.0, 533.0, 18.0], shoonya_0s1U8NAFKXXF72, 5776462]
[paragraph, [10.0, 114.0, 533.0, 18.0], shoonya_0s1U8NAFKXXF72, 5776462]
[paragraph, [10.0, 132.0, 533.0, 18.0], shoonya_0s1U8NAFKXXF72, 5776462]
[paragraph, [10.0, 150.0, 533.0, 18.0], shoonya_0s1U8NAFKXXF72, 5776462]
[paragraph, [10.0, 168.0, 533.0, 18.0], shoonya_0s1U8NAFKXXF72, 5776462]
[paragraph, [10.0, 186.0, 533.0, 18.0], shoonya_0s1U8NAFKXXF72, 5776462]
[paragraph, [10.0, 204.0, 533.0, 18.0], shoonya_0s1U8NAFKXXF72, 5776462]
[paragraph, [10.0, 222.0, 533.0, 18.0], shoonya_0s1U8NAFKXXF72, 5776462]
[paragraph, [10.0, 240.0, 533.0, 18.0], shoonya_0s1U8NAFKXXF72, 5776462]
[paragraph, [10.0, 258.0, 533.0, 18.0], shoonya_0s1U8NAFKXXF72, 5776462]
[paragraph, [10.0, 276.0, 533.0, 18.0], shoonya_0s1U8NAFKXXF72, 5776462]
[paragraph, [11.0, 298.0, 531.0, 18.0], shoonya_1s4CN01T3EIN36, 5776462]
[paragraph, [11.0, 316.0, 531.0, 18.0], shoonya_1s4CN01T3EIN36, 5776462]
[paragraph, [11.0, 334.0, 531.0, 18.0], shoonya_1s4CN01T3EIN36, 5776462]
[paragraph, [11.0, 352.0, 531.0, 18.0], shoonya_1s4CN01T3EIN36, 5776462]
[paragraph, [11.0, 370.0, 531.0, 18.0], shoonya_1s4CN01T3EIN36, 5776462]
[paragraph, [11.0, 388.0, 531.0, 18.0], shoonya_1s4CN01T3EIN36, 5776462]
[paragraph, [11.0, 406.0, 531.0, 18.0], shoonya_1s4CN01T3EIN36, 5776462]
[paragraph, [11.0, 424.0, 531.0, 18.0], shoonya_1s4CN01T3EIN36, 5776462]
[paragraph, [11.0, 442.0, 531.0, 18.0], shoonya_1s4CN01T3EIN36, 5776462]
[paragraph, [11.0, 460.0, 531.0, 18.0], shoonya_1s4CN01T3EIN36, 5776462]
[paragraph, [11.0, 478.0, 531.0, 18.0], shoonya_1s4CN01T3EIN36, 5776462]
[paragraph, [11.0, 496.0, 531.0, 18.0], shoonya_1s4CN01T3EIN36, 5776462]
[paragraph, [11.0, 514.0, 531.0, 18.0], shoonya_1s4CN01T3EIN36, 5776462]
[paragraph, [15.0, 547.0, 524.0, 18.0], shoonya_2s5Z3QT8CTKUHM, 5776462]
[paragraph, [15.0, 565.0, 524.0, 18.0], shoonya_2s5Z3QT8CTKUHM, 5776462]
[paragraph, [15.0, 583.0, 524.0, 18.0], shoonya_2s5Z3QT8CTKUHM, 5776462]
[paragraph, [15.0, 601.0, 524.0, 18.0], shoonya_2s5Z3QT8CTKUHM, 5776462]
[paragraph, [15.0, 619.0, 524.0, 18.0], shoonya_2s5Z3QT8CTKUHM, 5776462]
[paragraph, [15.0, 637.0, 524.0, 18.0], shoonya_2s5Z3QT8CTKUHM, 5776462]
[paragraph, [15.0, 655.0, 524.0, 18.0], shoonya_2s5Z3QT8CTKUHM, 5776462]
[paragraph, [15.0, 673.0, 524.0, 18.0], shoonya_2s5Z3QT8CTKUHM, 5776462]
[paragraph, [15.0, 691.0, 524.0, 18.0], shoonya_2s5Z3QT8CTKUHM, 5776462]
[paragraph, [13.0, 717.0, 530.0, 18.0], shoonya_3sG16O8TDZESHD, 5776462]
[paragraph, [13.0, 735.0, 530.0, 18.0], shoonya_3sG16O8TDZESHD, 5776462]
[paragraph, [13.0, 753.0, 530.0, 18.0], shoonya_3sG16O8TDZESHD, 5776462]
[paragraph, [13.0, 771.0, 530.0, 18.0], shoonya_3sG16O8TDZESHD, 5776462]
[paragraph, [16.0, 790.0, 524.0, 18.0], shoonya_4sY61D2PGI6M5Z, 5776462]
[paragraph, [16.0, 808.0, 524.0, 18.0], shoonya_4sY61D2PGI6M5Z, 5776462]
[paragraph, [16.0, 826.0, 524.0, 18.0], shoonya_4sY61D2PGI6M5Z, 5776462]
[paragraph, [16.0, 844.0, 524.0, 18.0], shoonya_4sY61D2PGI6M5Z, 5776462]
[paragraph, [16.0, 862.0, 524.0, 18.0], shoonya_4sY61D2PGI6M5Z, 5776462]
