[688, 400]
[folio, [163.0, 14.0, 86.0, 18.0], REQ05UZKRf, 5748357]
[paragraph, [14.0, 53.0, 380.0, 18.0], k6S1XO0AVu, 5748357]
[paragraph, [14.0, 71.0, 380.0, 18.0], k6S1XO0AVu, 5748357]
[paragraph, [14.0, 89.0, 380.0, 18.0], k6S1XO0AVu, 5748357]
[paragraph, [14.0, 107.0, 380.0, 18.0], k6S1XO0AVu, 5748357]
[paragraph, [14.0, 125.0, 380.0, 18.0], k6S1XO0AVu, 5748357]
[paragraph, [14.0, 143.0, 380.0, 18.0], k6S1XO0AVu, 5748357]
[paragraph, [14.0, 161.0, 380.0, 18.0], k6S1XO0AVu, 5748357]
[paragraph, [14.0, 179.0, 380.0, 18.0], k6S1XO0AVu, 5748357]
[paragraph, [14.0, 197.0, 380.0, 18.0], k6S1XO0AVu, 5748357]
[paragraph, [14.0, 215.0, 380.0, 18.0], k6S1XO0AVu, 5748357]
[paragraph, [14.0, 233.0, 380.0, 18.0], k6S1XO0AVu, 5748357]
[paragraph, [14.0, 251.0, 380.0, 18.0], k6S1XO0AVu, 5748357]
[paragraph, [14.0, 269.0, 380.0, 18.0], k6S1XO0AVu, 5748357]
[paragraph, [14.0, 287.0, 380.0, 18.0], k6S1XO0AVu, 5748357]
[paragraph, [14.0, 305.0, 380.0, 18.0], k6S1XO0AVu, 5748357]
[paragraph, [14.0, 323.0, 380.0, 18.0], k6S1XO0AVu, 5748357]
[paragraph, [14.0, 341.0, 380.0, 18.0], k6S1XO0AVu, 5748357]
[paragraph, [14.0, 359.0, 380.0, 18.0], k6S1XO0AVu, 5748357]
[paragraph, [14.0, 377.0, 380.0, 18.0], k6S1XO0AVu, 5748357]
[paragraph, [14.0, 395.0, 380.0, 18.0], k6S1XO0AVu, 5748357]
[paragraph, [14.0, 413.0, 380.0, 18.0], k6S1XO0AVu, 5748357]
[paragraph, [14.0, 431.0, 380.0, 18.0], k6S1XO0AVu, 5748357]
[paragraph, [14.0, 449.0, 380.0, 18.0], k6S1XO0AVu, 5748357]
[paragraph, [14.0, 467.0, 380.0, 18.0], k6S1XO0AVu, 5748357]
[paragraph, [14.0, 485.0, 380.0, 18.0], k6S1XO0AVu, 5748357]
[paragraph, [14.0, 503.0, 380.0, 18.0], k6S1XO0AVu, 5748357]
[paragraph, [14.0, 521.0, 380.0, 18.0], k6S1XO0AVu, 5748357]
[paragraph, [14.0, 539.0, 380.0, 18.0], k6S1XO0AVu, 5748357]
[paragraph, [14.0, 557.0, 380.0, 18.0], k6S1XO0AVu, 5748357]
[paragraph, [14.0, 575.0, 380.0, 18.0], k6S1XO0AVu, 5748357]
[paragraph, [14.0, 593.0, 380.0, 18.0], k6S1XO0AVu, 5748357]
[paragraph, [14.0, 611.0, 380.0, 18.0], k6S1XO0AVu, 5748357]
[paragraph, [14.0, 629.0, 380.0, 18.0], k6S1XO0AVu, 5748357]
