[1320, 1176]
[folio, [933.0, 55.0, 170.0, 18.0], yPjA7EZ-OE, 5693984]
[folio, [933.0, 73.0, 170.0, 18.0], yPjA7EZ-OE, 5693984]
[folio, [933.0, 91.0, 170.0, 18.0], yPjA7EZ-OE, 5693984]
[folio, [933.0, 109.0, 170.0, 18.0], yPjA7EZ-OE, 5693984]
[folio, [933.0, 127.0, 170.0, 18.0], yPjA7EZ-OE, 5693984]
[folio, [933.0, 145.0, 170.0, 18.0], yPjA7EZ-OE, 5693984]
[answer, [76.0, 488.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 506.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 524.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 542.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 560.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 578.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 596.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 614.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 632.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 650.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 668.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 686.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 704.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 722.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 740.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 758.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 776.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 794.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 812.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 830.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 848.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 866.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 884.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 902.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 920.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 938.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 956.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 974.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 992.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 1010.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 1028.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 1046.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 1064.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 1082.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 1100.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 1118.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 1136.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 1154.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 1172.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 1190.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 1208.0, 935.0, 18.0], zTYdVa36ut, 5693984]
[answer, [76.0, 1226.0, 935.0, 18.0], zTYdVa36ut, 5693984]
