[1613, 1275]
[chapter-title, [158.0, 124.0, 822.0, 58.5], shoonya_3sAK4SLCNOUJVO, 5759294]
[paragraph, [659.0, 304.0, 506.0, 36.0], Bu2VHHuVxB, 5759294]
[paragraph, [659.0, 340.0, 506.0, 36.0], Bu2VHHuVxB, 5759294]
[paragraph, [659.0, 376.0, 506.0, 36.0], Bu2VHHuVxB, 5759294]
[paragraph, [659.0, 412.0, 506.0, 36.0], Bu2VHHuVxB, 5759294]
[paragraph, [659.0, 448.0, 506.0, 36.0], Bu2VHHuVxB, 5759294]
[paragraph, [659.0, 484.0, 506.0, 36.0], Bu2VHHuVxB, 5759294]
[paragraph, [659.0, 520.0, 506.0, 36.0], Bu2VHHuVxB, 5759294]
[paragraph, [659.0, 556.0, 506.0, 36.0], Bu2VHHuVxB, 5759294]
[paragraph, [659.0, 592.0, 506.0, 36.0], Bu2VHHuVxB, 5759294]
[paragraph, [659.0, 628.0, 506.0, 36.0], Bu2VHHuVxB, 5759294]
[paragraph, [659.0, 664.0, 506.0, 36.0], Bu2VHHuVxB, 5759294]
[paragraph, [139.0, 315.0, 458.0, 36.0], shoonya_5sOZTS5WSEO41X, 5759294]
[paragraph, [139.0, 351.0, 458.0, 36.0], shoonya_5sOZTS5WSEO41X, 5759294]
[paragraph, [139.0, 387.0, 458.0, 36.0], shoonya_5sOZTS5WSEO41X, 5759294]
[paragraph, [139.0, 423.0, 458.0, 36.0], shoonya_5sOZTS5WSEO41X, 5759294]
[paragraph, [139.0, 459.0, 458.0, 36.0], shoonya_5sOZTS5WSEO41X, 5759294]
[paragraph, [139.0, 495.0, 458.0, 36.0], shoonya_5sOZTS5WSEO41X, 5759294]
[paragraph, [139.0, 531.0, 458.0, 36.0], shoonya_5sOZTS5WSEO41X, 5759294]
[paragraph, [139.0, 567.0, 458.0, 36.0], shoonya_5sOZTS5WSEO41X, 5759294]
[paragraph, [139.0, 603.0, 458.0, 36.0], shoonya_5sOZTS5WSEO41X, 5759294]
[paragraph, [139.0, 639.0, 458.0, 36.0], shoonya_5sOZTS5WSEO41X, 5759294]
[paragraph, [139.0, 675.0, 458.0, 36.0], shoonya_5sOZTS5WSEO41X, 5759294]
[paragraph, [139.0, 711.0, 458.0, 36.0], shoonya_5sOZTS5WSEO41X, 5759294]
[paragraph, [139.0, 747.0, 458.0, 36.0], shoonya_5sOZTS5WSEO41X, 5759294]
[paragraph, [139.0, 783.0, 458.0, 36.0], shoonya_5sOZTS5WSEO41X, 5759294]
[paragraph, [139.0, 819.0, 458.0, 36.0], shoonya_5sOZTS5WSEO41X, 5759294]
[paragraph, [659.0, 714.0, 503.0, 36.0], FrpM_OsODF, 5759294]
[paragraph, [659.0, 750.0, 503.0, 36.0], FrpM_OsODF, 5759294]
[paragraph, [659.0, 786.0, 503.0, 36.0], FrpM_OsODF, 5759294]
[paragraph, [659.0, 822.0, 503.0, 36.0], FrpM_OsODF, 5759294]
