[1387, 987]
[paragraph, [72.0, 79.0, 858.0, 18.0], shoonya_0sZ02QWEDP3D3S, 5652403]
[paragraph, [72.0, 97.0, 858.0, 18.0], shoonya_0sZ02QWEDP3D3S, 5652403]
[paragraph, [72.0, 115.0, 858.0, 18.0], shoonya_0sZ02QWEDP3D3S, 5652403]
[paragraph, [72.0, 133.0, 858.0, 18.0], shoonya_0sZ02QWEDP3D3S, 5652403]
[paragraph, [72.0, 151.0, 858.0, 18.0], shoonya_0sZ02QWEDP3D3S, 5652403]
[paragraph, [72.0, 169.0, 858.0, 18.0], shoonya_0sZ02QWEDP3D3S, 5652403]
[paragraph, [72.0, 187.0, 858.0, 18.0], shoonya_0sZ02QWEDP3D3S, 5652403]
[paragraph, [69.0, 214.0, 554.0, 18.0], b4e_-6uqSL, 5652403]
[paragraph, [69.0, 232.0, 554.0, 18.0], b4e_-6uqSL, 5652403]
[paragraph, [69.0, 250.0, 554.0, 18.0], b4e_-6uqSL, 5652403]
[paragraph, [78.0, 286.0, 863.0, 18.0], -4B-cqw8fx, 5652403]
[paragraph, [78.0, 304.0, 863.0, 18.0], -4B-cqw8fx, 5652403]
[paragraph, [78.0, 322.0, 863.0, 18.0], -4B-cqw8fx, 5652403]
[paragraph, [78.0, 340.0, 863.0, 18.0], -4B-cqw8fx, 5652403]
[paragraph, [78.0, 358.0, 863.0, 18.0], -4B-cqw8fx, 5652403]
[paragraph, [78.0, 376.0, 863.0, 18.0], -4B-cqw8fx, 5652403]
[paragraph, [66.0, 405.0, 653.0, 18.0], iKCubN78Te, 5652403]
[paragraph, [66.0, 423.0, 653.0, 18.0], iKCubN78Te, 5652403]
[paragraph, [66.0, 441.0, 653.0, 18.0], iKCubN78Te, 5652403]
[paragraph, [77.0, 468.0, 691.0, 18.0], kEMqyO85pR, 5652403]
[paragraph, [77.0, 486.0, 691.0, 18.0], kEMqyO85pR, 5652403]
[paragraph, [77.0, 504.0, 691.0, 18.0], kEMqyO85pR, 5652403]
[paragraph, [73.0, 537.0, 717.0, 18.0], X4xpx3b1LP, 5652403]
[paragraph, [73.0, 555.0, 717.0, 18.0], X4xpx3b1LP, 5652403]
[paragraph, [73.0, 573.0, 717.0, 18.0], X4xpx3b1LP, 5652403]
[paragraph, [70.0, 605.0, 789.0, 18.0], kUe-5EOXGz, 5652403]
[paragraph, [70.0, 623.0, 789.0, 18.0], kUe-5EOXGz, 5652403]
[paragraph, [70.0, 641.0, 789.0, 18.0], kUe-5EOXGz, 5652403]
[paragraph, [71.0, 671.0, 871.0, 18.0], M44Ssu9ICu, 5652403]
[paragraph, [71.0, 689.0, 871.0, 18.0], M44Ssu9ICu, 5652403]
[paragraph, [71.0, 707.0, 871.0, 18.0], M44Ssu9ICu, 5652403]
[paragraph, [71.0, 725.0, 871.0, 18.0], M44Ssu9ICu, 5652403]
[paragraph, [71.0, 743.0, 871.0, 18.0], M44Ssu9ICu, 5652403]
[paragraph, [71.0, 761.0, 871.0, 18.0], M44Ssu9ICu, 5652403]
[paragraph, [71.0, 779.0, 871.0, 18.0], M44Ssu9ICu, 5652403]
[paragraph, [71.0, 797.0, 871.0, 18.0], M44Ssu9ICu, 5652403]
[paragraph, [71.0, 815.0, 871.0, 18.0], M44Ssu9ICu, 5652403]
[paragraph, [71.0, 833.0, 871.0, 18.0], M44Ssu9ICu, 5652403]
[paragraph, [71.0, 851.0, 871.0, 18.0], M44Ssu9ICu, 5652403]
[paragraph, [71.0, 869.0, 871.0, 18.0], M44Ssu9ICu, 5652403]
[paragraph, [71.0, 887.0, 871.0, 18.0], M44Ssu9ICu, 5652403]
[paragraph, [71.0, 905.0, 871.0, 18.0], M44Ssu9ICu, 5652403]
[paragraph, [71.0, 923.0, 871.0, 18.0], M44Ssu9ICu, 5652403]
[paragraph, [71.0, 941.0, 871.0, 18.0], M44Ssu9ICu, 5652403]
[paragraph, [71.0, 959.0, 871.0, 18.0], M44Ssu9ICu, 5652403]
[paragraph, [71.0, 977.0, 871.0, 18.0], M44Ssu9ICu, 5652403]
[paragraph, [71.0, 995.0, 871.0, 18.0], M44Ssu9ICu, 5652403]
[paragraph, [71.0, 1013.0, 871.0, 18.0], M44Ssu9ICu, 5652403]
[paragraph, [71.0, 1031.0, 871.0, 18.0], M44Ssu9ICu, 5652403]
[paragraph, [71.0, 1049.0, 871.0, 18.0], M44Ssu9ICu, 5652403]
[paragraph, [71.0, 1067.0, 871.0, 18.0], M44Ssu9ICu, 5652403]
[paragraph, [71.0, 1085.0, 871.0, 18.0], M44Ssu9ICu, 5652403]
[paragraph, [71.0, 1103.0, 871.0, 18.0], M44Ssu9ICu, 5652403]
[paragraph, [71.0, 1121.0, 871.0, 18.0], M44Ssu9ICu, 5652403]
[paragraph, [71.0, 1139.0, 871.0, 18.0], M44Ssu9ICu, 5652403]
[paragraph, [71.0, 1157.0, 871.0, 18.0], M44Ssu9ICu, 5652403]
[paragraph, [71.0, 1175.0, 871.0, 18.0], M44Ssu9ICu, 5652403]
[paragraph, [71.0, 1193.0, 871.0, 18.0], M44Ssu9ICu, 5652403]
[paragraph, [71.0, 1211.0, 871.0, 18.0], M44Ssu9ICu, 5652403]
[paragraph, [71.0, 1229.0, 871.0, 18.0], M44Ssu9ICu, 5652403]
[paragraph, [71.0, 1247.0, 871.0, 18.0], M44Ssu9ICu, 5652403]
[paragraph, [71.0, 1265.0, 871.0, 18.0], M44Ssu9ICu, 5652403]
[paragraph, [71.0, 1283.0, 871.0, 18.0], M44Ssu9ICu, 5652403]
