[872, 605]
[section-title, [254.0, 30.0, 86.0, 30.0], evpwixmy9L, 6457270]
[folio, [38.0, 31.0, 80.0, 18.0], s82OGQ-Db2, 6457270]
[paragraph, [302.0, 70.0, 263.0, 18.0], y_HFlb0Bnf, 6457270]
[paragraph, [302.0, 88.0, 263.0, 18.0], y_HFlb0Bnf, 6457270]
[paragraph, [302.0, 106.0, 263.0, 18.0], y_HFlb0Bnf, 6457270]
[paragraph, [302.0, 124.0, 263.0, 18.0], y_HFlb0Bnf, 6457270]
[paragraph, [302.0, 142.0, 263.0, 18.0], y_HFlb0Bnf, 6457270]
[paragraph, [302.0, 160.0, 263.0, 18.0], y_HFlb0Bnf, 6457270]
[paragraph, [302.0, 178.0, 263.0, 18.0], y_HFlb0Bnf, 6457270]
[paragraph, [302.0, 196.0, 263.0, 18.0], y_HFlb0Bnf, 6457270]
[paragraph, [302.0, 214.0, 263.0, 18.0], y_HFlb0Bnf, 6457270]
[paragraph, [302.0, 232.0, 263.0, 18.0], y_HFlb0Bnf, 6457270]
[paragraph, [302.0, 250.0, 263.0, 18.0], y_HFlb0Bnf, 6457270]
[paragraph, [302.0, 268.0, 263.0, 18.0], y_HFlb0Bnf, 6457270]
[paragraph, [302.0, 286.0, 263.0, 18.0], y_HFlb0Bnf, 6457270]
[paragraph, [302.0, 304.0, 263.0, 18.0], y_HFlb0Bnf, 6457270]
[paragraph, [35.0, 72.0, 266.0, 18.0], shoonya_0sCZMFOZVLINES, 6457270]
[paragraph, [35.0, 90.0, 266.0, 18.0], shoonya_0sCZMFOZVLINES, 6457270]
[paragraph, [35.0, 108.0, 266.0, 18.0], shoonya_0sCZMFOZVLINES, 6457270]
[paragraph, [35.0, 126.0, 266.0, 18.0], shoonya_0sCZMFOZVLINES, 6457270]
[paragraph, [35.0, 144.0, 266.0, 18.0], shoonya_0sCZMFOZVLINES, 6457270]
[paragraph, [35.0, 162.0, 266.0, 18.0], shoonya_0sCZMFOZVLINES, 6457270]
[paragraph, [35.0, 180.0, 266.0, 18.0], shoonya_0sCZMFOZVLINES, 6457270]
[paragraph, [35.0, 198.0, 266.0, 18.0], shoonya_0sCZMFOZVLINES, 6457270]
[paragraph, [35.0, 216.0, 266.0, 18.0], shoonya_0sCZMFOZVLINES, 6457270]
[paragraph, [35.0, 234.0, 266.0, 18.0], shoonya_0sCZMFOZVLINES, 6457270]
[paragraph, [35.0, 252.0, 266.0, 18.0], shoonya_0sCZMFOZVLINES, 6457270]
[paragraph, [38.0, 281.0, 263.0, 18.0], O-od_xvxAS, 6457270]
[paragraph, [38.0, 299.0, 263.0, 18.0], O-od_xvxAS, 6457270]
[paragraph, [38.0, 317.0, 263.0, 18.0], O-od_xvxAS, 6457270]
[paragraph, [38.0, 335.0, 263.0, 18.0], O-od_xvxAS, 6457270]
[paragraph, [38.0, 353.0, 263.0, 18.0], O-od_xvxAS, 6457270]
[paragraph, [38.0, 371.0, 263.0, 18.0], O-od_xvxAS, 6457270]
[paragraph, [301.0, 338.0, 263.0, 18.0], v5NlW3jJ6I, 6457270]
[paragraph, [301.0, 356.0, 263.0, 18.0], v5NlW3jJ6I, 6457270]
[paragraph, [301.0, 374.0, 263.0, 18.0], v5NlW3jJ6I, 6457270]
