[515, 727]
[section-title, [443.0, 81.0, 128.0, 30.0], shoonya_0s7XDPMS4EFVI3, 6533561]
[paragraph, [504.0, 168.0, 177.0, 18.0], cIA6tdQX-t, 6533561]
[paragraph, [504.0, 186.0, 177.0, 18.0], cIA6tdQX-t, 6533561]
[paragraph, [504.0, 204.0, 177.0, 18.0], cIA6tdQX-t, 6533561]
[paragraph, [504.0, 222.0, 177.0, 18.0], cIA6tdQX-t, 6533561]
[paragraph, [504.0, 240.0, 177.0, 18.0], cIA6tdQX-t, 6533561]
[paragraph, [504.0, 258.0, 177.0, 18.0], cIA6tdQX-t, 6533561]
[paragraph, [504.0, 276.0, 177.0, 18.0], cIA6tdQX-t, 6533561]
[paragraph, [504.0, 294.0, 177.0, 18.0], cIA6tdQX-t, 6533561]
[paragraph, [504.0, 312.0, 177.0, 18.0], cIA6tdQX-t, 6533561]
[paragraph, [504.0, 330.0, 177.0, 18.0], cIA6tdQX-t, 6533561]
[paragraph, [504.0, 348.0, 177.0, 18.0], cIA6tdQX-t, 6533561]
[paragraph, [504.0, 366.0, 177.0, 18.0], cIA6tdQX-t, 6533561]
[paragraph, [517.0, 395.0, 162.0, 18.0], v3SY1RMkvS, 6533561]
