[814, 624]
[section-title, [187.0, 69.0, 263.0, 30.0], shoonya_7sGGEG5WQTE5WO, 5690330]
[unordered-list, [83.0, 147.0, 461.0, 18.0], shoonya_4sMLI14QL7FM2D, 5690330]
[unordered-list, [83.0, 165.0, 461.0, 18.0], shoonya_4sMLI14QL7FM2D, 5690330]
[unordered-list, [83.0, 183.0, 461.0, 18.0], shoonya_4sMLI14QL7FM2D, 5690330]
[unordered-list, [83.0, 201.0, 461.0, 18.0], shoonya_4sMLI14QL7FM2D, 5690330]
[unordered-list, [83.0, 219.0, 461.0, 18.0], shoonya_4sMLI14QL7FM2D, 5690330]
[unordered-list, [83.0, 237.0, 461.0, 18.0], shoonya_4sMLI14QL7FM2D, 5690330]
[unordered-list, [83.0, 255.0, 461.0, 18.0], shoonya_4sMLI14QL7FM2D, 5690330]
[unordered-list, [83.0, 273.0, 461.0, 18.0], shoonya_4sMLI14QL7FM2D, 5690330]
[unordered-list, [83.0, 291.0, 461.0, 18.0], shoonya_4sMLI14QL7FM2D, 5690330]
[unordered-list, [83.0, 309.0, 461.0, 18.0], shoonya_4sMLI14QL7FM2D, 5690330]
[unordered-list, [83.0, 327.0, 461.0, 18.0], shoonya_4sMLI14QL7FM2D, 5690330]
[unordered-list, [83.0, 345.0, 461.0, 18.0], shoonya_4sMLI14QL7FM2D, 5690330]
[unordered-list, [83.0, 363.0, 461.0, 18.0], shoonya_4sMLI14QL7FM2D, 5690330]
[unordered-list, [83.0, 381.0, 461.0, 18.0], shoonya_4sMLI14QL7FM2D, 5690330]
[unordered-list, [83.0, 399.0, 461.0, 18.0], shoonya_4sMLI14QL7FM2D, 5690330]
[unordered-list, [83.0, 417.0, 461.0, 18.0], shoonya_4sMLI14QL7FM2D, 5690330]
[answer, [82.0, 510.0, 459.0, 18.0], shoonya_3s4RTB7566C5N6, 5690330]
[answer, [82.0, 528.0, 459.0, 18.0], shoonya_3s4RTB7566C5N6, 5690330]
[answer, [82.0, 546.0, 459.0, 18.0], shoonya_3s4RTB7566C5N6, 5690330]
[answer, [82.0, 564.0, 459.0, 18.0], shoonya_3s4RTB7566C5N6, 5690330]
[answer, [82.0, 582.0, 459.0, 18.0], shoonya_3s4RTB7566C5N6, 5690330]
[answer, [82.0, 600.0, 459.0, 18.0], shoonya_3s4RTB7566C5N6, 5690330]
[answer, [82.0, 618.0, 459.0, 18.0], shoonya_3s4RTB7566C5N6, 5690330]
[answer, [82.0, 636.0, 459.0, 18.0], shoonya_3s4RTB7566C5N6, 5690330]
[paragraph, [103.0, 711.0, 442.0, 18.0], 7H6P8oK2AQ, 5690330]
