[1806, 1262]
[folio, [163.0, 98.0, 513.0, 36.0], shoonya_0sTXJQVVNKJH7Q, 5680952]
[paragraph, [649.0, 173.0, 507.0, 36.0], xU13RS53eZ, 5680952]
[paragraph, [649.0, 209.0, 507.0, 36.0], xU13RS53eZ, 5680952]
[paragraph, [649.0, 245.0, 507.0, 36.0], xU13RS53eZ, 5680952]
[paragraph, [649.0, 281.0, 507.0, 36.0], xU13RS53eZ, 5680952]
[paragraph, [649.0, 317.0, 507.0, 36.0], xU13RS53eZ, 5680952]
[paragraph, [649.0, 353.0, 507.0, 36.0], xU13RS53eZ, 5680952]
[paragraph, [649.0, 389.0, 507.0, 36.0], xU13RS53eZ, 5680952]
[paragraph, [649.0, 425.0, 507.0, 36.0], xU13RS53eZ, 5680952]
[paragraph, [649.0, 461.0, 507.0, 36.0], xU13RS53eZ, 5680952]
[paragraph, [93.0, 178.0, 509.0, 36.0], dWAv1Kh3SB, 5680952]
[paragraph, [93.0, 214.0, 509.0, 36.0], dWAv1Kh3SB, 5680952]
[paragraph, [93.0, 250.0, 509.0, 36.0], dWAv1Kh3SB, 5680952]
[paragraph, [93.0, 286.0, 509.0, 36.0], dWAv1Kh3SB, 5680952]
[paragraph, [93.0, 322.0, 509.0, 36.0], dWAv1Kh3SB, 5680952]
[paragraph, [93.0, 358.0, 509.0, 36.0], dWAv1Kh3SB, 5680952]
[paragraph, [93.0, 394.0, 509.0, 36.0], dWAv1Kh3SB, 5680952]
[paragraph, [93.0, 430.0, 509.0, 36.0], dWAv1Kh3SB, 5680952]
[paragraph, [93.0, 466.0, 509.0, 36.0], dWAv1Kh3SB, 5680952]
[paragraph, [93.0, 502.0, 509.0, 36.0], dWAv1Kh3SB, 5680952]
[paragraph, [93.0, 538.0, 509.0, 36.0], dWAv1Kh3SB, 5680952]
[paragraph, [93.0, 574.0, 509.0, 36.0], dWAv1Kh3SB, 5680952]
[paragraph, [93.0, 610.0, 509.0, 36.0], dWAv1Kh3SB, 5680952]
[paragraph, [651.0, 509.0, 515.0, 36.0], MmWO-lLLZZ, 5680952]
[paragraph, [651.0, 545.0, 515.0, 36.0], MmWO-lLLZZ, 5680952]
[paragraph, [651.0, 581.0, 515.0, 36.0], MmWO-lLLZZ, 5680952]
[paragraph, [651.0, 617.0, 515.0, 36.0], MmWO-lLLZZ, 5680952]
[paragraph, [651.0, 653.0, 515.0, 36.0], MmWO-lLLZZ, 5680952]
[paragraph, [651.0, 689.0, 515.0, 36.0], MmWO-lLLZZ, 5680952]
[paragraph, [651.0, 725.0, 515.0, 36.0], MmWO-lLLZZ, 5680952]
[paragraph, [651.0, 761.0, 515.0, 36.0], MmWO-lLLZZ, 5680952]
[paragraph, [651.0, 797.0, 515.0, 36.0], MmWO-lLLZZ, 5680952]
[paragraph, [651.0, 833.0, 515.0, 36.0], MmWO-lLLZZ, 5680952]
[paragraph, [651.0, 869.0, 515.0, 36.0], MmWO-lLLZZ, 5680952]
[paragraph, [651.0, 905.0, 515.0, 36.0], MmWO-lLLZZ, 5680952]
[paragraph, [651.0, 941.0, 515.0, 36.0], MmWO-lLLZZ, 5680952]
[paragraph, [651.0, 977.0, 515.0, 36.0], MmWO-lLLZZ, 5680952]
[paragraph, [651.0, 1013.0, 515.0, 36.0], MmWO-lLLZZ, 5680952]
[paragraph, [651.0, 1049.0, 515.0, 36.0], MmWO-lLLZZ, 5680952]
[paragraph, [651.0, 1085.0, 515.0, 36.0], MmWO-lLLZZ, 5680952]
[paragraph, [651.0, 1121.0, 515.0, 36.0], MmWO-lLLZZ, 5680952]
[paragraph, [651.0, 1157.0, 515.0, 36.0], MmWO-lLLZZ, 5680952]
[paragraph, [651.0, 1193.0, 515.0, 36.0], MmWO-lLLZZ, 5680952]
[paragraph, [651.0, 1229.0, 515.0, 36.0], MmWO-lLLZZ, 5680952]
[paragraph, [651.0, 1265.0, 515.0, 36.0], MmWO-lLLZZ, 5680952]
[paragraph, [651.0, 1301.0, 515.0, 36.0], MmWO-lLLZZ, 5680952]
[paragraph, [651.0, 1337.0, 515.0, 36.0], MmWO-lLLZZ, 5680952]
[paragraph, [651.0, 1373.0, 515.0, 36.0], MmWO-lLLZZ, 5680952]
[paragraph, [651.0, 1409.0, 515.0, 36.0], MmWO-lLLZZ, 5680952]
[paragraph, [651.0, 1445.0, 515.0, 36.0], MmWO-lLLZZ, 5680952]
[paragraph, [651.0, 1481.0, 515.0, 36.0], MmWO-lLLZZ, 5680952]
[paragraph, [651.0, 1517.0, 515.0, 36.0], MmWO-lLLZZ, 5680952]
[paragraph, [651.0, 1553.0, 515.0, 36.0], MmWO-lLLZZ, 5680952]
[paragraph, [651.0, 1589.0, 515.0, 36.0], MmWO-lLLZZ, 5680952]
[paragraph, [651.0, 1625.0, 515.0, 36.0], MmWO-lLLZZ, 5680952]
[paragraph, [651.0, 1661.0, 515.0, 36.0], MmWO-lLLZZ, 5680952]
[paragraph, [99.0, 654.0, 507.0, 36.0], SS8cgX0t-a, 5680952]
[paragraph, [99.0, 690.0, 507.0, 36.0], SS8cgX0t-a, 5680952]
[paragraph, [99.0, 726.0, 507.0, 36.0], SS8cgX0t-a, 5680952]
[paragraph, [99.0, 762.0, 507.0, 36.0], SS8cgX0t-a, 5680952]
[paragraph, [99.0, 798.0, 507.0, 36.0], SS8cgX0t-a, 5680952]
[paragraph, [99.0, 834.0, 507.0, 36.0], SS8cgX0t-a, 5680952]
[paragraph, [99.0, 870.0, 507.0, 36.0], SS8cgX0t-a, 5680952]
[paragraph, [99.0, 906.0, 507.0, 36.0], SS8cgX0t-a, 5680952]
[paragraph, [99.0, 942.0, 507.0, 36.0], SS8cgX0t-a, 5680952]
[paragraph, [99.0, 978.0, 507.0, 36.0], SS8cgX0t-a, 5680952]
[paragraph, [99.0, 1014.0, 507.0, 36.0], SS8cgX0t-a, 5680952]
[paragraph, [99.0, 1050.0, 507.0, 36.0], SS8cgX0t-a, 5680952]
[paragraph, [99.0, 1086.0, 507.0, 36.0], SS8cgX0t-a, 5680952]
[paragraph, [99.0, 1122.0, 507.0, 36.0], SS8cgX0t-a, 5680952]
[paragraph, [99.0, 1158.0, 507.0, 36.0], SS8cgX0t-a, 5680952]
[paragraph, [99.0, 1194.0, 507.0, 36.0], SS8cgX0t-a, 5680952]
[paragraph, [99.0, 1230.0, 507.0, 36.0], SS8cgX0t-a, 5680952]
[paragraph, [99.0, 1266.0, 507.0, 36.0], SS8cgX0t-a, 5680952]
[paragraph, [99.0, 1302.0, 507.0, 36.0], SS8cgX0t-a, 5680952]
[paragraph, [99.0, 1338.0, 507.0, 36.0], SS8cgX0t-a, 5680952]
[paragraph, [99.0, 1374.0, 507.0, 36.0], SS8cgX0t-a, 5680952]
[paragraph, [99.0, 1410.0, 507.0, 36.0], SS8cgX0t-a, 5680952]
[paragraph, [99.0, 1446.0, 507.0, 36.0], SS8cgX0t-a, 5680952]
[paragraph, [99.0, 1482.0, 507.0, 36.0], SS8cgX0t-a, 5680952]
