[994, 613]
[section-title, [129.0, 95.0, 318.0, 30.0], xSLJtYqxPp, 5756298]
[paragraph, [134.0, 119.0, 388.0, 18.0], shoonya_2sX1QILSKMC5OV, 5756298]
[paragraph, [134.0, 137.0, 388.0, 18.0], shoonya_2sX1QILSKMC5OV, 5756298]
[ordered-list, [137.0, 170.0, 346.0, 18.0], shoonya_1sKJU2B39O3DKK, 5756298]
[ordered-list, [137.0, 188.0, 346.0, 18.0], shoonya_1sKJU2B39O3DKK, 5756298]
[ordered-list, [137.0, 206.0, 346.0, 18.0], shoonya_1sKJU2B39O3DKK, 5756298]
[ordered-list, [137.0, 224.0, 346.0, 18.0], shoonya_1sKJU2B39O3DKK, 5756298]
[ordered-list, [137.0, 242.0, 346.0, 18.0], shoonya_1sKJU2B39O3DKK, 5756298]
[ordered-list, [137.0, 260.0, 346.0, 18.0], shoonya_1sKJU2B39O3DKK, 5756298]
[ordered-list, [137.0, 278.0, 346.0, 18.0], shoonya_1sKJU2B39O3DKK, 5756298]
[ordered-list, [137.0, 296.0, 346.0, 18.0], shoonya_1sKJU2B39O3DKK, 5756298]
[unordered-list, [157.0, 317.0, 382.0, 18.0], shoonya_0sZ5JECPAFIVIN, 5756298]
[unordered-list, [157.0, 335.0, 382.0, 18.0], shoonya_0sZ5JECPAFIVIN, 5756298]
[unordered-list, [157.0, 353.0, 382.0, 18.0], shoonya_0sZ5JECPAFIVIN, 5756298]
[unordered-list, [157.0, 371.0, 382.0, 18.0], shoonya_0sZ5JECPAFIVIN, 5756298]
[unordered-list, [157.0, 389.0, 382.0, 18.0], shoonya_0sZ5JECPAFIVIN, 5756298]
[unordered-list, [157.0, 407.0, 382.0, 18.0], shoonya_0sZ5JECPAFIVIN, 5756298]
[unordered-list, [157.0, 425.0, 382.0, 18.0], shoonya_0sZ5JECPAFIVIN, 5756298]
[unordered-list, [157.0, 443.0, 382.0, 18.0], shoonya_0sZ5JECPAFIVIN, 5756298]
[unordered-list, [157.0, 461.0, 382.0, 18.0], shoonya_0sZ5JECPAFIVIN, 5756298]
[unordered-list, [157.0, 479.0, 382.0, 18.0], shoonya_0sZ5JECPAFIVIN, 5756298]
[unordered-list, [157.0, 497.0, 382.0, 18.0], shoonya_0sZ5JECPAFIVIN, 5756298]
[unordered-list, [157.0, 515.0, 382.0, 18.0], shoonya_0sZ5JECPAFIVIN, 5756298]
[unordered-list, [157.0, 533.0, 382.0, 18.0], shoonya_0sZ5JECPAFIVIN, 5756298]
