[2067, 1567]
[folio, [189.0, 195.0, 158.0, 36.0], Xq71x_-Lzv, 5735491]
[folio, [1052.0, 195.0, 320.0, 36.0], In6Q3ZFSz_, 5735491]
[paragraph, [191.0, 249.0, 581.0, 36.0], shoonya_0sQYH1SATCY7FV, 5735491]
[paragraph, [191.0, 285.0, 581.0, 36.0], shoonya_0sQYH1SATCY7FV, 5735491]
[paragraph, [191.0, 321.0, 581.0, 36.0], shoonya_0sQYH1SATCY7FV, 5735491]
[paragraph, [191.0, 357.0, 581.0, 36.0], shoonya_0sQYH1SATCY7FV, 5735491]
[paragraph, [191.0, 393.0, 581.0, 36.0], shoonya_0sQYH1SATCY7FV, 5735491]
[paragraph, [191.0, 429.0, 581.0, 36.0], shoonya_0sQYH1SATCY7FV, 5735491]
[paragraph, [191.0, 465.0, 581.0, 36.0], shoonya_0sQYH1SATCY7FV, 5735491]
[paragraph, [191.0, 501.0, 581.0, 36.0], shoonya_0sQYH1SATCY7FV, 5735491]
[paragraph, [191.0, 537.0, 581.0, 36.0], shoonya_0sQYH1SATCY7FV, 5735491]
[paragraph, [191.0, 573.0, 581.0, 36.0], shoonya_0sQYH1SATCY7FV, 5735491]
[paragraph, [191.0, 609.0, 581.0, 36.0], shoonya_0sQYH1SATCY7FV, 5735491]
[paragraph, [191.0, 645.0, 581.0, 36.0], shoonya_0sQYH1SATCY7FV, 5735491]
[paragraph, [191.0, 681.0, 581.0, 36.0], shoonya_0sQYH1SATCY7FV, 5735491]
[paragraph, [191.0, 717.0, 581.0, 36.0], shoonya_0sQYH1SATCY7FV, 5735491]
[paragraph, [191.0, 753.0, 581.0, 36.0], shoonya_0sQYH1SATCY7FV, 5735491]
[paragraph, [191.0, 789.0, 581.0, 36.0], shoonya_0sQYH1SATCY7FV, 5735491]
[paragraph, [191.0, 825.0, 581.0, 36.0], shoonya_0sQYH1SATCY7FV, 5735491]
[paragraph, [792.0, 250.0, 581.0, 36.0], shoonya_5s6J9BPHM65C8R, 5735491]
[paragraph, [792.0, 286.0, 581.0, 36.0], shoonya_5s6J9BPHM65C8R, 5735491]
[paragraph, [792.0, 322.0, 581.0, 36.0], shoonya_5s6J9BPHM65C8R, 5735491]
[paragraph, [792.0, 358.0, 581.0, 36.0], shoonya_5s6J9BPHM65C8R, 5735491]
[paragraph, [792.0, 394.0, 581.0, 36.0], shoonya_5s6J9BPHM65C8R, 5735491]
[paragraph, [792.0, 430.0, 581.0, 36.0], shoonya_5s6J9BPHM65C8R, 5735491]
[paragraph, [792.0, 466.0, 581.0, 36.0], shoonya_5s6J9BPHM65C8R, 5735491]
[paragraph, [791.0, 517.0, 580.0, 36.0], shoonya_4s5XHH7ZEM868B, 5735491]
[paragraph, [791.0, 553.0, 580.0, 36.0], shoonya_4s5XHH7ZEM868B, 5735491]
[paragraph, [791.0, 589.0, 580.0, 36.0], shoonya_4s5XHH7ZEM868B, 5735491]
