[1754, 1241]
[section-title, [489.0, 83.0, 323.0, 49.5], shoonya_0sI37X4WA28DDR, 5780670]
[section-title, [489.0, 132.5, 323.0, 49.5], shoonya_0sI37X4WA28DDR, 5780670]
[ordered-list, [194.0, 211.0, 963.0, 36.0], Ozmagv-vUg, 5780670]
[ordered-list, [194.0, 247.0, 963.0, 36.0], Ozmagv-vUg, 5780670]
[ordered-list, [194.0, 283.0, 963.0, 36.0], Ozmagv-vUg, 5780670]
[ordered-list, [194.0, 319.0, 963.0, 36.0], Ozmagv-vUg, 5780670]
[ordered-list, [194.0, 355.0, 963.0, 36.0], Ozmagv-vUg, 5780670]
[ordered-list, [194.0, 391.0, 963.0, 36.0], Ozmagv-vUg, 5780670]
[ordered-list, [194.0, 427.0, 963.0, 36.0], Ozmagv-vUg, 5780670]
[ordered-list, [194.0, 463.0, 963.0, 36.0], Ozmagv-vUg, 5780670]
[ordered-list, [194.0, 499.0, 963.0, 36.0], Ozmagv-vUg, 5780670]
[ordered-list, [194.0, 535.0, 963.0, 36.0], Ozmagv-vUg, 5780670]
[ordered-list, [194.0, 571.0, 963.0, 36.0], Ozmagv-vUg, 5780670]
[ordered-list, [194.0, 607.0, 963.0, 36.0], Ozmagv-vUg, 5780670]
[ordered-list, [194.0, 643.0, 963.0, 36.0], Ozmagv-vUg, 5780670]
[ordered-list, [194.0, 679.0, 963.0, 36.0], Ozmagv-vUg, 5780670]
[ordered-list, [194.0, 715.0, 963.0, 36.0], Ozmagv-vUg, 5780670]
[ordered-list, [194.0, 751.0, 963.0, 36.0], Ozmagv-vUg, 5780670]
[ordered-list, [194.0, 787.0, 963.0, 36.0], Ozmagv-vUg, 5780670]
[sidebar, [991.0, 218.0, 154.0, 36.0], 3gmoH7Giqq, 5780670]
[sub-ordered-list, [226.0, 259.0, 550.0, 36.0], BeqaVMz4an, 5780670]
[sub-ordered-list, [226.0, 295.0, 550.0, 36.0], BeqaVMz4an, 5780670]
[sidebar, [986.0, 378.0, 157.0, 36.0], QSLgvd_0Uk, 5780670]
[sub-ordered-list, [224.0, 422.0, 538.0, 36.0], Iag7NtRIm5, 5780670]
[sub-ordered-list, [224.0, 458.0, 538.0, 36.0], Iag7NtRIm5, 5780670]
[sidebar, [986.0, 549.0, 157.0, 36.0], dYPwneFgX9, 5780670]
[sub-ordered-list, [219.0, 587.0, 451.0, 36.0], Mnon4YLtUw, 5780670]
[sub-ordered-list, [219.0, 623.0, 451.0, 36.0], Mnon4YLtUw, 5780670]
[sidebar, [982.0, 705.0, 152.0, 36.0], o7DSnnlVyH, 5780670]
[sub-ordered-list, [216.0, 754.0, 462.0, 36.0], imHk7mOojF, 5780670]
[sub-ordered-list, [216.0, 790.0, 462.0, 36.0], imHk7mOojF, 5780670]
[reference, [180.0, 866.0, 986.0, 36.0], dlWS7H2ywc, 5780670]
[reference, [180.0, 902.0, 986.0, 36.0], dlWS7H2ywc, 5780670]
[reference, [180.0, 938.0, 986.0, 36.0], dlWS7H2ywc, 5780670]
[reference, [180.0, 974.0, 986.0, 36.0], dlWS7H2ywc, 5780670]
[reference, [180.0, 1010.0, 986.0, 36.0], dlWS7H2ywc, 5780670]
[reference, [180.0, 1046.0, 986.0, 36.0], dlWS7H2ywc, 5780670]
[reference, [180.0, 1082.0, 986.0, 36.0], dlWS7H2ywc, 5780670]
[reference, [180.0, 1118.0, 986.0, 36.0], dlWS7H2ywc, 5780670]
[reference, [180.0, 1154.0, 986.0, 36.0], dlWS7H2ywc, 5780670]
[reference, [180.0, 1190.0, 986.0, 36.0], dlWS7H2ywc, 5780670]
[reference, [180.0, 1226.0, 986.0, 36.0], dlWS7H2ywc, 5780670]
[reference, [180.0, 1262.0, 986.0, 36.0], dlWS7H2ywc, 5780670]
[reference, [180.0, 1298.0, 986.0, 36.0], dlWS7H2ywc, 5780670]
[reference, [180.0, 1334.0, 986.0, 36.0], dlWS7H2ywc, 5780670]
[reference, [180.0, 1370.0, 986.0, 36.0], dlWS7H2ywc, 5780670]
[reference, [180.0, 1406.0, 986.0, 36.0], dlWS7H2ywc, 5780670]
[reference, [180.0, 1442.0, 986.0, 36.0], dlWS7H2ywc, 5780670]
[reference, [180.0, 1478.0, 986.0, 36.0], dlWS7H2ywc, 5780670]
[reference, [180.0, 1514.0, 986.0, 36.0], dlWS7H2ywc, 5780670]
[reference, [180.0, 1550.0, 986.0, 36.0], dlWS7H2ywc, 5780670]
[reference, [180.0, 1586.0, 986.0, 36.0], dlWS7H2ywc, 5780670]
