[872, 605]
[folio, [38.0, 29.0, 83.0, 18.0], WkBE-3KtO_, 6457279]
[paragraph, [32.0, 68.0, 267.0, 18.0], shoonya_0sAXIP30RT2CBX, 6457279]
[paragraph, [32.0, 86.0, 267.0, 18.0], shoonya_0sAXIP30RT2CBX, 6457279]
[paragraph, [32.0, 104.0, 267.0, 18.0], shoonya_0sAXIP30RT2CBX, 6457279]
[paragraph, [299.0, 69.0, 261.0, 18.0], zs3KHETn6J, 6457279]
[paragraph, [299.0, 87.0, 261.0, 18.0], zs3KHETn6J, 6457279]
[paragraph, [299.0, 105.0, 261.0, 18.0], zs3KHETn6J, 6457279]
[paragraph, [299.0, 123.0, 261.0, 18.0], zs3KHETn6J, 6457279]
[paragraph, [299.0, 141.0, 261.0, 18.0], zs3KHETn6J, 6457279]
[paragraph, [299.0, 159.0, 261.0, 18.0], zs3KHETn6J, 6457279]
[paragraph, [299.0, 177.0, 261.0, 18.0], zs3KHETn6J, 6457279]
[paragraph, [34.0, 148.0, 264.0, 18.0], wKc1vivreT, 6457279]
[paragraph, [33.0, 165.0, 254.0, 18.0], TUrvIc5nZh, 6457279]
[paragraph, [33.0, 183.0, 254.0, 18.0], TUrvIc5nZh, 6457279]
[paragraph, [34.0, 202.0, 207.0, 18.0], SbjbgwPEaQ, 6457279]
[paragraph, [301.0, 213.0, 263.0, 18.0], -V0Y4KRfEi, 6457279]
[paragraph, [301.0, 231.0, 263.0, 18.0], -V0Y4KRfEi, 6457279]
[paragraph, [301.0, 249.0, 263.0, 18.0], -V0Y4KRfEi, 6457279]
[paragraph, [301.0, 267.0, 263.0, 18.0], -V0Y4KRfEi, 6457279]
[paragraph, [36.0, 223.0, 268.0, 18.0], MS8nP4hWoo, 6457279]
[paragraph, [36.0, 241.0, 268.0, 18.0], MS8nP4hWoo, 6457279]
[paragraph, [36.0, 259.0, 268.0, 18.0], MS8nP4hWoo, 6457279]
[paragraph, [36.0, 277.0, 268.0, 18.0], MS8nP4hWoo, 6457279]
[paragraph, [36.0, 295.0, 268.0, 18.0], MS8nP4hWoo, 6457279]
[paragraph, [36.0, 313.0, 268.0, 18.0], MS8nP4hWoo, 6457279]
[paragraph, [36.0, 331.0, 268.0, 18.0], MS8nP4hWoo, 6457279]
[paragraph, [36.0, 349.0, 268.0, 18.0], MS8nP4hWoo, 6457279]
[paragraph, [36.0, 367.0, 268.0, 18.0], MS8nP4hWoo, 6457279]
[paragraph, [36.0, 385.0, 268.0, 18.0], MS8nP4hWoo, 6457279]
[paragraph, [36.0, 403.0, 268.0, 18.0], MS8nP4hWoo, 6457279]
[paragraph, [36.0, 421.0, 268.0, 18.0], MS8nP4hWoo, 6457279]
[paragraph, [36.0, 439.0, 268.0, 18.0], MS8nP4hWoo, 6457279]
[paragraph, [36.0, 457.0, 268.0, 18.0], MS8nP4hWoo, 6457279]
[paragraph, [36.0, 475.0, 268.0, 18.0], MS8nP4hWoo, 6457279]
[paragraph, [36.0, 493.0, 268.0, 18.0], MS8nP4hWoo, 6457279]
[paragraph, [317.0, 283.0, 247.0, 18.0], 4oHDYJSMjL, 6457279]
[paragraph, [303.0, 307.0, 256.0, 18.0], 5xTWAA01ow, 6457279]
[paragraph, [303.0, 325.0, 256.0, 18.0], 5xTWAA01ow, 6457279]
[paragraph, [303.0, 344.0, 239.0, 18.0], 7QGjc_I7aa, 6457279]
[paragraph, [305.0, 363.0, 264.0, 18.0], mkzWCfon0Z, 6457279]
[paragraph, [305.0, 381.0, 264.0, 18.0], mkzWCfon0Z, 6457279]
[paragraph, [305.0, 399.0, 264.0, 18.0], mkzWCfon0Z, 6457279]
[paragraph, [305.0, 417.0, 264.0, 18.0], mkzWCfon0Z, 6457279]
[paragraph, [305.0, 435.0, 264.0, 18.0], mkzWCfon0Z, 6457279]
[paragraph, [305.0, 453.0, 264.0, 18.0], mkzWCfon0Z, 6457279]
[paragraph, [305.0, 471.0, 264.0, 18.0], mkzWCfon0Z, 6457279]
[paragraph, [305.0, 489.0, 264.0, 18.0], mkzWCfon0Z, 6457279]
[paragraph, [305.0, 507.0, 264.0, 18.0], mkzWCfon0Z, 6457279]
[paragraph, [305.0, 525.0, 264.0, 18.0], mkzWCfon0Z, 6457279]
[paragraph, [305.0, 543.0, 264.0, 18.0], mkzWCfon0Z, 6457279]
[paragraph, [305.0, 561.0, 264.0, 18.0], mkzWCfon0Z, 6457279]
[paragraph, [305.0, 579.0, 264.0, 18.0], mkzWCfon0Z, 6457279]
[paragraph, [305.0, 597.0, 264.0, 18.0], mkzWCfon0Z, 6457279]
[paragraph, [305.0, 615.0, 264.0, 18.0], mkzWCfon0Z, 6457279]
[paragraph, [305.0, 633.0, 264.0, 18.0], mkzWCfon0Z, 6457279]
[paragraph, [305.0, 651.0, 264.0, 18.0], mkzWCfon0Z, 6457279]
[paragraph, [305.0, 669.0, 264.0, 18.0], mkzWCfon0Z, 6457279]
[paragraph, [305.0, 687.0, 264.0, 18.0], mkzWCfon0Z, 6457279]
[paragraph, [38.0, 518.0, 266.0, 18.0], pxVEAmSjcn, 6457279]
[paragraph, [38.0, 536.0, 266.0, 18.0], pxVEAmSjcn, 6457279]
[paragraph, [38.0, 554.0, 266.0, 18.0], pxVEAmSjcn, 6457279]
[paragraph, [38.0, 572.0, 266.0, 18.0], pxVEAmSjcn, 6457279]
[paragraph, [38.0, 590.0, 266.0, 18.0], pxVEAmSjcn, 6457279]
[paragraph, [38.0, 610.0, 262.0, 18.0], W5s_R2UDgS, 6457279]
[paragraph, [35.0, 633.0, 268.0, 18.0], k07xvXQ1P8, 6457279]
[paragraph, [35.0, 651.0, 268.0, 18.0], k07xvXQ1P8, 6457279]
[paragraph, [35.0, 669.0, 268.0, 18.0], k07xvXQ1P8, 6457279]
[paragraph, [35.0, 687.0, 268.0, 18.0], k07xvXQ1P8, 6457279]
[paragraph, [35.0, 705.0, 268.0, 18.0], k07xvXQ1P8, 6457279]
[reference, [304.0, 718.0, 267.0, 18.0], oloyIQzbtr, 6457279]
[reference, [304.0, 736.0, 267.0, 18.0], oloyIQzbtr, 6457279]
[reference, [304.0, 754.0, 267.0, 18.0], oloyIQzbtr, 6457279]
[reference, [304.0, 772.0, 267.0, 18.0], oloyIQzbtr, 6457279]
[reference, [304.0, 790.0, 267.0, 18.0], oloyIQzbtr, 6457279]
[reference, [304.0, 808.0, 267.0, 18.0], oloyIQzbtr, 6457279]
[reference, [36.0, 731.0, 269.0, 18.0], -olKhUWkdZ, 6457279]
[reference, [36.0, 749.0, 269.0, 18.0], -olKhUWkdZ, 6457279]
