[1387, 987]
[paragraph, [66.0, 84.0, 815.0, 18.0], shoonya_0s8Z2LODB20T58, 5652741]
[paragraph, [66.0, 102.0, 815.0, 18.0], shoonya_0s8Z2LODB20T58, 5652741]
[paragraph, [66.0, 120.0, 815.0, 18.0], shoonya_0s8Z2LODB20T58, 5652741]
[paragraph, [66.0, 138.0, 815.0, 18.0], shoonya_0s8Z2LODB20T58, 5652741]
[paragraph, [66.0, 156.0, 815.0, 18.0], shoonya_0s8Z2LODB20T58, 5652741]
[paragraph, [66.0, 174.0, 815.0, 18.0], shoonya_0s8Z2LODB20T58, 5652741]
[paragraph, [66.0, 192.0, 815.0, 18.0], shoonya_0s8Z2LODB20T58, 5652741]
[paragraph, [32.0, 221.0, 906.0, 18.0], HDZ7LXHiok, 5652741]
[paragraph, [32.0, 239.0, 906.0, 18.0], HDZ7LXHiok, 5652741]
[paragraph, [32.0, 257.0, 906.0, 18.0], HDZ7LXHiok, 5652741]
[paragraph, [32.0, 275.0, 906.0, 18.0], HDZ7LXHiok, 5652741]
[paragraph, [32.0, 293.0, 906.0, 18.0], HDZ7LXHiok, 5652741]
[paragraph, [32.0, 311.0, 906.0, 18.0], HDZ7LXHiok, 5652741]
[paragraph, [32.0, 329.0, 906.0, 18.0], HDZ7LXHiok, 5652741]
[paragraph, [32.0, 347.0, 906.0, 18.0], HDZ7LXHiok, 5652741]
[paragraph, [32.0, 365.0, 906.0, 18.0], HDZ7LXHiok, 5652741]
[paragraph, [58.0, 393.0, 855.0, 18.0], zjsV6i5gph, 5652741]
[paragraph, [58.0, 411.0, 855.0, 18.0], zjsV6i5gph, 5652741]
[paragraph, [58.0, 429.0, 855.0, 18.0], zjsV6i5gph, 5652741]
[paragraph, [58.0, 447.0, 855.0, 18.0], zjsV6i5gph, 5652741]
[paragraph, [58.0, 465.0, 855.0, 18.0], zjsV6i5gph, 5652741]
[paragraph, [58.0, 483.0, 855.0, 18.0], zjsV6i5gph, 5652741]
[paragraph, [58.0, 501.0, 855.0, 18.0], zjsV6i5gph, 5652741]
[paragraph, [58.0, 519.0, 855.0, 18.0], zjsV6i5gph, 5652741]
[paragraph, [58.0, 537.0, 855.0, 18.0], zjsV6i5gph, 5652741]
[paragraph, [58.0, 555.0, 855.0, 18.0], zjsV6i5gph, 5652741]
[paragraph, [58.0, 573.0, 855.0, 18.0], zjsV6i5gph, 5652741]
[paragraph, [58.0, 591.0, 855.0, 18.0], zjsV6i5gph, 5652741]
[paragraph, [58.0, 609.0, 855.0, 18.0], zjsV6i5gph, 5652741]
[paragraph, [58.0, 627.0, 855.0, 18.0], zjsV6i5gph, 5652741]
[paragraph, [58.0, 645.0, 855.0, 18.0], zjsV6i5gph, 5652741]
[paragraph, [58.0, 663.0, 855.0, 18.0], zjsV6i5gph, 5652741]
[paragraph, [58.0, 681.0, 855.0, 18.0], zjsV6i5gph, 5652741]
[paragraph, [58.0, 699.0, 855.0, 18.0], zjsV6i5gph, 5652741]
[paragraph, [58.0, 717.0, 855.0, 18.0], zjsV6i5gph, 5652741]
[paragraph, [58.0, 735.0, 855.0, 18.0], zjsV6i5gph, 5652741]
[paragraph, [58.0, 753.0, 855.0, 18.0], zjsV6i5gph, 5652741]
[paragraph, [58.0, 771.0, 855.0, 18.0], zjsV6i5gph, 5652741]
[paragraph, [65.0, 807.0, 848.0, 18.0], THNAKFucOX, 5652741]
[paragraph, [65.0, 825.0, 848.0, 18.0], THNAKFucOX, 5652741]
[paragraph, [65.0, 843.0, 848.0, 18.0], THNAKFucOX, 5652741]
[paragraph, [65.0, 861.0, 848.0, 18.0], THNAKFucOX, 5652741]
[paragraph, [65.0, 879.0, 848.0, 18.0], THNAKFucOX, 5652741]
[paragraph, [65.0, 897.0, 848.0, 18.0], THNAKFucOX, 5652741]
[paragraph, [65.0, 915.0, 848.0, 18.0], THNAKFucOX, 5652741]
[paragraph, [62.0, 932.0, 827.0, 18.0], akf5MNr64j, 5652741]
[paragraph, [62.0, 950.0, 827.0, 18.0], akf5MNr64j, 5652741]
[paragraph, [62.0, 968.0, 827.0, 18.0], akf5MNr64j, 5652741]
[paragraph, [62.0, 986.0, 827.0, 18.0], akf5MNr64j, 5652741]
[paragraph, [62.0, 1004.0, 827.0, 18.0], akf5MNr64j, 5652741]
[paragraph, [62.0, 1022.0, 827.0, 18.0], akf5MNr64j, 5652741]
[paragraph, [62.0, 1040.0, 827.0, 18.0], akf5MNr64j, 5652741]
[paragraph, [62.0, 1058.0, 827.0, 18.0], akf5MNr64j, 5652741]
[paragraph, [62.0, 1076.0, 827.0, 18.0], akf5MNr64j, 5652741]
[paragraph, [62.0, 1094.0, 827.0, 18.0], akf5MNr64j, 5652741]
[paragraph, [62.0, 1112.0, 827.0, 18.0], akf5MNr64j, 5652741]
[paragraph, [62.0, 1130.0, 827.0, 18.0], akf5MNr64j, 5652741]
[paragraph, [62.0, 1148.0, 827.0, 18.0], akf5MNr64j, 5652741]
[paragraph, [62.0, 1166.0, 827.0, 18.0], akf5MNr64j, 5652741]
