[3866, 2941]
[section-title, [911.0, 128.0, 812.0, 93.0], tDXcaM8dvz, 5698742]
[sidebar, [2202.0, 260.0, 510.0, 52.5], 6tv1oXDVCe, 5698742]
[sidebar, [253.0, 720.0, 507.0, 52.5], UQlrG5zhoX, 5698742]
[sidebar, [253.0, 772.5, 507.0, 52.5], UQlrG5zhoX, 5698742]
[sidebar, [2355.0, 740.0, 276.0, 52.5], shoonya_4sZFU26FWRPLOY, 5698742]
[paragraph, [1128.0, 863.0, 753.0, 52.5], Nh3CiQECh9, 5698742]
[paragraph, [893.0, 1006.0, 1231.0, 52.5], jgZJ-wuar1, 5698742]
[paragraph, [893.0, 1058.5, 1231.0, 52.5], jgZJ-wuar1, 5698742]
[paragraph, [257.0, 1183.0, 650.0, 52.5], LKuwQ74NQT, 5698742]
[paragraph, [246.0, 1278.0, 1033.0, 52.5], b_xUvXwBvp, 5698742]
[paragraph, [257.0, 1367.0, 1444.0, 52.5], fWLkTCj9af, 5698742]
[paragraph, [251.0, 1470.0, 2484.0, 52.5], shoonya_7sY3HYYPXG7AUB, 5698742]
[paragraph, [251.0, 1522.5, 2484.0, 52.5], shoonya_7sY3HYYPXG7AUB, 5698742]
[paragraph, [251.0, 1575.0, 2484.0, 52.5], shoonya_7sY3HYYPXG7AUB, 5698742]
[paragraph, [251.0, 1627.5, 2484.0, 52.5], shoonya_7sY3HYYPXG7AUB, 5698742]
[paragraph, [251.0, 1680.0, 2484.0, 52.5], shoonya_7sY3HYYPXG7AUB, 5698742]
[paragraph, [251.0, 1732.5, 2484.0, 52.5], shoonya_7sY3HYYPXG7AUB, 5698742]
[sub-section-title, [1268.0, 2021.0, 477.0, 73.5], JKan-ewBcB, 5698742]
[sidebar, [2025.0, 2171.0, 728.0, 52.5], kqsyiqjSDY, 5698742]
[sidebar, [2025.0, 2223.5, 728.0, 52.5], kqsyiqjSDY, 5698742]
[sidebar, [246.0, 2182.0, 888.0, 52.5], 0DvJrDvFH8, 5698742]
[sidebar, [246.0, 2234.5, 888.0, 52.5], 0DvJrDvFH8, 5698742]
[paragraph, [834.0, 2407.0, 1374.0, 52.5], YUe0_ttvY7, 5698742]
[paragraph, [654.0, 2528.0, 1705.0, 52.5], nZykGlBAu_, 5698742]
[paragraph, [654.0, 2580.5, 1705.0, 52.5], nZykGlBAu_, 5698742]
[paragraph, [654.0, 2633.0, 1705.0, 52.5], nZykGlBAu_, 5698742]
[paragraph, [291.0, 2788.0, 933.0, 52.5], shoonya_3sMAJJVBE7H91J, 5698742]
[paragraph, [297.0, 2879.0, 2012.0, 52.5], l9ajA1v8WG, 5698742]
[paragraph, [298.0, 2979.0, 2443.0, 52.5], shoonya_5s4266UV31S7TN, 5698742]
[paragraph, [298.0, 3031.5, 2443.0, 52.5], shoonya_5s4266UV31S7TN, 5698742]
[paragraph, [287.0, 3142.0, 2463.0, 52.5], shoonya_1s8DQK34NFBVL7, 5698742]
[paragraph, [287.0, 3194.5, 2463.0, 52.5], shoonya_1s8DQK34NFBVL7, 5698742]
[paragraph, [287.0, 3247.0, 2463.0, 52.5], shoonya_1s8DQK34NFBVL7, 5698742]
[paragraph, [287.0, 3299.5, 2463.0, 52.5], shoonya_1s8DQK34NFBVL7, 5698742]
[paragraph, [287.0, 3352.0, 2463.0, 52.5], shoonya_1s8DQK34NFBVL7, 5698742]
[paragraph, [287.0, 3404.5, 2463.0, 52.5], shoonya_1s8DQK34NFBVL7, 5698742]
[folio, [2537.0, 3593.0, 201.0, 52.5], shoonya_6sLQWAYLN0JYGU, 5698742]
[folio, [261.0, 3594.0, 510.0, 52.5], JJexqU_vmn, 5698742]
