[2200, 1700]
[paragraph, [327.0, 73.0, 1099.0, 36.0], shoonya_2sZEGQMANTEOVX, 5731418]
[paragraph, [327.0, 109.0, 1099.0, 36.0], shoonya_2sZEGQMANTEOVX, 5731418]
[paragraph, [327.0, 145.0, 1099.0, 36.0], shoonya_2sZEGQMANTEOVX, 5731418]
[paragraph, [327.0, 181.0, 1099.0, 36.0], shoonya_2sZEGQMANTEOVX, 5731418]
[paragraph, [327.0, 217.0, 1099.0, 36.0], shoonya_2sZEGQMANTEOVX, 5731418]
[section-title, [335.0, 282.0, 426.0, 52.5], shoonya_4sOKYOKYDZAG8N, 5731418]
[paragraph, [326.0, 336.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 372.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 408.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 444.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 480.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 516.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 552.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 588.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 624.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 660.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 696.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 732.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 768.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 804.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 840.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 876.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 912.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 948.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 984.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 1020.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 1056.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 1092.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 1128.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 1164.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 1200.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 1236.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 1272.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 1308.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 1344.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 1380.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 1416.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 1452.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 1488.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 1524.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 1560.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 1596.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 1632.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[paragraph, [326.0, 1668.0, 1115.0, 36.0], shoonya_0sHTMPV719O7MY, 5731418]
[footnote, [337.0, 1743.0, 1101.0, 36.0], caGsVm3sD1, 5731418]
[footnote, [337.0, 1779.0, 1101.0, 36.0], caGsVm3sD1, 5731418]
[footnote, [337.0, 1815.0, 1101.0, 36.0], caGsVm3sD1, 5731418]
[footnote, [337.0, 1851.0, 1101.0, 36.0], caGsVm3sD1, 5731418]
[footnote, [337.0, 1887.0, 1101.0, 36.0], caGsVm3sD1, 5731418]
[folio, [991.0, 2019.0, 367.0, 36.0], MJEq57j6Gb, 5731418]
