[3442, 2665]
[paragraph, [162.0, 133.0, 2181.0, 52.5], shoonya_0sM0KDWMWH0R2N, 6473606]
[paragraph, [162.0, 185.5, 2181.0, 52.5], shoonya_0sM0KDWMWH0R2N, 6473606]
[paragraph, [162.0, 238.0, 2181.0, 52.5], shoonya_0sM0KDWMWH0R2N, 6473606]
[paragraph, [162.0, 290.5, 2181.0, 52.5], shoonya_0sM0KDWMWH0R2N, 6473606]
[paragraph, [162.0, 343.0, 2181.0, 52.5], shoonya_0sM0KDWMWH0R2N, 6473606]
[paragraph, [162.0, 395.5, 2181.0, 52.5], shoonya_0sM0KDWMWH0R2N, 6473606]
[paragraph, [159.0, 497.0, 2242.0, 52.5], 64yVajQHu0, 6473606]
[paragraph, [159.0, 549.5, 2242.0, 52.5], 64yVajQHu0, 6473606]
[paragraph, [159.0, 602.0, 2242.0, 52.5], 64yVajQHu0, 6473606]
[paragraph, [159.0, 654.5, 2242.0, 52.5], 64yVajQHu0, 6473606]
[paragraph, [159.0, 707.0, 2242.0, 52.5], 64yVajQHu0, 6473606]
[paragraph, [159.0, 759.5, 2242.0, 52.5], 64yVajQHu0, 6473606]
[paragraph, [159.0, 812.0, 2242.0, 52.5], 64yVajQHu0, 6473606]
[paragraph, [159.0, 864.5, 2242.0, 52.5], 64yVajQHu0, 6473606]
[paragraph, [166.0, 1038.0, 2328.0, 52.5], k3E4VBcQWZ, 6473606]
[paragraph, [166.0, 1090.5, 2328.0, 52.5], k3E4VBcQWZ, 6473606]
[paragraph, [166.0, 1143.0, 2328.0, 52.5], k3E4VBcQWZ, 6473606]
[paragraph, [166.0, 1195.5, 2328.0, 52.5], k3E4VBcQWZ, 6473606]
[paragraph, [166.0, 1248.0, 2328.0, 52.5], k3E4VBcQWZ, 6473606]
[paragraph, [166.0, 1300.5, 2328.0, 52.5], k3E4VBcQWZ, 6473606]
[paragraph, [166.0, 1353.0, 2328.0, 52.5], k3E4VBcQWZ, 6473606]
[paragraph, [166.0, 1405.5, 2328.0, 52.5], k3E4VBcQWZ, 6473606]
[paragraph, [166.0, 1458.0, 2328.0, 52.5], k3E4VBcQWZ, 6473606]
[paragraph, [166.0, 1510.5, 2328.0, 52.5], k3E4VBcQWZ, 6473606]
[paragraph, [166.0, 1563.0, 2328.0, 52.5], k3E4VBcQWZ, 6473606]
[paragraph, [166.0, 1615.5, 2328.0, 52.5], k3E4VBcQWZ, 6473606]
[paragraph, [166.0, 1668.0, 2328.0, 52.5], k3E4VBcQWZ, 6473606]
[paragraph, [166.0, 1720.5, 2328.0, 52.5], k3E4VBcQWZ, 6473606]
[paragraph, [166.0, 1773.0, 2328.0, 52.5], k3E4VBcQWZ, 6473606]
[paragraph, [166.0, 1825.5, 2328.0, 52.5], k3E4VBcQWZ, 6473606]
[paragraph, [166.0, 1878.0, 2328.0, 52.5], k3E4VBcQWZ, 6473606]
[paragraph, [156.0, 2050.0, 2338.0, 52.5], xKMXoIezwu, 6473606]
[paragraph, [156.0, 2102.5, 2338.0, 52.5], xKMXoIezwu, 6473606]
[paragraph, [156.0, 2155.0, 2338.0, 52.5], xKMXoIezwu, 6473606]
[paragraph, [156.0, 2207.5, 2338.0, 52.5], xKMXoIezwu, 6473606]
[paragraph, [156.0, 2260.0, 2338.0, 52.5], xKMXoIezwu, 6473606]
[paragraph, [156.0, 2312.5, 2338.0, 52.5], xKMXoIezwu, 6473606]
[paragraph, [156.0, 2365.0, 2338.0, 52.5], xKMXoIezwu, 6473606]
[paragraph, [156.0, 2417.5, 2338.0, 52.5], xKMXoIezwu, 6473606]
[paragraph, [156.0, 2470.0, 2338.0, 52.5], xKMXoIezwu, 6473606]
[paragraph, [156.0, 2522.5, 2338.0, 52.5], xKMXoIezwu, 6473606]
[paragraph, [156.0, 2575.0, 2338.0, 52.5], xKMXoIezwu, 6473606]
[paragraph, [159.0, 2732.0, 2335.0, 52.5], 1S9kwl77GF, 6473606]
[paragraph, [159.0, 2784.5, 2335.0, 52.5], 1S9kwl77GF, 6473606]
[paragraph, [159.0, 2837.0, 2335.0, 52.5], 1S9kwl77GF, 6473606]
[paragraph, [159.0, 2889.5, 2335.0, 52.5], 1S9kwl77GF, 6473606]
[paragraph, [153.0, 2972.0, 2235.0, 52.5], P4k5_QVZNv, 6473606]
[paragraph, [153.0, 3024.5, 2235.0, 52.5], P4k5_QVZNv, 6473606]
[paragraph, [153.0, 3077.0, 2235.0, 52.5], P4k5_QVZNv, 6473606]
[paragraph, [153.0, 3129.5, 2235.0, 52.5], P4k5_QVZNv, 6473606]
