[2200, 1700]
[folio, [1336.0, 59.0, 267.0, 36.0], FdBafdJaYe, 5754853]
[dateline, [147.0, 122.0, 374.0, 64.5], shoonya_0s0J928AAPMKB1, 5754853]
[folio, [1294.0, 129.0, 269.0, 36.0], AGx0jlSlKV, 5754853]
[folio, [1294.0, 165.0, 269.0, 36.0], AGx0jlSlKV, 5754853]
[ordered-list, [316.0, 350.0, 541.0, 36.0], AdjWMdt3BB, 5754853]
[ordered-list, [316.0, 386.0, 541.0, 36.0], AdjWMdt3BB, 5754853]
[ordered-list, [316.0, 422.0, 541.0, 36.0], AdjWMdt3BB, 5754853]
[ordered-list, [316.0, 458.0, 541.0, 36.0], AdjWMdt3BB, 5754853]
[ordered-list, [316.0, 494.0, 541.0, 36.0], AdjWMdt3BB, 5754853]
[ordered-list, [316.0, 530.0, 541.0, 36.0], AdjWMdt3BB, 5754853]
[ordered-list, [316.0, 566.0, 541.0, 36.0], AdjWMdt3BB, 5754853]
[placeholder-text, [977.0, 416.0, 488.0, 18.0], JFpzc4BLrF, 5754853]
[placeholder-text, [977.0, 434.0, 488.0, 18.0], JFpzc4BLrF, 5754853]
[placeholder-text, [977.0, 452.0, 488.0, 18.0], JFpzc4BLrF, 5754853]
[placeholder-text, [977.0, 470.0, 488.0, 18.0], JFpzc4BLrF, 5754853]
[placeholder-text, [986.0, 522.0, 481.0, 18.0], Vd2WWWaNpn, 5754853]
[placeholder-text, [986.0, 540.0, 481.0, 18.0], Vd2WWWaNpn, 5754853]
[placeholder-text, [986.0, 558.0, 481.0, 18.0], Vd2WWWaNpn, 5754853]
[placeholder-text, [986.0, 576.0, 481.0, 18.0], Vd2WWWaNpn, 5754853]
[placeholder-text, [222.0, 1203.0, 408.0, 18.0], shoonya_4sO05JWZI80LL3, 5754853]
[placeholder-text, [222.0, 1221.0, 408.0, 18.0], shoonya_4sO05JWZI80LL3, 5754853]
[placeholder-text, [222.0, 1239.0, 408.0, 18.0], shoonya_4sO05JWZI80LL3, 5754853]
[placeholder-text, [222.0, 1257.0, 408.0, 18.0], shoonya_4sO05JWZI80LL3, 5754853]
[placeholder-text, [222.0, 1275.0, 408.0, 18.0], shoonya_4sO05JWZI80LL3, 5754853]
[placeholder-text, [222.0, 1293.0, 408.0, 18.0], shoonya_4sO05JWZI80LL3, 5754853]
[placeholder-text, [222.0, 1311.0, 408.0, 18.0], shoonya_4sO05JWZI80LL3, 5754853]
[placeholder-text, [222.0, 1329.0, 408.0, 18.0], shoonya_4sO05JWZI80LL3, 5754853]
[placeholder-text, [222.0, 1347.0, 408.0, 18.0], shoonya_4sO05JWZI80LL3, 5754853]
[placeholder-text, [222.0, 1365.0, 408.0, 18.0], shoonya_4sO05JWZI80LL3, 5754853]
[placeholder-text, [222.0, 1383.0, 408.0, 18.0], shoonya_4sO05JWZI80LL3, 5754853]
[placeholder-text, [222.0, 1401.0, 408.0, 18.0], shoonya_4sO05JWZI80LL3, 5754853]
[placeholder-text, [222.0, 1419.0, 408.0, 18.0], shoonya_4sO05JWZI80LL3, 5754853]
[placeholder-text, [222.0, 1437.0, 408.0, 18.0], shoonya_4sO05JWZI80LL3, 5754853]
[placeholder-text, [222.0, 1455.0, 408.0, 18.0], shoonya_4sO05JWZI80LL3, 5754853]
[placeholder-text, [222.0, 1473.0, 408.0, 18.0], shoonya_4sO05JWZI80LL3, 5754853]
[placeholder-text, [663.0, 1205.0, 395.0, 18.0], NS1LIBm_Gp, 5754853]
[placeholder-text, [663.0, 1223.0, 395.0, 18.0], NS1LIBm_Gp, 5754853]
[placeholder-text, [663.0, 1241.0, 395.0, 18.0], NS1LIBm_Gp, 5754853]
[placeholder-text, [663.0, 1259.0, 395.0, 18.0], NS1LIBm_Gp, 5754853]
[placeholder-text, [663.0, 1277.0, 395.0, 18.0], NS1LIBm_Gp, 5754853]
[placeholder-text, [663.0, 1295.0, 395.0, 18.0], NS1LIBm_Gp, 5754853]
[placeholder-text, [663.0, 1313.0, 395.0, 18.0], NS1LIBm_Gp, 5754853]
[placeholder-text, [663.0, 1331.0, 395.0, 18.0], NS1LIBm_Gp, 5754853]
[placeholder-text, [663.0, 1349.0, 395.0, 18.0], NS1LIBm_Gp, 5754853]
[placeholder-text, [663.0, 1367.0, 395.0, 18.0], NS1LIBm_Gp, 5754853]
[placeholder-text, [663.0, 1385.0, 395.0, 18.0], NS1LIBm_Gp, 5754853]
[placeholder-text, [663.0, 1403.0, 395.0, 18.0], NS1LIBm_Gp, 5754853]
[placeholder-text, [663.0, 1421.0, 395.0, 18.0], NS1LIBm_Gp, 5754853]
[placeholder-text, [663.0, 1439.0, 395.0, 18.0], NS1LIBm_Gp, 5754853]
[placeholder-text, [663.0, 1457.0, 395.0, 18.0], NS1LIBm_Gp, 5754853]
[placeholder-text, [1094.0, 1208.0, 403.0, 18.0], -cgR_PXy2g, 5754853]
[placeholder-text, [1094.0, 1226.0, 403.0, 18.0], -cgR_PXy2g, 5754853]
[placeholder-text, [1094.0, 1244.0, 403.0, 18.0], -cgR_PXy2g, 5754853]
[placeholder-text, [1094.0, 1262.0, 403.0, 18.0], -cgR_PXy2g, 5754853]
[placeholder-text, [1094.0, 1280.0, 403.0, 18.0], -cgR_PXy2g, 5754853]
[placeholder-text, [1094.0, 1298.0, 403.0, 18.0], -cgR_PXy2g, 5754853]
[placeholder-text, [1094.0, 1316.0, 403.0, 18.0], -cgR_PXy2g, 5754853]
[placeholder-text, [1094.0, 1334.0, 403.0, 18.0], -cgR_PXy2g, 5754853]
[placeholder-text, [1094.0, 1352.0, 403.0, 18.0], -cgR_PXy2g, 5754853]
[placeholder-text, [1094.0, 1370.0, 403.0, 18.0], -cgR_PXy2g, 5754853]
[placeholder-text, [1094.0, 1388.0, 403.0, 18.0], -cgR_PXy2g, 5754853]
[placeholder-text, [1094.0, 1406.0, 403.0, 18.0], -cgR_PXy2g, 5754853]
[placeholder-text, [1094.0, 1424.0, 403.0, 18.0], -cgR_PXy2g, 5754853]
[placeholder-text, [1094.0, 1442.0, 403.0, 18.0], -cgR_PXy2g, 5754853]
[placeholder-text, [1094.0, 1460.0, 403.0, 18.0], -cgR_PXy2g, 5754853]
[placeholder-text, [221.0, 1634.0, 1287.0, 18.0], CLaQIlK9q0, 5754853]
[placeholder-text, [221.0, 1652.0, 1287.0, 18.0], CLaQIlK9q0, 5754853]
[placeholder-text, [221.0, 1670.0, 1287.0, 18.0], CLaQIlK9q0, 5754853]
[placeholder-text, [221.0, 1688.0, 1287.0, 18.0], CLaQIlK9q0, 5754853]
[placeholder-text, [221.0, 1706.0, 1287.0, 18.0], CLaQIlK9q0, 5754853]
[placeholder-text, [221.0, 1724.0, 1287.0, 18.0], CLaQIlK9q0, 5754853]
[placeholder-text, [221.0, 1742.0, 1287.0, 18.0], CLaQIlK9q0, 5754853]
[placeholder-text, [221.0, 1760.0, 1287.0, 18.0], CLaQIlK9q0, 5754853]
[placeholder-text, [221.0, 1778.0, 1287.0, 18.0], CLaQIlK9q0, 5754853]
[placeholder-text, [221.0, 1796.0, 1287.0, 18.0], CLaQIlK9q0, 5754853]
[placeholder-text, [221.0, 1814.0, 1287.0, 18.0], CLaQIlK9q0, 5754853]
[placeholder-text, [221.0, 1832.0, 1287.0, 18.0], CLaQIlK9q0, 5754853]
[placeholder-text, [221.0, 1850.0, 1287.0, 18.0], CLaQIlK9q0, 5754853]
[placeholder-text, [221.0, 1868.0, 1287.0, 18.0], CLaQIlK9q0, 5754853]
[placeholder-text, [221.0, 1886.0, 1287.0, 18.0], CLaQIlK9q0, 5754853]
[placeholder-text, [221.0, 1904.0, 1287.0, 18.0], CLaQIlK9q0, 5754853]
[placeholder-text, [221.0, 1922.0, 1287.0, 18.0], CLaQIlK9q0, 5754853]
[placeholder-text, [221.0, 1940.0, 1287.0, 18.0], CLaQIlK9q0, 5754853]
[placeholder-text, [221.0, 1958.0, 1287.0, 18.0], CLaQIlK9q0, 5754853]
[placeholder-text, [221.0, 1976.0, 1287.0, 18.0], CLaQIlK9q0, 5754853]
[placeholder-text, [221.0, 1994.0, 1287.0, 18.0], CLaQIlK9q0, 5754853]
