[2200, 1700]
[paragraph, [293.0, 88.0, 1104.0, 36.0], shoonya_0sTZ15CADT0CVW, 5730972]
[paragraph, [293.0, 124.0, 1104.0, 36.0], shoonya_0sTZ15CADT0CVW, 5730972]
[paragraph, [293.0, 160.0, 1104.0, 36.0], shoonya_0sTZ15CADT0CVW, 5730972]
[paragraph, [293.0, 196.0, 1104.0, 36.0], shoonya_0sTZ15CADT0CVW, 5730972]
[paragraph, [293.0, 232.0, 1104.0, 36.0], shoonya_0sTZ15CADT0CVW, 5730972]
[paragraph, [293.0, 268.0, 1104.0, 36.0], shoonya_0sTZ15CADT0CVW, 5730972]
[paragraph, [293.0, 304.0, 1104.0, 36.0], shoonya_0sTZ15CADT0CVW, 5730972]
[paragraph, [293.0, 340.0, 1104.0, 36.0], shoonya_0sTZ15CADT0CVW, 5730972]
[paragraph, [293.0, 376.0, 1104.0, 36.0], shoonya_0sTZ15CADT0CVW, 5730972]
[paragraph, [293.0, 412.0, 1104.0, 36.0], shoonya_0sTZ15CADT0CVW, 5730972]
[paragraph, [293.0, 448.0, 1104.0, 36.0], shoonya_0sTZ15CADT0CVW, 5730972]
[paragraph, [293.0, 484.0, 1104.0, 36.0], shoonya_0sTZ15CADT0CVW, 5730972]
[paragraph, [293.0, 520.0, 1104.0, 36.0], shoonya_0sTZ15CADT0CVW, 5730972]
[paragraph, [293.0, 556.0, 1104.0, 36.0], shoonya_0sTZ15CADT0CVW, 5730972]
[paragraph, [293.0, 592.0, 1104.0, 36.0], shoonya_0sTZ15CADT0CVW, 5730972]
[paragraph, [293.0, 628.0, 1104.0, 36.0], shoonya_0sTZ15CADT0CVW, 5730972]
[paragraph, [293.0, 664.0, 1104.0, 36.0], shoonya_0sTZ15CADT0CVW, 5730972]
[paragraph, [293.0, 700.0, 1104.0, 36.0], shoonya_0sTZ15CADT0CVW, 5730972]
[paragraph, [293.0, 736.0, 1104.0, 36.0], shoonya_0sTZ15CADT0CVW, 5730972]
[paragraph, [293.0, 772.0, 1104.0, 36.0], shoonya_0sTZ15CADT0CVW, 5730972]
[section-title, [314.0, 834.0, 761.0, 52.5], shoonya_2sBAWN8JIHXAPF, 5730972]
[paragraph, [292.0, 910.0, 1107.0, 36.0], shoonya_1sWLTFSZOYYB2V, 5730972]
[paragraph, [292.0, 946.0, 1107.0, 36.0], shoonya_1sWLTFSZOYYB2V, 5730972]
[paragraph, [292.0, 982.0, 1107.0, 36.0], shoonya_1sWLTFSZOYYB2V, 5730972]
[paragraph, [292.0, 1018.0, 1107.0, 36.0], shoonya_1sWLTFSZOYYB2V, 5730972]
[paragraph, [292.0, 1054.0, 1107.0, 36.0], shoonya_1sWLTFSZOYYB2V, 5730972]
[paragraph, [292.0, 1090.0, 1107.0, 36.0], shoonya_1sWLTFSZOYYB2V, 5730972]
[paragraph, [292.0, 1126.0, 1107.0, 36.0], shoonya_1sWLTFSZOYYB2V, 5730972]
[paragraph, [292.0, 1162.0, 1107.0, 36.0], shoonya_1sWLTFSZOYYB2V, 5730972]
[paragraph, [292.0, 1198.0, 1107.0, 36.0], shoonya_1sWLTFSZOYYB2V, 5730972]
[paragraph, [292.0, 1234.0, 1107.0, 36.0], shoonya_1sWLTFSZOYYB2V, 5730972]
[paragraph, [292.0, 1270.0, 1107.0, 36.0], shoonya_1sWLTFSZOYYB2V, 5730972]
[paragraph, [292.0, 1306.0, 1107.0, 36.0], shoonya_1sWLTFSZOYYB2V, 5730972]
[paragraph, [292.0, 1342.0, 1107.0, 36.0], shoonya_1sWLTFSZOYYB2V, 5730972]
[paragraph, [292.0, 1378.0, 1107.0, 36.0], shoonya_1sWLTFSZOYYB2V, 5730972]
[paragraph, [292.0, 1414.0, 1107.0, 36.0], shoonya_1sWLTFSZOYYB2V, 5730972]
[paragraph, [292.0, 1450.0, 1107.0, 36.0], shoonya_1sWLTFSZOYYB2V, 5730972]
[paragraph, [292.0, 1486.0, 1107.0, 36.0], shoonya_1sWLTFSZOYYB2V, 5730972]
[paragraph, [292.0, 1522.0, 1107.0, 36.0], shoonya_1sWLTFSZOYYB2V, 5730972]
[paragraph, [292.0, 1558.0, 1107.0, 36.0], shoonya_1sWLTFSZOYYB2V, 5730972]
[paragraph, [292.0, 1594.0, 1107.0, 36.0], shoonya_1sWLTFSZOYYB2V, 5730972]
[paragraph, [292.0, 1630.0, 1107.0, 36.0], shoonya_1sWLTFSZOYYB2V, 5730972]
[paragraph, [292.0, 1666.0, 1107.0, 36.0], shoonya_1sWLTFSZOYYB2V, 5730972]
[paragraph, [292.0, 1702.0, 1107.0, 36.0], shoonya_1sWLTFSZOYYB2V, 5730972]
[paragraph, [292.0, 1738.0, 1107.0, 36.0], shoonya_1sWLTFSZOYYB2V, 5730972]
[paragraph, [292.0, 1774.0, 1107.0, 36.0], shoonya_1sWLTFSZOYYB2V, 5730972]
[paragraph, [292.0, 1810.0, 1107.0, 36.0], shoonya_1sWLTFSZOYYB2V, 5730972]
[paragraph, [292.0, 1846.0, 1107.0, 36.0], shoonya_1sWLTFSZOYYB2V, 5730972]
[paragraph, [292.0, 1882.0, 1107.0, 36.0], shoonya_1sWLTFSZOYYB2V, 5730972]
[paragraph, [292.0, 1918.0, 1107.0, 36.0], shoonya_1sWLTFSZOYYB2V, 5730972]
[folio, [301.0, 2047.0, 362.0, 36.0], GLE3RBq186, 5730972]
