[1152, 739]
[section-title, [333.0, 268.0, 75.0, 30.0], zw9lqFq0n7, 5741210]
[paragraph, [73.0, 324.0, 631.0, 18.0], byWV9vnQZU, 5741210]
[paragraph, [73.0, 342.0, 631.0, 18.0], byWV9vnQZU, 5741210]
[paragraph, [73.0, 360.0, 631.0, 18.0], byWV9vnQZU, 5741210]
[paragraph, [92.0, 396.0, 574.0, 18.0], P03v4LSIdG, 5741210]
[paragraph, [92.0, 414.0, 574.0, 18.0], P03v4LSIdG, 5741210]
[paragraph, [92.0, 432.0, 574.0, 18.0], P03v4LSIdG, 5741210]
[paragraph, [80.0, 468.0, 589.0, 18.0], j416a_dULH, 5741210]
[paragraph, [80.0, 486.0, 589.0, 18.0], j416a_dULH, 5741210]
[paragraph, [80.0, 504.0, 589.0, 18.0], j416a_dULH, 5741210]
[paragraph, [80.0, 522.0, 589.0, 18.0], j416a_dULH, 5741210]
[paragraph, [80.0, 540.0, 589.0, 18.0], j416a_dULH, 5741210]
[paragraph, [80.0, 558.0, 589.0, 18.0], j416a_dULH, 5741210]
[paragraph, [80.0, 576.0, 589.0, 18.0], j416a_dULH, 5741210]
[paragraph, [80.0, 594.0, 589.0, 18.0], j416a_dULH, 5741210]
[paragraph, [80.0, 612.0, 589.0, 18.0], j416a_dULH, 5741210]
[paragraph, [80.0, 630.0, 589.0, 18.0], j416a_dULH, 5741210]
[paragraph, [80.0, 648.0, 589.0, 18.0], j416a_dULH, 5741210]
[paragraph, [80.0, 666.0, 589.0, 18.0], j416a_dULH, 5741210]
[paragraph, [80.0, 684.0, 589.0, 18.0], j416a_dULH, 5741210]
[paragraph, [80.0, 702.0, 589.0, 18.0], j416a_dULH, 5741210]
[paragraph, [80.0, 720.0, 589.0, 18.0], j416a_dULH, 5741210]
[paragraph, [80.0, 738.0, 589.0, 18.0], j416a_dULH, 5741210]
[paragraph, [80.0, 756.0, 589.0, 18.0], j416a_dULH, 5741210]
[paragraph, [80.0, 774.0, 589.0, 18.0], j416a_dULH, 5741210]
[paragraph, [80.0, 792.0, 589.0, 18.0], j416a_dULH, 5741210]
[paragraph, [80.0, 810.0, 589.0, 18.0], j416a_dULH, 5741210]
[paragraph, [80.0, 828.0, 589.0, 18.0], j416a_dULH, 5741210]
[paragraph, [80.0, 846.0, 589.0, 18.0], j416a_dULH, 5741210]
[paragraph, [80.0, 864.0, 589.0, 18.0], j416a_dULH, 5741210]
[paragraph, [80.0, 882.0, 589.0, 18.0], j416a_dULH, 5741210]
[paragraph, [80.0, 900.0, 589.0, 18.0], j416a_dULH, 5741210]
[paragraph, [80.0, 918.0, 589.0, 18.0], j416a_dULH, 5741210]
[paragraph, [80.0, 936.0, 589.0, 18.0], j416a_dULH, 5741210]
[paragraph, [80.0, 954.0, 589.0, 18.0], j416a_dULH, 5741210]
[paragraph, [80.0, 972.0, 589.0, 18.0], j416a_dULH, 5741210]
[paragraph, [80.0, 990.0, 589.0, 18.0], j416a_dULH, 5741210]
[footnote, [412.0, 1101.0, 288.0, 18.0], jAuJGn9KaG, 5741210]
[footnote, [412.0, 1119.0, 288.0, 18.0], jAuJGn9KaG, 5741210]
