[1650, 1275]
[folio, [139.0, 35.0, 289.0, 36.0], shoonya_0sNKD6WE83D8MW, 5775654]
[paragraph, [127.0, 114.0, 994.0, 36.0], RtAsWqzyD_, 5775654]
[section-title, [146.0, 186.0, 976.0, 49.5], 1q8uDmg5Co, 5775654]
[sub-section-title, [151.0, 250.0, 202.0, 36.0], hTyDOOOX3q, 5775654]
[paragraph, [154.0, 293.0, 978.0, 36.0], 2zNl1j51f6, 5775654]
[paragraph, [154.0, 329.0, 978.0, 36.0], 2zNl1j51f6, 5775654]
[paragraph, [154.0, 365.0, 978.0, 36.0], 2zNl1j51f6, 5775654]
[paragraph, [154.0, 401.0, 978.0, 36.0], 2zNl1j51f6, 5775654]
[website-link, [157.0, 381.0, 656.0, 18.0], bxPvKSKlDN, 5775654]
[section-title, [114.0, 478.0, 685.0, 49.5], Q9SAmyRgF9, 5775654]
[unordered-list, [143.0, 588.0, 951.0, 36.0], xd758QcEOT, 5775654]
[unordered-list, [143.0, 624.0, 951.0, 36.0], xd758QcEOT, 5775654]
[paragraph, [130.0, 680.0, 989.0, 36.0], ZVMLjABJ-o, 5775654]
[paragraph, [130.0, 716.0, 989.0, 36.0], ZVMLjABJ-o, 5775654]
[paragraph, [130.0, 752.0, 989.0, 36.0], ZVMLjABJ-o, 5775654]
[paragraph, [132.0, 846.0, 1018.0, 36.0], o5qsji-kVG, 5775654]
[paragraph, [132.0, 882.0, 1018.0, 36.0], o5qsji-kVG, 5775654]
[paragraph, [132.0, 918.0, 1018.0, 36.0], o5qsji-kVG, 5775654]
[paragraph, [132.0, 954.0, 1018.0, 36.0], o5qsji-kVG, 5775654]
[paragraph, [132.0, 990.0, 1018.0, 36.0], o5qsji-kVG, 5775654]
[paragraph, [130.0, 1033.0, 1027.0, 36.0], MBtrjhaEGV, 5775654]
[paragraph, [130.0, 1069.0, 1027.0, 36.0], MBtrjhaEGV, 5775654]
[paragraph, [130.0, 1105.0, 1027.0, 36.0], MBtrjhaEGV, 5775654]
[paragraph, [130.0, 1141.0, 1027.0, 36.0], MBtrjhaEGV, 5775654]
[paragraph, [127.0, 1225.0, 1026.0, 36.0], kwHTmb589w, 5775654]
[paragraph, [127.0, 1261.0, 1026.0, 36.0], kwHTmb589w, 5775654]
[paragraph, [127.0, 1297.0, 1026.0, 36.0], kwHTmb589w, 5775654]
[paragraph, [127.0, 1333.0, 1026.0, 36.0], kwHTmb589w, 5775654]
[paragraph, [127.0, 1369.0, 1026.0, 36.0], kwHTmb589w, 5775654]
[paragraph, [127.0, 1405.0, 1026.0, 36.0], kwHTmb589w, 5775654]
[paragraph, [127.0, 1441.0, 1026.0, 36.0], kwHTmb589w, 5775654]
[paragraph, [124.0, 1493.0, 1031.0, 36.0], WiTgs-s0AI, 5775654]
[folio, [103.0, 1565.0, 305.0, 36.0], noN3-i0QkT, 5775654]
[website-link, [283.0, 1572.0, 118.0, 18.0], 8gI_LOSGot, 5775654]
[website-link, [283.0, 1590.0, 118.0, 18.0], 8gI_LOSGot, 5775654]
