[1565, 1152]
[headline, [204.0, 106.0, 771.0, 37.5], shoonya_8sUP5M8V8ZAQJN, 5712958]
[paragraph, [741.0, 198.0, 278.0, 36.0], shoonya_6s5WBR58L0623Z, 5712958]
[paragraph, [741.0, 234.0, 278.0, 36.0], shoonya_6s5WBR58L0623Z, 5712958]
[paragraph, [741.0, 270.0, 278.0, 36.0], shoonya_6s5WBR58L0623Z, 5712958]
[paragraph, [741.0, 306.0, 278.0, 36.0], shoonya_6s5WBR58L0623Z, 5712958]
[paragraph, [741.0, 342.0, 278.0, 36.0], shoonya_6s5WBR58L0623Z, 5712958]
[paragraph, [95.0, 204.0, 295.0, 36.0], shoonya_3sPHWGJWMWNQCW, 5712958]
[paragraph, [95.0, 240.0, 295.0, 36.0], shoonya_3sPHWGJWMWNQCW, 5712958]
[paragraph, [95.0, 276.0, 295.0, 36.0], shoonya_3sPHWGJWMWNQCW, 5712958]
[paragraph, [95.0, 312.0, 295.0, 36.0], shoonya_3sPHWGJWMWNQCW, 5712958]
[paragraph, [95.0, 348.0, 295.0, 36.0], shoonya_3sPHWGJWMWNQCW, 5712958]
[paragraph, [95.0, 384.0, 295.0, 36.0], shoonya_3sPHWGJWMWNQCW, 5712958]
[paragraph, [425.0, 231.0, 299.0, 36.0], shoonya_2s37KM1P2Z3Z3C, 5712958]
[paragraph, [425.0, 267.0, 299.0, 36.0], shoonya_2s37KM1P2Z3Z3C, 5712958]
[paragraph, [425.0, 303.0, 299.0, 36.0], shoonya_2s37KM1P2Z3Z3C, 5712958]
[paragraph, [425.0, 339.0, 299.0, 36.0], shoonya_2s37KM1P2Z3Z3C, 5712958]
[paragraph, [425.0, 375.0, 299.0, 36.0], shoonya_2s37KM1P2Z3Z3C, 5712958]
[paragraph, [425.0, 411.0, 299.0, 36.0], shoonya_2s37KM1P2Z3Z3C, 5712958]
[paragraph, [425.0, 447.0, 299.0, 36.0], shoonya_2s37KM1P2Z3Z3C, 5712958]
[paragraph, [425.0, 483.0, 299.0, 36.0], shoonya_2s37KM1P2Z3Z3C, 5712958]
[paragraph, [425.0, 519.0, 299.0, 36.0], shoonya_2s37KM1P2Z3Z3C, 5712958]
[paragraph, [425.0, 555.0, 299.0, 36.0], shoonya_2s37KM1P2Z3Z3C, 5712958]
[paragraph, [425.0, 591.0, 299.0, 36.0], shoonya_2s37KM1P2Z3Z3C, 5712958]
[paragraph, [732.0, 406.0, 297.0, 36.0], shoonya_5sH9VCJ7UACY7Z, 5712958]
[paragraph, [732.0, 442.0, 297.0, 36.0], shoonya_5sH9VCJ7UACY7Z, 5712958]
[paragraph, [732.0, 478.0, 297.0, 36.0], shoonya_5sH9VCJ7UACY7Z, 5712958]
[paragraph, [732.0, 514.0, 297.0, 36.0], shoonya_5sH9VCJ7UACY7Z, 5712958]
[paragraph, [732.0, 550.0, 297.0, 36.0], shoonya_5sH9VCJ7UACY7Z, 5712958]
[paragraph, [732.0, 586.0, 297.0, 36.0], shoonya_5sH9VCJ7UACY7Z, 5712958]
[paragraph, [732.0, 622.0, 297.0, 36.0], shoonya_5sH9VCJ7UACY7Z, 5712958]
[paragraph, [732.0, 658.0, 297.0, 36.0], shoonya_5sH9VCJ7UACY7Z, 5712958]
[paragraph, [732.0, 694.0, 297.0, 36.0], shoonya_5sH9VCJ7UACY7Z, 5712958]
[paragraph, [732.0, 730.0, 297.0, 36.0], shoonya_5sH9VCJ7UACY7Z, 5712958]
[paragraph, [732.0, 766.0, 297.0, 36.0], shoonya_5sH9VCJ7UACY7Z, 5712958]
[paragraph, [732.0, 802.0, 297.0, 36.0], shoonya_5sH9VCJ7UACY7Z, 5712958]
[paragraph, [732.0, 838.0, 297.0, 36.0], shoonya_5sH9VCJ7UACY7Z, 5712958]
[paragraph, [732.0, 874.0, 297.0, 36.0], shoonya_5sH9VCJ7UACY7Z, 5712958]
[paragraph, [732.0, 910.0, 297.0, 36.0], shoonya_5sH9VCJ7UACY7Z, 5712958]
[paragraph, [732.0, 946.0, 297.0, 36.0], shoonya_5sH9VCJ7UACY7Z, 5712958]
[paragraph, [732.0, 982.0, 297.0, 36.0], shoonya_5sH9VCJ7UACY7Z, 5712958]
[paragraph, [732.0, 1018.0, 297.0, 36.0], shoonya_5sH9VCJ7UACY7Z, 5712958]
[paragraph, [732.0, 1054.0, 297.0, 36.0], shoonya_5sH9VCJ7UACY7Z, 5712958]
[paragraph, [94.0, 424.0, 300.0, 36.0], shoonya_0sNN4UW882R38W, 5712958]
[paragraph, [94.0, 460.0, 300.0, 36.0], shoonya_0sNN4UW882R38W, 5712958]
[paragraph, [94.0, 496.0, 300.0, 36.0], shoonya_0sNN4UW882R38W, 5712958]
[paragraph, [94.0, 532.0, 300.0, 36.0], shoonya_0sNN4UW882R38W, 5712958]
[paragraph, [94.0, 568.0, 300.0, 36.0], shoonya_0sNN4UW882R38W, 5712958]
[paragraph, [94.0, 604.0, 300.0, 36.0], shoonya_0sNN4UW882R38W, 5712958]
[paragraph, [94.0, 640.0, 300.0, 36.0], shoonya_0sNN4UW882R38W, 5712958]
[paragraph, [94.0, 676.0, 300.0, 36.0], shoonya_0sNN4UW882R38W, 5712958]
[paragraph, [419.0, 654.0, 307.0, 36.0], shoonya_4sO9ORXQH8VSR1, 5712958]
[paragraph, [419.0, 690.0, 307.0, 36.0], shoonya_4sO9ORXQH8VSR1, 5712958]
[paragraph, [419.0, 726.0, 307.0, 36.0], shoonya_4sO9ORXQH8VSR1, 5712958]
[paragraph, [419.0, 762.0, 307.0, 36.0], shoonya_4sO9ORXQH8VSR1, 5712958]
[paragraph, [419.0, 798.0, 307.0, 36.0], shoonya_4sO9ORXQH8VSR1, 5712958]
[paragraph, [419.0, 834.0, 307.0, 36.0], shoonya_4sO9ORXQH8VSR1, 5712958]
[paragraph, [419.0, 870.0, 307.0, 36.0], shoonya_4sO9ORXQH8VSR1, 5712958]
[paragraph, [419.0, 906.0, 307.0, 36.0], shoonya_4sO9ORXQH8VSR1, 5712958]
[paragraph, [419.0, 942.0, 307.0, 36.0], shoonya_4sO9ORXQH8VSR1, 5712958]
[paragraph, [419.0, 978.0, 307.0, 36.0], shoonya_4sO9ORXQH8VSR1, 5712958]
