[1103, 748]
[section-title, [121.0, 83.0, 513.0, 30.0], eTNlXngl1V, 5781087]
[sub-section-title, [181.0, 138.0, 362.0, 25.5], 9WfxA14KAG, 5781087]
[subsub-section-title, [217.0, 180.0, 276.0, 15.0], VsRAjPG093, 5781087]
[subsub-section-title, [217.0, 195.0, 276.0, 15.0], VsRAjPG093, 5781087]
[paragraph, [71.0, 217.0, 590.0, 18.0], i1JLozGMuO, 5781087]
[paragraph, [71.0, 235.0, 590.0, 18.0], i1JLozGMuO, 5781087]
[paragraph, [71.0, 253.0, 590.0, 18.0], i1JLozGMuO, 5781087]
[paragraph, [71.0, 271.0, 590.0, 18.0], i1JLozGMuO, 5781087]
[paragraph, [72.0, 306.0, 591.0, 18.0], Cetmfjc0O6, 5781087]
[paragraph, [72.0, 324.0, 591.0, 18.0], Cetmfjc0O6, 5781087]
[paragraph, [72.0, 342.0, 591.0, 18.0], Cetmfjc0O6, 5781087]
[paragraph, [78.0, 365.0, 590.0, 18.0], shoonya_2s1ZFGM03ZWCRG, 5781087]
[paragraph, [78.0, 383.0, 590.0, 18.0], shoonya_2s1ZFGM03ZWCRG, 5781087]
[paragraph, [78.0, 401.0, 590.0, 18.0], shoonya_2s1ZFGM03ZWCRG, 5781087]
[paragraph, [78.0, 419.0, 590.0, 18.0], shoonya_2s1ZFGM03ZWCRG, 5781087]
[paragraph, [78.0, 437.0, 590.0, 18.0], shoonya_2s1ZFGM03ZWCRG, 5781087]
[paragraph, [78.0, 455.0, 590.0, 18.0], shoonya_2s1ZFGM03ZWCRG, 5781087]
[paragraph, [78.0, 473.0, 590.0, 18.0], shoonya_2s1ZFGM03ZWCRG, 5781087]
[paragraph, [78.0, 491.0, 590.0, 18.0], shoonya_2s1ZFGM03ZWCRG, 5781087]
[paragraph, [78.0, 509.0, 590.0, 18.0], shoonya_2s1ZFGM03ZWCRG, 5781087]
[subsub-section-title, [206.0, 552.0, 313.0, 15.0], CdpbeyV_vO, 5781087]
[subsub-section-title, [206.0, 567.0, 313.0, 15.0], CdpbeyV_vO, 5781087]
[subsub-section-title, [206.0, 582.0, 313.0, 15.0], CdpbeyV_vO, 5781087]
[paragraph, [76.0, 614.0, 569.0, 18.0], shoonya_1sVFE34E9RM4FI, 5781087]
[paragraph, [76.0, 632.0, 569.0, 18.0], shoonya_1sVFE34E9RM4FI, 5781087]
[paragraph, [76.0, 650.0, 569.0, 18.0], shoonya_1sVFE34E9RM4FI, 5781087]
[paragraph, [76.0, 668.0, 569.0, 18.0], shoonya_1sVFE34E9RM4FI, 5781087]
[paragraph, [76.0, 686.0, 569.0, 18.0], shoonya_1sVFE34E9RM4FI, 5781087]
[paragraph, [76.0, 704.0, 569.0, 18.0], shoonya_1sVFE34E9RM4FI, 5781087]
[paragraph, [76.0, 722.0, 569.0, 18.0], shoonya_1sVFE34E9RM4FI, 5781087]
[folio, [70.0, 943.0, 582.0, 18.0], 2MLIA6rHKf, 5781087]
[folio, [70.0, 961.0, 582.0, 18.0], 2MLIA6rHKf, 5781087]
[quote, [390.0, 945.0, 253.0, 18.0], 4WMdbzvOPj, 5781087]
