[1818, 1374]
[folio, [478.0, 207.0, 410.0, 36.0], lrqguM6cR5, 5682717]
[paragraph, [698.0, 297.0, 567.0, 36.0], shoonya_4sJTVSST2OR6FL, 5682717]
[paragraph, [698.0, 333.0, 567.0, 36.0], shoonya_4sJTVSST2OR6FL, 5682717]
[paragraph, [104.0, 299.0, 569.0, 36.0], shoonya_0sHSR5NOL0Q0TT, 5682717]
[paragraph, [104.0, 335.0, 569.0, 36.0], shoonya_0sHSR5NOL0Q0TT, 5682717]
[paragraph, [104.0, 371.0, 569.0, 36.0], shoonya_0sHSR5NOL0Q0TT, 5682717]
[paragraph, [104.0, 407.0, 569.0, 36.0], shoonya_0sHSR5NOL0Q0TT, 5682717]
[paragraph, [104.0, 443.0, 569.0, 36.0], shoonya_0sHSR5NOL0Q0TT, 5682717]
[paragraph, [104.0, 479.0, 569.0, 36.0], shoonya_0sHSR5NOL0Q0TT, 5682717]
[paragraph, [104.0, 515.0, 569.0, 36.0], shoonya_0sHSR5NOL0Q0TT, 5682717]
[paragraph, [104.0, 551.0, 569.0, 36.0], shoonya_0sHSR5NOL0Q0TT, 5682717]
[paragraph, [104.0, 587.0, 569.0, 36.0], shoonya_0sHSR5NOL0Q0TT, 5682717]
[paragraph, [104.0, 623.0, 569.0, 36.0], shoonya_0sHSR5NOL0Q0TT, 5682717]
[paragraph, [104.0, 659.0, 569.0, 36.0], shoonya_0sHSR5NOL0Q0TT, 5682717]
[paragraph, [104.0, 695.0, 569.0, 36.0], shoonya_0sHSR5NOL0Q0TT, 5682717]
[paragraph, [104.0, 731.0, 569.0, 36.0], shoonya_0sHSR5NOL0Q0TT, 5682717]
[paragraph, [104.0, 767.0, 569.0, 36.0], shoonya_0sHSR5NOL0Q0TT, 5682717]
[paragraph, [104.0, 803.0, 569.0, 36.0], shoonya_0sHSR5NOL0Q0TT, 5682717]
[paragraph, [104.0, 839.0, 569.0, 36.0], shoonya_0sHSR5NOL0Q0TT, 5682717]
[paragraph, [104.0, 875.0, 569.0, 36.0], shoonya_0sHSR5NOL0Q0TT, 5682717]
[paragraph, [104.0, 911.0, 569.0, 36.0], shoonya_0sHSR5NOL0Q0TT, 5682717]
[paragraph, [104.0, 947.0, 569.0, 36.0], shoonya_0sHSR5NOL0Q0TT, 5682717]
[paragraph, [104.0, 983.0, 569.0, 36.0], shoonya_0sHSR5NOL0Q0TT, 5682717]
[paragraph, [104.0, 1019.0, 569.0, 36.0], shoonya_0sHSR5NOL0Q0TT, 5682717]
[paragraph, [104.0, 1055.0, 569.0, 36.0], shoonya_0sHSR5NOL0Q0TT, 5682717]
[paragraph, [104.0, 1091.0, 569.0, 36.0], shoonya_0sHSR5NOL0Q0TT, 5682717]
[paragraph, [104.0, 1127.0, 569.0, 36.0], shoonya_0sHSR5NOL0Q0TT, 5682717]
[paragraph, [104.0, 1163.0, 569.0, 36.0], shoonya_0sHSR5NOL0Q0TT, 5682717]
[paragraph, [104.0, 1199.0, 569.0, 36.0], shoonya_0sHSR5NOL0Q0TT, 5682717]
[paragraph, [104.0, 1235.0, 569.0, 36.0], shoonya_0sHSR5NOL0Q0TT, 5682717]
[paragraph, [104.0, 1271.0, 569.0, 36.0], shoonya_0sHSR5NOL0Q0TT, 5682717]
[paragraph, [695.0, 380.0, 568.0, 36.0], shoonya_3s2YDSOBUXTQYE, 5682717]
[paragraph, [695.0, 416.0, 568.0, 36.0], shoonya_3s2YDSOBUXTQYE, 5682717]
[paragraph, [695.0, 452.0, 568.0, 36.0], shoonya_3s2YDSOBUXTQYE, 5682717]
[paragraph, [695.0, 488.0, 568.0, 36.0], shoonya_3s2YDSOBUXTQYE, 5682717]
[paragraph, [695.0, 524.0, 568.0, 36.0], shoonya_3s2YDSOBUXTQYE, 5682717]
[paragraph, [695.0, 560.0, 568.0, 36.0], shoonya_3s2YDSOBUXTQYE, 5682717]
[paragraph, [695.0, 596.0, 568.0, 36.0], shoonya_3s2YDSOBUXTQYE, 5682717]
[paragraph, [695.0, 632.0, 568.0, 36.0], shoonya_3s2YDSOBUXTQYE, 5682717]
[paragraph, [695.0, 668.0, 568.0, 36.0], shoonya_3s2YDSOBUXTQYE, 5682717]
[paragraph, [695.0, 704.0, 568.0, 36.0], shoonya_3s2YDSOBUXTQYE, 5682717]
[paragraph, [695.0, 740.0, 568.0, 36.0], shoonya_3s2YDSOBUXTQYE, 5682717]
[paragraph, [695.0, 776.0, 568.0, 36.0], shoonya_3s2YDSOBUXTQYE, 5682717]
[paragraph, [695.0, 812.0, 568.0, 36.0], shoonya_3s2YDSOBUXTQYE, 5682717]
[paragraph, [695.0, 848.0, 568.0, 36.0], shoonya_3s2YDSOBUXTQYE, 5682717]
[paragraph, [695.0, 884.0, 568.0, 36.0], shoonya_3s2YDSOBUXTQYE, 5682717]
[paragraph, [695.0, 920.0, 568.0, 36.0], shoonya_3s2YDSOBUXTQYE, 5682717]
[paragraph, [695.0, 956.0, 568.0, 36.0], shoonya_3s2YDSOBUXTQYE, 5682717]
[paragraph, [695.0, 992.0, 568.0, 36.0], shoonya_3s2YDSOBUXTQYE, 5682717]
[paragraph, [697.0, 1032.0, 566.0, 36.0], shoonya_2sZEV7RS396EAN, 5682717]
[paragraph, [697.0, 1068.0, 566.0, 36.0], shoonya_2sZEV7RS396EAN, 5682717]
[paragraph, [697.0, 1104.0, 566.0, 36.0], shoonya_2sZEV7RS396EAN, 5682717]
[paragraph, [697.0, 1140.0, 566.0, 36.0], shoonya_2sZEV7RS396EAN, 5682717]
[paragraph, [697.0, 1176.0, 566.0, 36.0], shoonya_2sZEV7RS396EAN, 5682717]
[paragraph, [697.0, 1212.0, 566.0, 36.0], shoonya_2sZEV7RS396EAN, 5682717]
[paragraph, [697.0, 1248.0, 566.0, 36.0], shoonya_2sZEV7RS396EAN, 5682717]
[paragraph, [697.0, 1284.0, 566.0, 36.0], shoonya_2sZEV7RS396EAN, 5682717]
[paragraph, [697.0, 1320.0, 566.0, 36.0], shoonya_2sZEV7RS396EAN, 5682717]
[paragraph, [697.0, 1356.0, 566.0, 36.0], shoonya_2sZEV7RS396EAN, 5682717]
[paragraph, [697.0, 1392.0, 566.0, 36.0], shoonya_2sZEV7RS396EAN, 5682717]
[paragraph, [697.0, 1428.0, 566.0, 36.0], shoonya_2sZEV7RS396EAN, 5682717]
[paragraph, [697.0, 1464.0, 566.0, 36.0], shoonya_2sZEV7RS396EAN, 5682717]
[paragraph, [697.0, 1500.0, 566.0, 36.0], shoonya_2sZEV7RS396EAN, 5682717]
[paragraph, [697.0, 1536.0, 566.0, 36.0], shoonya_2sZEV7RS396EAN, 5682717]
[paragraph, [697.0, 1572.0, 566.0, 36.0], shoonya_2sZEV7RS396EAN, 5682717]
[paragraph, [697.0, 1608.0, 566.0, 36.0], shoonya_2sZEV7RS396EAN, 5682717]
[paragraph, [107.0, 1320.0, 566.0, 36.0], shoonya_1s1PUWQHJVD7BN, 5682717]
[paragraph, [107.0, 1356.0, 566.0, 36.0], shoonya_1s1PUWQHJVD7BN, 5682717]
[paragraph, [107.0, 1392.0, 566.0, 36.0], shoonya_1s1PUWQHJVD7BN, 5682717]
[paragraph, [107.0, 1428.0, 566.0, 36.0], shoonya_1s1PUWQHJVD7BN, 5682717]
[paragraph, [107.0, 1464.0, 566.0, 36.0], shoonya_1s1PUWQHJVD7BN, 5682717]
[paragraph, [107.0, 1500.0, 566.0, 36.0], shoonya_1s1PUWQHJVD7BN, 5682717]
[paragraph, [107.0, 1536.0, 566.0, 36.0], shoonya_1s1PUWQHJVD7BN, 5682717]
[paragraph, [107.0, 1572.0, 566.0, 36.0], shoonya_1s1PUWQHJVD7BN, 5682717]
[paragraph, [107.0, 1608.0, 566.0, 36.0], shoonya_1s1PUWQHJVD7BN, 5682717]
[paragraph, [107.0, 1644.0, 566.0, 36.0], shoonya_1s1PUWQHJVD7BN, 5682717]
[paragraph, [107.0, 1680.0, 566.0, 36.0], shoonya_1s1PUWQHJVD7BN, 5682717]
[paragraph, [761.0, 1682.0, 457.0, 36.0], shoonya_5s351Z9YKHER69, 5682717]
