[1282, 721]
[folio, [572.0, 33.0, 130.0, 18.0], shoonya_0sIZAY3D5CRUTP, 5782174]
[folio, [572.0, 51.0, 130.0, 18.0], shoonya_0sIZAY3D5CRUTP, 5782174]
[folio, [572.0, 69.0, 130.0, 18.0], shoonya_0sIZAY3D5CRUTP, 5782174]
[section-title, [295.0, 83.0, 143.0, 30.0], -PI6jCT3fQ, 5782174]
[sub-section-title, [140.0, 136.0, 457.0, 25.5], Nvw5OW6yUJ, 5782174]
[index, [33.0, 180.0, 677.0, 18.0], ft2PWd4bkH, 5782174]
[index, [33.0, 198.0, 677.0, 18.0], ft2PWd4bkH, 5782174]
[index, [33.0, 216.0, 677.0, 18.0], ft2PWd4bkH, 5782174]
[index, [33.0, 234.0, 677.0, 18.0], ft2PWd4bkH, 5782174]
[index, [33.0, 252.0, 677.0, 18.0], ft2PWd4bkH, 5782174]
[index, [33.0, 270.0, 677.0, 18.0], ft2PWd4bkH, 5782174]
[index, [33.0, 288.0, 677.0, 18.0], ft2PWd4bkH, 5782174]
[index, [33.0, 306.0, 677.0, 18.0], ft2PWd4bkH, 5782174]
[index, [33.0, 324.0, 677.0, 18.0], ft2PWd4bkH, 5782174]
[index, [33.0, 342.0, 677.0, 18.0], ft2PWd4bkH, 5782174]
[index, [33.0, 360.0, 677.0, 18.0], ft2PWd4bkH, 5782174]
[ordered-list, [20.0, 401.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 419.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 437.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 455.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 473.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 491.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 509.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 527.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 545.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 563.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 581.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 599.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 617.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 635.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 653.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 671.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 689.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 707.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 725.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 743.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 761.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 779.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 797.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 815.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 833.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 851.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 869.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 887.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 905.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 923.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 941.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 959.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 977.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 995.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 1013.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 1031.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 1049.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 1067.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 1085.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 1103.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 1121.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 1139.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 1157.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 1175.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[ordered-list, [20.0, 1193.0, 688.0, 18.0], 3USFZt6IH5, 5782174]
[sub-ordered-list, [30.0, 440.0, 677.0, 18.0], URVbUNDHul, 5782174]
[sub-ordered-list, [30.0, 458.0, 677.0, 18.0], URVbUNDHul, 5782174]
[sub-ordered-list, [30.0, 476.0, 677.0, 18.0], URVbUNDHul, 5782174]
[sub-ordered-list, [30.0, 494.0, 677.0, 18.0], URVbUNDHul, 5782174]
[sub-ordered-list, [30.0, 512.0, 677.0, 18.0], URVbUNDHul, 5782174]
[sub-ordered-list, [30.0, 530.0, 677.0, 18.0], URVbUNDHul, 5782174]
[sub-ordered-list, [30.0, 548.0, 677.0, 18.0], URVbUNDHul, 5782174]
[sub-ordered-list, [30.0, 566.0, 677.0, 18.0], URVbUNDHul, 5782174]
[sub-ordered-list, [30.0, 584.0, 677.0, 18.0], URVbUNDHul, 5782174]
[sub-ordered-list, [30.0, 602.0, 677.0, 18.0], URVbUNDHul, 5782174]
[sub-ordered-list, [30.0, 620.0, 677.0, 18.0], URVbUNDHul, 5782174]
[sub-ordered-list, [30.0, 638.0, 677.0, 18.0], URVbUNDHul, 5782174]
[sub-ordered-list, [28.0, 718.0, 679.0, 18.0], vgQ5IvSIRv, 5782174]
[sub-ordered-list, [28.0, 736.0, 679.0, 18.0], vgQ5IvSIRv, 5782174]
[sub-ordered-list, [28.0, 754.0, 679.0, 18.0], vgQ5IvSIRv, 5782174]
[sub-ordered-list, [28.0, 772.0, 679.0, 18.0], vgQ5IvSIRv, 5782174]
[sub-ordered-list, [28.0, 790.0, 679.0, 18.0], vgQ5IvSIRv, 5782174]
[sub-ordered-list, [28.0, 808.0, 679.0, 18.0], vgQ5IvSIRv, 5782174]
[sub-ordered-list, [28.0, 826.0, 679.0, 18.0], vgQ5IvSIRv, 5782174]
[sub-ordered-list, [28.0, 844.0, 679.0, 18.0], vgQ5IvSIRv, 5782174]
[sub-ordered-list, [28.0, 862.0, 679.0, 18.0], vgQ5IvSIRv, 5782174]
[sub-ordered-list, [28.0, 880.0, 679.0, 18.0], vgQ5IvSIRv, 5782174]
[sub-ordered-list, [28.0, 898.0, 679.0, 18.0], vgQ5IvSIRv, 5782174]
[sub-ordered-list, [28.0, 916.0, 679.0, 18.0], vgQ5IvSIRv, 5782174]
[sub-ordered-list, [28.0, 934.0, 679.0, 18.0], vgQ5IvSIRv, 5782174]
[sub-ordered-list, [28.0, 952.0, 679.0, 18.0], vgQ5IvSIRv, 5782174]
[sub-ordered-list, [28.0, 970.0, 679.0, 18.0], vgQ5IvSIRv, 5782174]
[sub-ordered-list, [28.0, 988.0, 679.0, 18.0], vgQ5IvSIRv, 5782174]
[sub-ordered-list, [28.0, 1006.0, 679.0, 18.0], vgQ5IvSIRv, 5782174]
