[1806, 1262]
[author, [453.0, 503.0, 309.0, 36.0], shoonya_2sLLJY1LS90QGE, 5681419]
[paragraph, [645.0, 583.0, 515.0, 36.0], zdZ-jXonx0, 5681419]
[paragraph, [645.0, 619.0, 515.0, 36.0], zdZ-jXonx0, 5681419]
[paragraph, [645.0, 655.0, 515.0, 36.0], zdZ-jXonx0, 5681419]
[paragraph, [645.0, 691.0, 515.0, 36.0], zdZ-jXonx0, 5681419]
[paragraph, [645.0, 727.0, 515.0, 36.0], zdZ-jXonx0, 5681419]
[paragraph, [96.0, 612.0, 510.0, 36.0], shoonya_4sQCE1XKVE49C9, 5681419]
[paragraph, [96.0, 648.0, 510.0, 36.0], shoonya_4sQCE1XKVE49C9, 5681419]
[paragraph, [96.0, 684.0, 510.0, 36.0], shoonya_4sQCE1XKVE49C9, 5681419]
[paragraph, [96.0, 720.0, 510.0, 36.0], shoonya_4sQCE1XKVE49C9, 5681419]
[paragraph, [96.0, 756.0, 510.0, 36.0], shoonya_4sQCE1XKVE49C9, 5681419]
[paragraph, [96.0, 792.0, 510.0, 36.0], shoonya_4sQCE1XKVE49C9, 5681419]
[paragraph, [96.0, 828.0, 510.0, 36.0], shoonya_4sQCE1XKVE49C9, 5681419]
[paragraph, [96.0, 864.0, 510.0, 36.0], shoonya_4sQCE1XKVE49C9, 5681419]
[paragraph, [96.0, 900.0, 510.0, 36.0], shoonya_4sQCE1XKVE49C9, 5681419]
[paragraph, [96.0, 936.0, 510.0, 36.0], shoonya_4sQCE1XKVE49C9, 5681419]
[paragraph, [96.0, 972.0, 510.0, 36.0], shoonya_4sQCE1XKVE49C9, 5681419]
[paragraph, [96.0, 1008.0, 510.0, 36.0], shoonya_4sQCE1XKVE49C9, 5681419]
[paragraph, [96.0, 1044.0, 510.0, 36.0], shoonya_4sQCE1XKVE49C9, 5681419]
[paragraph, [96.0, 1080.0, 510.0, 36.0], shoonya_4sQCE1XKVE49C9, 5681419]
[paragraph, [96.0, 1116.0, 510.0, 36.0], shoonya_4sQCE1XKVE49C9, 5681419]
[paragraph, [96.0, 1152.0, 510.0, 36.0], shoonya_4sQCE1XKVE49C9, 5681419]
[paragraph, [96.0, 1188.0, 510.0, 36.0], shoonya_4sQCE1XKVE49C9, 5681419]
[paragraph, [96.0, 1224.0, 510.0, 36.0], shoonya_4sQCE1XKVE49C9, 5681419]
[paragraph, [96.0, 1260.0, 510.0, 36.0], shoonya_4sQCE1XKVE49C9, 5681419]
[paragraph, [96.0, 1296.0, 510.0, 36.0], shoonya_4sQCE1XKVE49C9, 5681419]
[paragraph, [96.0, 1332.0, 510.0, 36.0], shoonya_4sQCE1XKVE49C9, 5681419]
[paragraph, [96.0, 1368.0, 510.0, 36.0], shoonya_4sQCE1XKVE49C9, 5681419]
[paragraph, [96.0, 1404.0, 510.0, 36.0], shoonya_4sQCE1XKVE49C9, 5681419]
[paragraph, [96.0, 1440.0, 510.0, 36.0], shoonya_4sQCE1XKVE49C9, 5681419]
[paragraph, [96.0, 1476.0, 510.0, 36.0], shoonya_4sQCE1XKVE49C9, 5681419]
[paragraph, [649.0, 769.0, 512.0, 36.0], 3JN9CMd-up, 5681419]
[paragraph, [649.0, 805.0, 512.0, 36.0], 3JN9CMd-up, 5681419]
[paragraph, [649.0, 841.0, 512.0, 36.0], 3JN9CMd-up, 5681419]
[paragraph, [649.0, 877.0, 512.0, 36.0], 3JN9CMd-up, 5681419]
[paragraph, [649.0, 913.0, 512.0, 36.0], 3JN9CMd-up, 5681419]
[paragraph, [649.0, 949.0, 512.0, 36.0], 3JN9CMd-up, 5681419]
[paragraph, [649.0, 985.0, 512.0, 36.0], 3JN9CMd-up, 5681419]
[paragraph, [649.0, 1021.0, 512.0, 36.0], 3JN9CMd-up, 5681419]
[paragraph, [649.0, 1057.0, 512.0, 36.0], 3JN9CMd-up, 5681419]
[paragraph, [649.0, 1093.0, 512.0, 36.0], 3JN9CMd-up, 5681419]
[paragraph, [649.0, 1129.0, 512.0, 36.0], 3JN9CMd-up, 5681419]
[paragraph, [649.0, 1165.0, 512.0, 36.0], 3JN9CMd-up, 5681419]
[paragraph, [649.0, 1201.0, 512.0, 36.0], 3JN9CMd-up, 5681419]
[paragraph, [649.0, 1237.0, 512.0, 36.0], 3JN9CMd-up, 5681419]
[paragraph, [649.0, 1273.0, 512.0, 36.0], 3JN9CMd-up, 5681419]
[paragraph, [649.0, 1309.0, 512.0, 36.0], 3JN9CMd-up, 5681419]
[paragraph, [649.0, 1345.0, 512.0, 36.0], 3JN9CMd-up, 5681419]
[paragraph, [649.0, 1381.0, 512.0, 36.0], 3JN9CMd-up, 5681419]
[paragraph, [649.0, 1417.0, 512.0, 36.0], 3JN9CMd-up, 5681419]
[paragraph, [649.0, 1453.0, 512.0, 36.0], 3JN9CMd-up, 5681419]
[paragraph, [649.0, 1489.0, 512.0, 36.0], 3JN9CMd-up, 5681419]
[paragraph, [94.0, 1523.0, 510.0, 36.0], shoonya_5sGOPM1151ZZHA, 5681419]
[paragraph, [94.0, 1559.0, 510.0, 36.0], shoonya_5sGOPM1151ZZHA, 5681419]
[paragraph, [94.0, 1595.0, 510.0, 36.0], shoonya_5sGOPM1151ZZHA, 5681419]
[paragraph, [94.0, 1631.0, 510.0, 36.0], shoonya_5sGOPM1151ZZHA, 5681419]
[paragraph, [651.0, 1556.0, 514.0, 36.0], 9Id3hQG4-2, 5681419]
[paragraph, [651.0, 1592.0, 514.0, 36.0], 9Id3hQG4-2, 5681419]
[paragraph, [651.0, 1628.0, 514.0, 36.0], 9Id3hQG4-2, 5681419]
[paragraph, [651.0, 1664.0, 514.0, 36.0], 9Id3hQG4-2, 5681419]
