[1755, 1241]
[section-title, [235.0, 263.0, 834.0, 49.5], yMS1kbKHWO, 5745047]
[ordered-list, [127.0, 363.0, 982.0, 36.0], shoonya_0s7HGPOZQROFWO, 5745047]
[ordered-list, [127.0, 399.0, 982.0, 36.0], shoonya_0s7HGPOZQROFWO, 5745047]
[ordered-list, [127.0, 435.0, 982.0, 36.0], shoonya_0s7HGPOZQROFWO, 5745047]
[ordered-list, [127.0, 471.0, 982.0, 36.0], shoonya_0s7HGPOZQROFWO, 5745047]
[ordered-list, [127.0, 507.0, 982.0, 36.0], shoonya_0s7HGPOZQROFWO, 5745047]
[ordered-list, [127.0, 543.0, 982.0, 36.0], shoonya_0s7HGPOZQROFWO, 5745047]
[ordered-list, [127.0, 579.0, 982.0, 36.0], shoonya_0s7HGPOZQROFWO, 5745047]
[ordered-list, [127.0, 615.0, 982.0, 36.0], shoonya_0s7HGPOZQROFWO, 5745047]
[ordered-list, [127.0, 651.0, 982.0, 36.0], shoonya_0s7HGPOZQROFWO, 5745047]
[ordered-list, [127.0, 687.0, 982.0, 36.0], shoonya_0s7HGPOZQROFWO, 5745047]
[ordered-list, [127.0, 723.0, 982.0, 36.0], shoonya_0s7HGPOZQROFWO, 5745047]
[ordered-list, [127.0, 759.0, 982.0, 36.0], shoonya_0s7HGPOZQROFWO, 5745047]
[ordered-list, [127.0, 795.0, 982.0, 36.0], shoonya_0s7HGPOZQROFWO, 5745047]
[ordered-list, [127.0, 831.0, 982.0, 36.0], shoonya_0s7HGPOZQROFWO, 5745047]
[ordered-list, [127.0, 867.0, 982.0, 36.0], shoonya_0s7HGPOZQROFWO, 5745047]
[ordered-list, [127.0, 903.0, 982.0, 36.0], shoonya_0s7HGPOZQROFWO, 5745047]
[ordered-list, [127.0, 939.0, 982.0, 36.0], shoonya_0s7HGPOZQROFWO, 5745047]
[ordered-list, [127.0, 975.0, 982.0, 36.0], shoonya_0s7HGPOZQROFWO, 5745047]
[ordered-list, [127.0, 1011.0, 982.0, 36.0], shoonya_0s7HGPOZQROFWO, 5745047]
[ordered-list, [127.0, 1047.0, 982.0, 36.0], shoonya_0s7HGPOZQROFWO, 5745047]
[ordered-list, [127.0, 1083.0, 982.0, 36.0], shoonya_0s7HGPOZQROFWO, 5745047]
[ordered-list, [127.0, 1119.0, 982.0, 36.0], shoonya_0s7HGPOZQROFWO, 5745047]
[ordered-list, [127.0, 1155.0, 982.0, 36.0], shoonya_0s7HGPOZQROFWO, 5745047]
[ordered-list, [127.0, 1191.0, 982.0, 36.0], shoonya_0s7HGPOZQROFWO, 5745047]
[ordered-list, [127.0, 1227.0, 982.0, 36.0], shoonya_0s7HGPOZQROFWO, 5745047]
[contact-info, [97.0, 1367.0, 274.0, 36.0], shoonya_8sP1EQYMOY3H25, 5745047]
[contact-info, [97.0, 1403.0, 274.0, 36.0], shoonya_8sP1EQYMOY3H25, 5745047]
[contact-info, [97.0, 1439.0, 274.0, 36.0], shoonya_8sP1EQYMOY3H25, 5745047]
[contact-info, [421.0, 1385.0, 145.0, 36.0], shoonya_5sUS8B3HCD17R3, 5745047]
[footnote, [705.0, 1385.0, 351.0, 36.0], shoonya_2sX8RTN44W8KSA, 5745047]
