[2806, 1984]
[section-title, [767.0, 180.0, 439.0, 79.5], shoonya_7s2VUJIB18M8SI, 5698341]
[dateline, [898.0, 272.0, 174.0, 64.5], shoonya_0sJZH72MKIXM58, 5698341]
[sidebar, [830.0, 369.0, 311.0, 46.5], shoonya_1sWPSHK4ZEMI4J, 5698341]
[sidebar, [830.0, 415.5, 311.0, 46.5], shoonya_1sWPSHK4ZEMI4J, 5698341]
[answer, [200.0, 635.0, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 681.5, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 728.0, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 774.5, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 821.0, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 867.5, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 914.0, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 960.5, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 1007.0, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 1053.5, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 1100.0, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 1146.5, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 1193.0, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 1239.5, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 1286.0, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 1332.5, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 1379.0, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 1425.5, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 1472.0, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 1518.5, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 1565.0, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 1611.5, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 1658.0, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 1704.5, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 1751.0, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 1797.5, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 1844.0, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 1890.5, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 1937.0, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 1983.5, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 2030.0, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 2076.5, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 2123.0, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 2169.5, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 2216.0, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 2262.5, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 2309.0, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 2355.5, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 2402.0, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 2448.5, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 2495.0, 1583.0, 46.5], CzZkBI-adV, 5698341]
[answer, [200.0, 2541.5, 1583.0, 46.5], CzZkBI-adV, 5698341]
[paragraph, [319.0, 646.0, 1448.0, 46.5], shoonya_2sXQ6O0KMV11I8, 5698341]
[paragraph, [319.0, 692.5, 1448.0, 46.5], shoonya_2sXQ6O0KMV11I8, 5698341]
[paragraph, [319.0, 739.0, 1448.0, 46.5], shoonya_2sXQ6O0KMV11I8, 5698341]
[paragraph, [319.0, 785.5, 1448.0, 46.5], shoonya_2sXQ6O0KMV11I8, 5698341]
[paragraph, [319.0, 832.0, 1448.0, 46.5], shoonya_2sXQ6O0KMV11I8, 5698341]
[paragraph, [319.0, 878.5, 1448.0, 46.5], shoonya_2sXQ6O0KMV11I8, 5698341]
[paragraph, [319.0, 925.0, 1448.0, 46.5], shoonya_2sXQ6O0KMV11I8, 5698341]
[paragraph, [319.0, 971.5, 1448.0, 46.5], shoonya_2sXQ6O0KMV11I8, 5698341]
[paragraph, [307.0, 1046.0, 1458.0, 46.5], EAVMfnEQyi, 5698341]
