[1754, 1241]
[ordered-list, [206.0, 99.0, 890.0, 36.0], awJlvKk9qh, 5706695]
[ordered-list, [206.0, 135.0, 890.0, 36.0], awJlvKk9qh, 5706695]
[ordered-list, [206.0, 171.0, 890.0, 36.0], awJlvKk9qh, 5706695]
[ordered-list, [206.0, 207.0, 890.0, 36.0], awJlvKk9qh, 5706695]
[ordered-list, [206.0, 243.0, 890.0, 36.0], awJlvKk9qh, 5706695]
[ordered-list, [206.0, 279.0, 890.0, 36.0], awJlvKk9qh, 5706695]
[ordered-list, [206.0, 315.0, 890.0, 36.0], awJlvKk9qh, 5706695]
[ordered-list, [206.0, 351.0, 890.0, 36.0], awJlvKk9qh, 5706695]
[ordered-list, [206.0, 387.0, 890.0, 36.0], awJlvKk9qh, 5706695]
[ordered-list, [206.0, 423.0, 890.0, 36.0], awJlvKk9qh, 5706695]
[ordered-list, [206.0, 459.0, 890.0, 36.0], awJlvKk9qh, 5706695]
[ordered-list, [206.0, 495.0, 890.0, 36.0], awJlvKk9qh, 5706695]
[ordered-list, [206.0, 531.0, 890.0, 36.0], awJlvKk9qh, 5706695]
[ordered-list, [139.0, 612.0, 964.0, 36.0], micgECWguk, 5706695]
[ordered-list, [139.0, 648.0, 964.0, 36.0], micgECWguk, 5706695]
[ordered-list, [139.0, 684.0, 964.0, 36.0], micgECWguk, 5706695]
[ordered-list, [139.0, 720.0, 964.0, 36.0], micgECWguk, 5706695]
[ordered-list, [139.0, 756.0, 964.0, 36.0], micgECWguk, 5706695]
[ordered-list, [139.0, 792.0, 964.0, 36.0], micgECWguk, 5706695]
[ordered-list, [139.0, 828.0, 964.0, 36.0], micgECWguk, 5706695]
[ordered-list, [139.0, 864.0, 964.0, 36.0], micgECWguk, 5706695]
[ordered-list, [139.0, 900.0, 964.0, 36.0], micgECWguk, 5706695]
[ordered-list, [139.0, 936.0, 964.0, 36.0], micgECWguk, 5706695]
[ordered-list, [139.0, 972.0, 964.0, 36.0], micgECWguk, 5706695]
[ordered-list, [139.0, 1008.0, 964.0, 36.0], micgECWguk, 5706695]
[ordered-list, [139.0, 1044.0, 964.0, 36.0], micgECWguk, 5706695]
[ordered-list, [139.0, 1080.0, 964.0, 36.0], micgECWguk, 5706695]
[ordered-list, [139.0, 1116.0, 964.0, 36.0], micgECWguk, 5706695]
[ordered-list, [139.0, 1152.0, 964.0, 36.0], micgECWguk, 5706695]
[ordered-list, [139.0, 1188.0, 964.0, 36.0], micgECWguk, 5706695]
[ordered-list, [139.0, 1224.0, 964.0, 36.0], micgECWguk, 5706695]
[ordered-list, [139.0, 1260.0, 964.0, 36.0], micgECWguk, 5706695]
[ordered-list, [139.0, 1296.0, 964.0, 36.0], micgECWguk, 5706695]
[ordered-list, [139.0, 1332.0, 964.0, 36.0], micgECWguk, 5706695]
[ordered-list, [139.0, 1368.0, 964.0, 36.0], micgECWguk, 5706695]
[ordered-list, [139.0, 1404.0, 964.0, 36.0], micgECWguk, 5706695]
[ordered-list, [139.0, 1440.0, 964.0, 36.0], micgECWguk, 5706695]
