[1606, 1056]
[folio, [98.0, 101.0, 232.0, 36.0], shoonya_6sNQTMVNR3JIOC, 5684001]
[folio, [447.0, 102.0, 160.0, 36.0], shoonya_4s8TPO11SQVMPN, 5684001]
[paragraph, [97.0, 156.0, 863.0, 36.0], shoonya_0sF8HRU7QB3QKP, 5684001]
[paragraph, [97.0, 192.0, 863.0, 36.0], shoonya_0sF8HRU7QB3QKP, 5684001]
[paragraph, [97.0, 228.0, 863.0, 36.0], shoonya_0sF8HRU7QB3QKP, 5684001]
[paragraph, [97.0, 264.0, 863.0, 36.0], shoonya_0sF8HRU7QB3QKP, 5684001]
[paragraph, [97.0, 300.0, 863.0, 36.0], shoonya_0sF8HRU7QB3QKP, 5684001]
[paragraph, [97.0, 336.0, 863.0, 36.0], shoonya_0sF8HRU7QB3QKP, 5684001]
[paragraph, [97.0, 372.0, 863.0, 36.0], shoonya_0sF8HRU7QB3QKP, 5684001]
[paragraph, [97.0, 408.0, 863.0, 36.0], shoonya_0sF8HRU7QB3QKP, 5684001]
[paragraph, [97.0, 444.0, 863.0, 36.0], shoonya_0sF8HRU7QB3QKP, 5684001]
[paragraph, [97.0, 480.0, 863.0, 36.0], shoonya_0sF8HRU7QB3QKP, 5684001]
[paragraph, [97.0, 516.0, 863.0, 36.0], shoonya_0sF8HRU7QB3QKP, 5684001]
[paragraph, [97.0, 552.0, 863.0, 36.0], shoonya_0sF8HRU7QB3QKP, 5684001]
[paragraph, [97.0, 588.0, 863.0, 36.0], shoonya_0sF8HRU7QB3QKP, 5684001]
[paragraph, [97.0, 624.0, 863.0, 36.0], shoonya_0sF8HRU7QB3QKP, 5684001]
[paragraph, [97.0, 660.0, 863.0, 36.0], shoonya_0sF8HRU7QB3QKP, 5684001]
[paragraph, [97.0, 696.0, 863.0, 36.0], shoonya_0sF8HRU7QB3QKP, 5684001]
[paragraph, [97.0, 732.0, 863.0, 36.0], shoonya_0sF8HRU7QB3QKP, 5684001]
[paragraph, [97.0, 768.0, 863.0, 36.0], shoonya_0sF8HRU7QB3QKP, 5684001]
[paragraph, [97.0, 804.0, 863.0, 36.0], shoonya_0sF8HRU7QB3QKP, 5684001]
[paragraph, [97.0, 840.0, 863.0, 36.0], shoonya_0sF8HRU7QB3QKP, 5684001]
[paragraph, [97.0, 876.0, 863.0, 36.0], shoonya_0sF8HRU7QB3QKP, 5684001]
[paragraph, [97.0, 912.0, 863.0, 36.0], shoonya_0sF8HRU7QB3QKP, 5684001]
[paragraph, [97.0, 948.0, 863.0, 36.0], shoonya_0sF8HRU7QB3QKP, 5684001]
[author, [632.0, 1055.0, 225.0, 36.0], Ki16SvU_5P, 5684001]
[author, [632.0, 1091.0, 225.0, 36.0], Ki16SvU_5P, 5684001]
[section-title, [290.0, 1193.0, 465.0, 49.5], shoonya_3sBN78NLQB8RST, 5684001]
[paragraph, [101.0, 1264.0, 848.0, 36.0], shoonya_1sQ1NV0KRJFUCK, 5684001]
[paragraph, [101.0, 1300.0, 848.0, 36.0], shoonya_1sQ1NV0KRJFUCK, 5684001]
[paragraph, [101.0, 1336.0, 848.0, 36.0], shoonya_1sQ1NV0KRJFUCK, 5684001]
[paragraph, [101.0, 1372.0, 848.0, 36.0], shoonya_1sQ1NV0KRJFUCK, 5684001]
[paragraph, [101.0, 1408.0, 848.0, 36.0], shoonya_1sQ1NV0KRJFUCK, 5684001]
[paragraph, [101.0, 1444.0, 848.0, 36.0], shoonya_1sQ1NV0KRJFUCK, 5684001]
