[1261, 903]
[chapter-title, [356.0, 45.0, 281.0, 30.0], shoonya_0sEWZWXLE5H9D5, 5776204]
[paragraph, [177.0, 95.0, 661.0, 18.0], yfgdwwLTvY, 5776204]
[paragraph, [177.0, 113.0, 661.0, 18.0], yfgdwwLTvY, 5776204]
[paragraph, [177.0, 131.0, 661.0, 18.0], yfgdwwLTvY, 5776204]
[paragraph, [177.0, 149.0, 661.0, 18.0], yfgdwwLTvY, 5776204]
[paragraph, [177.0, 167.0, 661.0, 18.0], yfgdwwLTvY, 5776204]
[paragraph, [177.0, 185.0, 661.0, 18.0], yfgdwwLTvY, 5776204]
[paragraph, [177.0, 203.0, 661.0, 18.0], yfgdwwLTvY, 5776204]
[paragraph, [180.0, 224.0, 659.0, 18.0], 6-AYn11q-k, 5776204]
[paragraph, [180.0, 242.0, 659.0, 18.0], 6-AYn11q-k, 5776204]
[paragraph, [180.0, 260.0, 659.0, 18.0], 6-AYn11q-k, 5776204]
[paragraph, [180.0, 278.0, 659.0, 18.0], 6-AYn11q-k, 5776204]
[paragraph, [180.0, 296.0, 659.0, 18.0], 6-AYn11q-k, 5776204]
[paragraph, [180.0, 314.0, 659.0, 18.0], 6-AYn11q-k, 5776204]
[paragraph, [180.0, 332.0, 659.0, 18.0], 6-AYn11q-k, 5776204]
[paragraph, [180.0, 350.0, 659.0, 18.0], 6-AYn11q-k, 5776204]
[paragraph, [180.0, 368.0, 659.0, 18.0], 6-AYn11q-k, 5776204]
[paragraph, [180.0, 386.0, 659.0, 18.0], 6-AYn11q-k, 5776204]
[paragraph, [180.0, 404.0, 659.0, 18.0], 6-AYn11q-k, 5776204]
[paragraph, [180.0, 422.0, 659.0, 18.0], 6-AYn11q-k, 5776204]
[paragraph, [180.0, 440.0, 659.0, 18.0], 6-AYn11q-k, 5776204]
[paragraph, [180.0, 458.0, 659.0, 18.0], 6-AYn11q-k, 5776204]
[paragraph, [180.0, 476.0, 659.0, 18.0], 6-AYn11q-k, 5776204]
[paragraph, [180.0, 494.0, 659.0, 18.0], 6-AYn11q-k, 5776204]
[paragraph, [180.0, 512.0, 659.0, 18.0], 6-AYn11q-k, 5776204]
[paragraph, [180.0, 530.0, 659.0, 18.0], 6-AYn11q-k, 5776204]
[paragraph, [180.0, 549.0, 662.0, 18.0], t4NmS5jx9R, 5776204]
[paragraph, [180.0, 567.0, 662.0, 18.0], t4NmS5jx9R, 5776204]
[paragraph, [180.0, 585.0, 662.0, 18.0], t4NmS5jx9R, 5776204]
[paragraph, [180.0, 603.0, 662.0, 18.0], t4NmS5jx9R, 5776204]
[paragraph, [180.0, 621.0, 662.0, 18.0], t4NmS5jx9R, 5776204]
[paragraph, [180.0, 639.0, 662.0, 18.0], t4NmS5jx9R, 5776204]
[paragraph, [180.0, 657.0, 662.0, 18.0], t4NmS5jx9R, 5776204]
[paragraph, [180.0, 675.0, 662.0, 18.0], t4NmS5jx9R, 5776204]
[paragraph, [180.0, 693.0, 662.0, 18.0], t4NmS5jx9R, 5776204]
[paragraph, [180.0, 711.0, 662.0, 18.0], t4NmS5jx9R, 5776204]
[paragraph, [180.0, 729.0, 662.0, 18.0], t4NmS5jx9R, 5776204]
[paragraph, [180.0, 747.0, 662.0, 18.0], t4NmS5jx9R, 5776204]
[paragraph, [180.0, 765.0, 662.0, 18.0], t4NmS5jx9R, 5776204]
[paragraph, [180.0, 783.0, 662.0, 18.0], t4NmS5jx9R, 5776204]
[paragraph, [180.0, 801.0, 662.0, 18.0], t4NmS5jx9R, 5776204]
[paragraph, [180.0, 819.0, 662.0, 18.0], t4NmS5jx9R, 5776204]
[paragraph, [180.0, 837.0, 662.0, 18.0], t4NmS5jx9R, 5776204]
[paragraph, [180.0, 855.0, 662.0, 18.0], t4NmS5jx9R, 5776204]
[paragraph, [180.0, 873.0, 662.0, 18.0], t4NmS5jx9R, 5776204]
[paragraph, [180.0, 891.0, 662.0, 18.0], t4NmS5jx9R, 5776204]
[paragraph, [180.0, 909.0, 662.0, 18.0], t4NmS5jx9R, 5776204]
[paragraph, [180.0, 929.0, 667.0, 18.0], 2E5_b0ZP_U, 5776204]
[paragraph, [180.0, 947.0, 667.0, 18.0], 2E5_b0ZP_U, 5776204]
[paragraph, [180.0, 965.0, 667.0, 18.0], 2E5_b0ZP_U, 5776204]
[paragraph, [180.0, 983.0, 667.0, 18.0], 2E5_b0ZP_U, 5776204]
[paragraph, [180.0, 1001.0, 667.0, 18.0], 2E5_b0ZP_U, 5776204]
[paragraph, [180.0, 1019.0, 667.0, 18.0], 2E5_b0ZP_U, 5776204]
[paragraph, [180.0, 1037.0, 667.0, 18.0], 2E5_b0ZP_U, 5776204]
[paragraph, [180.0, 1055.0, 667.0, 18.0], 2E5_b0ZP_U, 5776204]
[paragraph, [180.0, 1080.0, 657.0, 18.0], 0tsTnTbYx8, 5776204]
[paragraph, [180.0, 1098.0, 657.0, 18.0], 0tsTnTbYx8, 5776204]
