[588, 379]
[folio, [80.0, 39.0, 150.0, 18.0], wGzTyV6QUT, 6492604]
[paragraph, [45.0, 69.0, 323.0, 18.0], shoonya_0sXRNQYNOB4UX0, 6492604]
[paragraph, [45.0, 87.0, 323.0, 18.0], shoonya_0sXRNQYNOB4UX0, 6492604]
[paragraph, [45.0, 105.0, 323.0, 18.0], shoonya_0sXRNQYNOB4UX0, 6492604]
[paragraph, [45.0, 123.0, 323.0, 18.0], shoonya_0sXRNQYNOB4UX0, 6492604]
[paragraph, [45.0, 141.0, 323.0, 18.0], shoonya_0sXRNQYNOB4UX0, 6492604]
[paragraph, [45.0, 159.0, 323.0, 18.0], shoonya_0sXRNQYNOB4UX0, 6492604]
[paragraph, [45.0, 177.0, 323.0, 18.0], shoonya_0sXRNQYNOB4UX0, 6492604]
[paragraph, [45.0, 195.0, 323.0, 18.0], shoonya_0sXRNQYNOB4UX0, 6492604]
[paragraph, [45.0, 213.0, 323.0, 18.0], shoonya_0sXRNQYNOB4UX0, 6492604]
[paragraph, [45.0, 231.0, 323.0, 18.0], shoonya_0sXRNQYNOB4UX0, 6492604]
[paragraph, [45.0, 249.0, 323.0, 18.0], shoonya_0sXRNQYNOB4UX0, 6492604]
[paragraph, [45.0, 267.0, 323.0, 18.0], shoonya_0sXRNQYNOB4UX0, 6492604]
[paragraph, [45.0, 285.0, 323.0, 18.0], shoonya_0sXRNQYNOB4UX0, 6492604]
[paragraph, [45.0, 303.0, 323.0, 18.0], shoonya_0sXRNQYNOB4UX0, 6492604]
[paragraph, [45.0, 321.0, 323.0, 18.0], shoonya_0sXRNQYNOB4UX0, 6492604]
[paragraph, [45.0, 339.0, 323.0, 18.0], shoonya_0sXRNQYNOB4UX0, 6492604]
[paragraph, [45.0, 357.0, 323.0, 18.0], shoonya_0sXRNQYNOB4UX0, 6492604]
[paragraph, [45.0, 375.0, 323.0, 18.0], shoonya_0sXRNQYNOB4UX0, 6492604]
[paragraph, [45.0, 393.0, 323.0, 18.0], shoonya_0sXRNQYNOB4UX0, 6492604]
[paragraph, [45.0, 411.0, 323.0, 18.0], shoonya_0sXRNQYNOB4UX0, 6492604]
[paragraph, [45.0, 429.0, 323.0, 18.0], shoonya_0sXRNQYNOB4UX0, 6492604]
[paragraph, [45.0, 447.0, 323.0, 18.0], shoonya_0sXRNQYNOB4UX0, 6492604]
[paragraph, [45.0, 465.0, 323.0, 18.0], shoonya_0sXRNQYNOB4UX0, 6492604]
[paragraph, [45.0, 483.0, 323.0, 18.0], shoonya_0sXRNQYNOB4UX0, 6492604]
[paragraph, [45.0, 501.0, 323.0, 18.0], shoonya_0sXRNQYNOB4UX0, 6492604]
[paragraph, [45.0, 519.0, 323.0, 18.0], shoonya_0sXRNQYNOB4UX0, 6492604]
[paragraph, [45.0, 537.0, 323.0, 18.0], shoonya_0sXRNQYNOB4UX0, 6492604]
