[1477, 1063]
[section-title, [299.0, 241.0, 455.0, 30.0], shoonya_7sNAQA8V6F8LI5, 5762842]
[section-title, [299.0, 271.0, 455.0, 30.0], shoonya_7sNAQA8V6F8LI5, 5762842]
[answer, [161.0, 363.0, 724.0, 18.0], HQJJB7fJ9Y, 5762842]
[paragraph, [134.0, 391.0, 768.0, 18.0], 0TnYfnt3rW, 5762842]
[paragraph, [134.0, 409.0, 768.0, 18.0], 0TnYfnt3rW, 5762842]
[paragraph, [134.0, 427.0, 768.0, 18.0], 0TnYfnt3rW, 5762842]
[paragraph, [134.0, 445.0, 768.0, 18.0], 0TnYfnt3rW, 5762842]
[paragraph, [134.0, 463.0, 768.0, 18.0], 0TnYfnt3rW, 5762842]
[paragraph, [134.0, 481.0, 768.0, 18.0], 0TnYfnt3rW, 5762842]
[section-title, [531.0, 524.0, 329.0, 30.0], shoonya_5s91LC9FZML6ZR, 5762842]
[section-title, [531.0, 554.0, 329.0, 30.0], shoonya_5s91LC9FZML6ZR, 5762842]
[section-title, [531.0, 584.0, 329.0, 30.0], shoonya_5s91LC9FZML6ZR, 5762842]
[unordered-list, [533.0, 617.0, 424.0, 18.0], shoonya_0s3ZZPQUJYFSSG, 5762842]
[unordered-list, [533.0, 635.0, 424.0, 18.0], shoonya_0s3ZZPQUJYFSSG, 5762842]
[unordered-list, [533.0, 653.0, 424.0, 18.0], shoonya_0s3ZZPQUJYFSSG, 5762842]
[unordered-list, [533.0, 671.0, 424.0, 18.0], shoonya_0s3ZZPQUJYFSSG, 5762842]
[unordered-list, [533.0, 689.0, 424.0, 18.0], shoonya_0s3ZZPQUJYFSSG, 5762842]
[unordered-list, [533.0, 707.0, 424.0, 18.0], shoonya_0s3ZZPQUJYFSSG, 5762842]
[unordered-list, [533.0, 725.0, 424.0, 18.0], shoonya_0s3ZZPQUJYFSSG, 5762842]
[unordered-list, [533.0, 743.0, 424.0, 18.0], shoonya_0s3ZZPQUJYFSSG, 5762842]
[unordered-list, [533.0, 761.0, 424.0, 18.0], shoonya_0s3ZZPQUJYFSSG, 5762842]
[unordered-list, [111.0, 619.0, 422.0, 18.0], 4mLJgi0n7W, 5762842]
[unordered-list, [111.0, 637.0, 422.0, 18.0], 4mLJgi0n7W, 5762842]
[unordered-list, [111.0, 655.0, 422.0, 18.0], 4mLJgi0n7W, 5762842]
[unordered-list, [111.0, 673.0, 422.0, 18.0], 4mLJgi0n7W, 5762842]
[unordered-list, [111.0, 691.0, 422.0, 18.0], 4mLJgi0n7W, 5762842]
[unordered-list, [111.0, 709.0, 422.0, 18.0], 4mLJgi0n7W, 5762842]
[unordered-list, [111.0, 727.0, 422.0, 18.0], 4mLJgi0n7W, 5762842]
[unordered-list, [111.0, 745.0, 422.0, 18.0], 4mLJgi0n7W, 5762842]
[unordered-list, [111.0, 763.0, 422.0, 18.0], 4mLJgi0n7W, 5762842]
[section-title, [328.0, 824.0, 456.0, 30.0], shoonya_6sD939OR3O3XWB, 5762842]
[contact-info, [236.0, 1052.0, 607.0, 18.0], yRTvrgiJXK, 5762842]
[contact-info, [236.0, 1070.0, 607.0, 18.0], yRTvrgiJXK, 5762842]
[contact-info, [236.0, 1088.0, 607.0, 18.0], yRTvrgiJXK, 5762842]
[contact-info, [236.0, 1106.0, 607.0, 18.0], yRTvrgiJXK, 5762842]
[contact-info, [236.0, 1124.0, 607.0, 18.0], yRTvrgiJXK, 5762842]
[contact-info, [236.0, 1142.0, 607.0, 18.0], yRTvrgiJXK, 5762842]
[contact-info, [143.0, 1177.0, 777.0, 18.0], yMUBwmy6Tf, 5762842]
[contact-info, [143.0, 1195.0, 777.0, 18.0], yMUBwmy6Tf, 5762842]
[contact-info, [143.0, 1213.0, 777.0, 18.0], yMUBwmy6Tf, 5762842]
[contact-info, [143.0, 1231.0, 777.0, 18.0], yMUBwmy6Tf, 5762842]
[contact-info, [143.0, 1249.0, 777.0, 18.0], yMUBwmy6Tf, 5762842]
[contact-info, [143.0, 1267.0, 777.0, 18.0], yMUBwmy6Tf, 5762842]
[contact-info, [143.0, 1285.0, 777.0, 18.0], yMUBwmy6Tf, 5762842]
[contact-info, [143.0, 1303.0, 777.0, 18.0], yMUBwmy6Tf, 5762842]
[folio, [147.0, 1232.0, 127.0, 18.0], k2iS504e2L, 5762842]
[folio, [147.0, 1250.0, 127.0, 18.0], k2iS504e2L, 5762842]
[folio, [147.0, 1268.0, 127.0, 18.0], k2iS504e2L, 5762842]
[folio, [147.0, 1286.0, 127.0, 18.0], k2iS504e2L, 5762842]
[folio, [147.0, 1304.0, 127.0, 18.0], k2iS504e2L, 5762842]
[folio, [805.0, 1236.0, 111.0, 18.0], M4gO-Pgicn, 5762842]
[folio, [805.0, 1254.0, 111.0, 18.0], M4gO-Pgicn, 5762842]
[folio, [805.0, 1272.0, 111.0, 18.0], M4gO-Pgicn, 5762842]
[folio, [805.0, 1290.0, 111.0, 18.0], M4gO-Pgicn, 5762842]
[folio, [805.0, 1308.0, 111.0, 18.0], M4gO-Pgicn, 5762842]
