[2640, 2040]
[folio, [1440.0, 81.0, 446.0, 46.5], ispUpLLkj4, 5694648]
[paragraph, [745.0, 246.0, 517.0, 46.5], shoonya_8s1DN5WKETFSTN, 5694648]
[paragraph, [745.0, 292.5, 517.0, 46.5], shoonya_8s1DN5WKETFSTN, 5694648]
[paragraph, [745.0, 339.0, 517.0, 46.5], shoonya_8s1DN5WKETFSTN, 5694648]
[paragraph, [745.0, 385.5, 517.0, 46.5], shoonya_8s1DN5WKETFSTN, 5694648]
[paragraph, [183.0, 248.0, 532.0, 46.5], shoonya_3sD313YOWNLGBK, 5694648]
[paragraph, [183.0, 294.5, 532.0, 46.5], shoonya_3sD313YOWNLGBK, 5694648]
[paragraph, [183.0, 341.0, 532.0, 46.5], shoonya_3sD313YOWNLGBK, 5694648]
[paragraph, [183.0, 387.5, 532.0, 46.5], shoonya_3sD313YOWNLGBK, 5694648]
[paragraph, [183.0, 434.0, 532.0, 46.5], shoonya_3sD313YOWNLGBK, 5694648]
[paragraph, [183.0, 480.5, 532.0, 46.5], shoonya_3sD313YOWNLGBK, 5694648]
[paragraph, [183.0, 527.0, 532.0, 46.5], shoonya_3sD313YOWNLGBK, 5694648]
[paragraph, [183.0, 573.5, 532.0, 46.5], shoonya_3sD313YOWNLGBK, 5694648]
[paragraph, [183.0, 620.0, 532.0, 46.5], shoonya_3sD313YOWNLGBK, 5694648]
[paragraph, [183.0, 666.5, 532.0, 46.5], shoonya_3sD313YOWNLGBK, 5694648]
[paragraph, [183.0, 713.0, 532.0, 46.5], shoonya_3sD313YOWNLGBK, 5694648]
[paragraph, [183.0, 759.5, 532.0, 46.5], shoonya_3sD313YOWNLGBK, 5694648]
[paragraph, [183.0, 806.0, 532.0, 46.5], shoonya_3sD313YOWNLGBK, 5694648]
[paragraph, [183.0, 852.5, 532.0, 46.5], shoonya_3sD313YOWNLGBK, 5694648]
[paragraph, [183.0, 899.0, 532.0, 46.5], shoonya_3sD313YOWNLGBK, 5694648]
[paragraph, [183.0, 945.5, 532.0, 46.5], shoonya_3sD313YOWNLGBK, 5694648]
[paragraph, [183.0, 992.0, 532.0, 46.5], shoonya_3sD313YOWNLGBK, 5694648]
[paragraph, [183.0, 1038.5, 532.0, 46.5], shoonya_3sD313YOWNLGBK, 5694648]
[paragraph, [183.0, 1085.0, 532.0, 46.5], shoonya_3sD313YOWNLGBK, 5694648]
[paragraph, [183.0, 1131.5, 532.0, 46.5], shoonya_3sD313YOWNLGBK, 5694648]
[paragraph, [183.0, 1178.0, 532.0, 46.5], shoonya_3sD313YOWNLGBK, 5694648]
[paragraph, [1312.0, 250.0, 531.0, 46.5], shoonya_9sCAG57NKGQWYB, 5694648]
[paragraph, [1312.0, 296.5, 531.0, 46.5], shoonya_9sCAG57NKGQWYB, 5694648]
[paragraph, [1312.0, 343.0, 531.0, 46.5], shoonya_9sCAG57NKGQWYB, 5694648]
[paragraph, [1312.0, 389.5, 531.0, 46.5], shoonya_9sCAG57NKGQWYB, 5694648]
[paragraph, [1312.0, 436.0, 531.0, 46.5], shoonya_9sCAG57NKGQWYB, 5694648]
[paragraph, [746.0, 477.0, 526.0, 46.5], shoonya_2sOPFIJ7QUTWZU, 5694648]
[paragraph, [746.0, 523.5, 526.0, 46.5], shoonya_2sOPFIJ7QUTWZU, 5694648]
[paragraph, [746.0, 570.0, 526.0, 46.5], shoonya_2sOPFIJ7QUTWZU, 5694648]
[paragraph, [746.0, 616.5, 526.0, 46.5], shoonya_2sOPFIJ7QUTWZU, 5694648]
[paragraph, [746.0, 663.0, 526.0, 46.5], shoonya_2sOPFIJ7QUTWZU, 5694648]
[paragraph, [746.0, 709.5, 526.0, 46.5], shoonya_2sOPFIJ7QUTWZU, 5694648]
[paragraph, [746.0, 756.0, 526.0, 46.5], shoonya_2sOPFIJ7QUTWZU, 5694648]
[paragraph, [746.0, 802.5, 526.0, 46.5], shoonya_2sOPFIJ7QUTWZU, 5694648]
[paragraph, [746.0, 849.0, 526.0, 46.5], shoonya_2sOPFIJ7QUTWZU, 5694648]
[paragraph, [746.0, 895.5, 526.0, 46.5], shoonya_2sOPFIJ7QUTWZU, 5694648]
[paragraph, [746.0, 942.0, 526.0, 46.5], shoonya_2sOPFIJ7QUTWZU, 5694648]
[paragraph, [746.0, 988.5, 526.0, 46.5], shoonya_2sOPFIJ7QUTWZU, 5694648]
[paragraph, [746.0, 1035.0, 526.0, 46.5], shoonya_2sOPFIJ7QUTWZU, 5694648]
[paragraph, [746.0, 1081.5, 526.0, 46.5], shoonya_2sOPFIJ7QUTWZU, 5694648]
[paragraph, [746.0, 1128.0, 526.0, 46.5], shoonya_2sOPFIJ7QUTWZU, 5694648]
[paragraph, [746.0, 1174.5, 526.0, 46.5], shoonya_2sOPFIJ7QUTWZU, 5694648]
[paragraph, [1312.0, 525.0, 498.0, 46.5], shoonya_4sFYFPAQR2LCBS, 5694648]
[paragraph, [1312.0, 571.5, 498.0, 46.5], shoonya_4sFYFPAQR2LCBS, 5694648]
[paragraph, [1312.0, 618.0, 498.0, 46.5], shoonya_4sFYFPAQR2LCBS, 5694648]
[paragraph, [1312.0, 664.5, 498.0, 46.5], shoonya_4sFYFPAQR2LCBS, 5694648]
