[2200, 1700]
[paragraph, [150.0, 186.0, 339.0, 36.0], fHNRVIFqRQ, 5658986]
[paragraph, [150.0, 222.0, 339.0, 36.0], fHNRVIFqRQ, 5658986]
[paragraph, [151.0, 284.0, 1425.0, 36.0], shoonya_0sAYSRY4ZSZTEE, 5658986]
[paragraph, [151.0, 320.0, 1425.0, 36.0], shoonya_0sAYSRY4ZSZTEE, 5658986]
[paragraph, [151.0, 356.0, 1425.0, 36.0], shoonya_0sAYSRY4ZSZTEE, 5658986]
[paragraph, [149.0, 432.0, 1440.0, 36.0], shoonya_1s20EP8KBEJCEC, 5658986]
[paragraph, [149.0, 468.0, 1440.0, 36.0], shoonya_1s20EP8KBEJCEC, 5658986]
[paragraph, [149.0, 504.0, 1440.0, 36.0], shoonya_1s20EP8KBEJCEC, 5658986]
[paragraph, [149.0, 540.0, 1440.0, 36.0], shoonya_1s20EP8KBEJCEC, 5658986]
[paragraph, [149.0, 576.0, 1440.0, 36.0], shoonya_1s20EP8KBEJCEC, 5658986]
[paragraph, [149.0, 612.0, 1440.0, 36.0], shoonya_1s20EP8KBEJCEC, 5658986]
[paragraph, [149.0, 648.0, 1440.0, 36.0], shoonya_1s20EP8KBEJCEC, 5658986]
[paragraph, [149.0, 684.0, 1440.0, 36.0], shoonya_1s20EP8KBEJCEC, 5658986]
[paragraph, [149.0, 720.0, 1440.0, 36.0], shoonya_1s20EP8KBEJCEC, 5658986]
[paragraph, [149.0, 756.0, 1440.0, 36.0], shoonya_1s20EP8KBEJCEC, 5658986]
[paragraph, [149.0, 792.0, 1440.0, 36.0], shoonya_1s20EP8KBEJCEC, 5658986]
[paragraph, [149.0, 828.0, 1440.0, 36.0], shoonya_1s20EP8KBEJCEC, 5658986]
[paragraph, [149.0, 864.0, 1440.0, 36.0], shoonya_1s20EP8KBEJCEC, 5658986]
[paragraph, [149.0, 900.0, 1440.0, 36.0], shoonya_1s20EP8KBEJCEC, 5658986]
[paragraph, [149.0, 936.0, 1440.0, 36.0], shoonya_1s20EP8KBEJCEC, 5658986]
[paragraph, [149.0, 972.0, 1440.0, 36.0], shoonya_1s20EP8KBEJCEC, 5658986]
[paragraph, [149.0, 1008.0, 1440.0, 36.0], shoonya_1s20EP8KBEJCEC, 5658986]
[paragraph, [163.0, 1528.0, 993.0, 36.0], 4mdxl_dlt5, 5658986]
[paragraph, [163.0, 1564.0, 993.0, 36.0], 4mdxl_dlt5, 5658986]
[paragraph, [163.0, 1600.0, 993.0, 36.0], 4mdxl_dlt5, 5658986]
[paragraph, [163.0, 1636.0, 993.0, 36.0], 4mdxl_dlt5, 5658986]
[paragraph, [163.0, 1672.0, 993.0, 36.0], 4mdxl_dlt5, 5658986]
[paragraph, [163.0, 1708.0, 993.0, 36.0], 4mdxl_dlt5, 5658986]
[paragraph, [163.0, 1744.0, 993.0, 36.0], 4mdxl_dlt5, 5658986]
[paragraph, [163.0, 1780.0, 993.0, 36.0], 4mdxl_dlt5, 5658986]
[paragraph, [163.0, 1816.0, 993.0, 36.0], 4mdxl_dlt5, 5658986]
[paragraph, [163.0, 1852.0, 993.0, 36.0], 4mdxl_dlt5, 5658986]
[paragraph, [163.0, 1888.0, 993.0, 36.0], 4mdxl_dlt5, 5658986]
[paragraph, [163.0, 1924.0, 993.0, 36.0], 4mdxl_dlt5, 5658986]
[paragraph, [163.0, 1960.0, 993.0, 36.0], 4mdxl_dlt5, 5658986]
