[1320, 1176]
[paragraph, [62.0, 179.0, 357.0, 18.0], uCaDo8Yp10, 5694541]
[paragraph, [62.0, 197.0, 357.0, 18.0], uCaDo8Yp10, 5694541]
[paragraph, [62.0, 215.0, 357.0, 18.0], uCaDo8Yp10, 5694541]
[paragraph, [62.0, 233.0, 357.0, 18.0], uCaDo8Yp10, 5694541]
[paragraph, [62.0, 251.0, 357.0, 18.0], uCaDo8Yp10, 5694541]
[paragraph, [62.0, 269.0, 357.0, 18.0], uCaDo8Yp10, 5694541]
[paragraph, [62.0, 287.0, 357.0, 18.0], uCaDo8Yp10, 5694541]
[paragraph, [62.0, 305.0, 357.0, 18.0], uCaDo8Yp10, 5694541]
[paragraph, [62.0, 323.0, 357.0, 18.0], uCaDo8Yp10, 5694541]
[paragraph, [62.0, 341.0, 357.0, 18.0], uCaDo8Yp10, 5694541]
[paragraph, [62.0, 359.0, 357.0, 18.0], uCaDo8Yp10, 5694541]
[paragraph, [62.0, 377.0, 357.0, 18.0], uCaDo8Yp10, 5694541]
[paragraph, [62.0, 395.0, 357.0, 18.0], uCaDo8Yp10, 5694541]
[paragraph, [62.0, 413.0, 357.0, 18.0], uCaDo8Yp10, 5694541]
[paragraph, [767.0, 217.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [767.0, 235.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [767.0, 253.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [767.0, 271.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [767.0, 289.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [767.0, 307.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [767.0, 325.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [767.0, 343.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [767.0, 361.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [767.0, 379.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [767.0, 397.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [767.0, 415.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [767.0, 433.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [767.0, 451.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [767.0, 469.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [767.0, 487.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [767.0, 505.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [767.0, 523.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [767.0, 541.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [767.0, 559.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [767.0, 577.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [767.0, 595.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [767.0, 613.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [767.0, 631.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [767.0, 649.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [767.0, 667.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [767.0, 685.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [767.0, 703.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [767.0, 721.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [767.0, 739.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [767.0, 757.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [767.0, 775.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [767.0, 793.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [767.0, 811.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [767.0, 829.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [767.0, 847.0, 336.0, 18.0], shoonya_2sYLQBNZZYYG3L, 5694541]
[paragraph, [57.0, 478.0, 352.0, 18.0], -h-h7y9DBG, 5694541]
[paragraph, [57.0, 496.0, 352.0, 18.0], -h-h7y9DBG, 5694541]
[paragraph, [57.0, 514.0, 352.0, 18.0], -h-h7y9DBG, 5694541]
[paragraph, [57.0, 532.0, 352.0, 18.0], -h-h7y9DBG, 5694541]
[paragraph, [57.0, 550.0, 352.0, 18.0], -h-h7y9DBG, 5694541]
[paragraph, [57.0, 568.0, 352.0, 18.0], -h-h7y9DBG, 5694541]
[paragraph, [57.0, 586.0, 352.0, 18.0], -h-h7y9DBG, 5694541]
[paragraph, [57.0, 604.0, 352.0, 18.0], -h-h7y9DBG, 5694541]
[paragraph, [57.0, 622.0, 352.0, 18.0], -h-h7y9DBG, 5694541]
[paragraph, [57.0, 640.0, 352.0, 18.0], -h-h7y9DBG, 5694541]
[paragraph, [57.0, 658.0, 352.0, 18.0], -h-h7y9DBG, 5694541]
[paragraph, [57.0, 676.0, 352.0, 18.0], -h-h7y9DBG, 5694541]
[paragraph, [57.0, 694.0, 352.0, 18.0], -h-h7y9DBG, 5694541]
